id,title,level,needLv,needSpirit,needSkillId,needSkillLv,needItemId,needItemNum,addAttr,addAttrVal,desc,endRow
200694,95级魔剑被动技能6,95,95,9500,,,,,6,1634,提升魔剑1634技防,
200695,96级魔剑被动技能6,96,96,9600,,,,,6,1651,提升魔剑1651技防,
200696,97级魔剑被动技能6,97,97,9700,,,,,6,1668,提升魔剑1668技防,
200697,98级魔剑被动技能6,98,98,9800,,,,,6,1685,提升魔剑1685技防,
200698,99级魔剑被动技能6,99,99,9900,,,,,6,1702,提升魔剑1702技防,
200699,100级魔剑被动技能6,100,100,10000,,,,,6,1720,提升魔剑1720技防,
200700,1级魔剑被动技能7,1,1,100,,,,,7,6,提升魔剑6暴击,
200701,2级魔剑被动技能7,2,2,200,,,,,7,12,提升魔剑12暴击,
200702,3级魔剑被动技能7,3,3,300,,,,,7,18,提升魔剑18暴击,
200703,4级魔剑被动技能7,4,4,400,,,,,7,24,提升魔剑24暴击,
200704,5级魔剑被动技能7,5,5,500,,,,,7,30,提升魔剑30暴击,
200705,6级魔剑被动技能7,6,6,600,,,,,7,36,提升魔剑36暴击,
200706,7级魔剑被动技能7,7,7,700,,,,,7,42,提升魔剑42暴击,
200707,8级魔剑被动技能7,8,8,800,,,,,7,48,提升魔剑48暴击,
200708,9级魔剑被动技能7,9,9,900,,,,,7,54,提升魔剑54暴击,
200709,10级魔剑被动技能7,10,10,1000,,,,,7,60,提升魔剑60暴击,
200710,11级魔剑被动技能7,11,11,1100,,,,,7,66,提升魔剑66暴击,
200711,12级魔剑被动技能7,12,12,1200,,,,,7,72,提升魔剑72暴击,
200712,13级魔剑被动技能7,13,13,1300,,,,,7,78,提升魔剑78暴击,
200713,14级魔剑被动技能7,14,14,1400,,,,,7,84,提升魔剑84暴击,
200714,15级魔剑被动技能7,15,15,1500,,,,,7,90,提升魔剑90暴击,
200715,16级魔剑被动技能7,16,16,1600,,,,,7,96,提升魔剑96暴击,
200716,17级魔剑被动技能7,17,17,1700,,,,,7,102,提升魔剑102暴击,
200717,18级魔剑被动技能7,18,18,1800,,,,,7,108,提升魔剑108暴击,
200718,19级魔剑被动技能7,19,19,1900,,,,,7,114,提升魔剑114暴击,
200719,20级魔剑被动技能7,20,20,2000,,,,,7,120,提升魔剑120暴击,
200720,21级魔剑被动技能7,21,21,2100,,,,,7,126,提升魔剑126暴击,
200721,22级魔剑被动技能7,22,22,2200,,,,,7,132,提升魔剑132暴击,
200722,23级魔剑被动技能7,23,23,2300,,,,,7,138,提升魔剑138暴击,
200723,24级魔剑被动技能7,24,24,2400,,,,,7,144,提升魔剑144暴击,
200724,25级魔剑被动技能7,25,25,2500,,,,,7,150,提升魔剑150暴击,
200725,26级魔剑被动技能7,26,26,2600,,,,,7,156,提升魔剑156暴击,
200726,27级魔剑被动技能7,27,27,2700,,,,,7,162,提升魔剑162暴击,
200727,28级魔剑被动技能7,28,28,2800,,,,,7,168,提升魔剑168暴击,
200728,29级魔剑被动技能7,29,29,2900,,,,,7,174,提升魔剑174暴击,
200729,30级魔剑被动技能7,30,30,3000,,,,,7,180,提升魔剑180暴击,
200730,31级魔剑被动技能7,31,31,3100,,,,,7,186,提升魔剑186暴击,
200731,32级魔剑被动技能7,32,32,3200,,,,,7,192,提升魔剑192暴击,
200732,33级魔剑被动技能7,33,33,3300,,,,,7,198,提升魔剑198暴击,
200733,34级魔剑被动技能7,34,34,3400,,,,,7,204,提升魔剑204暴击,
200734,35级魔剑被动技能7,35,35,3500,,,,,7,210,提升魔剑210暴击,
200735,36级魔剑被动技能7,36,36,3600,,,,,7,216,提升魔剑216暴击,
200736,37级魔剑被动技能7,37,37,3700,,,,,7,222,提升魔剑222暴击,
200737,38级魔剑被动技能7,38,38,3800,,,,,7,228,提升魔剑228暴击,
200738,39级魔剑被动技能7,39,39,3900,,,,,7,234,提升魔剑234暴击,
200739,40级魔剑被动技能7,40,40,4000,,,,,7,240,提升魔剑240暴击,
200740,41级魔剑被动技能7,41,41,4100,,,,,7,246,提升魔剑246暴击,
200741,42级魔剑被动技能7,42,42,4200,,,,,7,252,提升魔剑252暴击,
200742,43级魔剑被动技能7,43,43,4300,,,,,7,258,提升魔剑258暴击,
200743,44级魔剑被动技能7,44,44,4400,,,,,7,264,提升魔剑264暴击,
200744,45级魔剑被动技能7,45,45,4500,,,,,7,270,提升魔剑270暴击,
200745,46级魔剑被动技能7,46,46,4600,,,,,7,276,提升魔剑276暴击,
200746,47级魔剑被动技能7,47,47,4700,,,,,7,282,提升魔剑282暴击,
200747,48级魔剑被动技能7,48,48,4800,,,,,7,288,提升魔剑288暴击,
200748,49级魔剑被动技能7,49,49,4900,,,,,7,294,提升魔剑294暴击,
200749,50级魔剑被动技能7,50,50,5000,,,,,7,300,提升魔剑300暴击,
200750,51级魔剑被动技能7,51,51,5100,,,,,7,306,提升魔剑306暴击,
200751,52级魔剑被动技能7,52,52,5200,,,,,7,312,提升魔剑312暴击,
200752,53级魔剑被动技能7,53,53,5300,,,,,7,318,提升魔剑318暴击,
200753,54级魔剑被动技能7,54,54,5400,,,,,7,324,提升魔剑324暴击,
200754,55级魔剑被动技能7,55,55,5500,,,,,7,330,提升魔剑330暴击,
200755,56级魔剑被动技能7,56,56,5600,,,,,7,336,提升魔剑336暴击,
200756,57级魔剑被动技能7,57,57,5700,,,,,7,342,提升魔剑342暴击,
200757,58级魔剑被动技能7,58,58,5800,,,,,7,348,提升魔剑348暴击,
200758,59级魔剑被动技能7,59,59,5900,,,,,7,354,提升魔剑354暴击,
200759,60级魔剑被动技能7,60,60,6000,,,,,7,360,提升魔剑360暴击,
200760,61级魔剑被动技能7,61,61,6100,,,,,7,366,提升魔剑366暴击,
200761,62级魔剑被动技能7,62,62,6200,,,,,7,372,提升魔剑372暴击,
200762,63级魔剑被动技能7,63,63,6300,,,,,7,378,提升魔剑378暴击,
200763,64级魔剑被动技能7,64,64,6400,,,,,7,384,提升魔剑384暴击,
200764,65级魔剑被动技能7,65,65,6500,,,,,7,390,提升魔剑390暴击,
200765,66级魔剑被动技能7,66,66,6600,,,,,7,396,提升魔剑396暴击,
200766,67级魔剑被动技能7,67,67,6700,,,,,7,402,提升魔剑402暴击,
200767,68级魔剑被动技能7,68,68,6800,,,,,7,408,提升魔剑408暴击,
200768,69级魔剑被动技能7,69,69,6900,,,,,7,414,提升魔剑414暴击,
200769,70级魔剑被动技能7,70,70,7000,,,,,7,420,提升魔剑420暴击,
200770,71级魔剑被动技能7,71,71,7100,,,,,7,426,提升魔剑426暴击,
200771,72级魔剑被动技能7,72,72,7200,,,,,7,432,提升魔剑432暴击,
200772,73级魔剑被动技能7,73,73,7300,,,,,7,438,提升魔剑438暴击,
200773,74级魔剑被动技能7,74,74,7400,,,,,7,444,提升魔剑444暴击,
200774,75级魔剑被动技能7,75,75,7500,,,,,7,450,提升魔剑450暴击,
200775,76级魔剑被动技能7,76,76,7600,,,,,7,456,提升魔剑456暴击,
200776,77级魔剑被动技能7,77,77,7700,,,,,7,462,提升魔剑462暴击,
200777,78级魔剑被动技能7,78,78,7800,,,,,7,468,提升魔剑468暴击,
200778,79级魔剑被动技能7,79,79,7900,,,,,7,474,提升魔剑474暴击,
200779,80级魔剑被动技能7,80,80,8000,,,,,7,480,提升魔剑480暴击,
200780,81级魔剑被动技能7,81,81,8100,,,,,7,486,提升魔剑486暴击,
200781,82级魔剑被动技能7,82,82,8200,,,,,7,492,提升魔剑492暴击,
200782,83级魔剑被动技能7,83,83,8300,,,,,7,498,提升魔剑498暴击,
200783,84级魔剑被动技能7,84,84,8400,,,,,7,504,提升魔剑504暴击,
200784,85级魔剑被动技能7,85,85,8500,,,,,7,510,提升魔剑510暴击,
200785,86级魔剑被动技能7,86,86,8600,,,,,7,516,提升魔剑516暴击,
200786,87级魔剑被动技能7,87,87,8700,,,,,7,522,提升魔剑522暴击,
200787,88级魔剑被动技能7,88,88,8800,,,,,7,528,提升魔剑528暴击,
200788,89级魔剑被动技能7,89,89,8900,,,,,7,534,提升魔剑534暴击,
200789,90级魔剑被动技能7,90,90,9000,,,,,7,540,提升魔剑540暴击,
200790,91级魔剑被动技能7,91,91,9100,,,,,7,546,提升魔剑546暴击,
200791,92级魔剑被动技能7,92,92,9200,,,,,7,552,提升魔剑552暴击,
200792,93级魔剑被动技能7,93,93,9300,,,,,7,558,提升魔剑558暴击,
200793,94级魔剑被动技能7,94,94,9400,,,,,7,564,提升魔剑564暴击,
200794,95级魔剑被动技能7,95,95,9500,,,,,7,570,提升魔剑570暴击,
200795,96级魔剑被动技能7,96,96,9600,,,,,7,576,提升魔剑576暴击,
200796,97级魔剑被动技能7,97,97,9700,,,,,7,582,提升魔剑582暴击,
200797,98级魔剑被动技能7,98,98,9800,,,,,7,588,提升魔剑588暴击,
200798,99级魔剑被动技能7,99,99,9900,,,,,7,594,提升魔剑594暴击,
200799,100级魔剑被动技能7,100,100,10000,,,,,7,600,提升魔剑600暴击,
200800,1级魔剑被动技能8,1,1,100,,,,,8,3,提升魔剑3韧性,
200801,2级魔剑被动技能8,2,2,200,,,,,8,7,提升魔剑7韧性,
200802,3级魔剑被动技能8,3,3,300,,,,,8,11,提升魔剑11韧性,
200803,4级魔剑被动技能8,4,4,400,,,,,8,14,提升魔剑14韧性,
200804,5级魔剑被动技能8,5,5,500,,,,,8,18,提升魔剑18韧性,
200805,6级魔剑被动技能8,6,6,600,,,,,8,22,提升魔剑22韧性,
200806,7级魔剑被动技能8,7,7,700,,,,,8,25,提升魔剑25韧性,
200807,8级魔剑被动技能8,8,8,800,,,,,8,29,提升魔剑29韧性,
200808,9级魔剑被动技能8,9,9,900,,,,,8,33,提升魔剑33韧性,
200809,10级魔剑被动技能8,10,10,1000,,,,,8,37,提升魔剑37韧性,
200810,11级魔剑被动技能8,11,11,1100,,,,,8,40,提升魔剑40韧性,
200811,12级魔剑被动技能8,12,12,1200,,,,,8,44,提升魔剑44韧性,
200812,13级魔剑被动技能8,13,13,1300,,,,,8,48,提升魔剑48韧性,
200813,14级魔剑被动技能8,14,14,1400,,,,,8,51,提升魔剑51韧性,
200814,15级魔剑被动技能8,15,15,1500,,,,,8,55,提升魔剑55韧性,
200815,16级魔剑被动技能8,16,16,1600,,,,,8,59,提升魔剑59韧性,
200816,17级魔剑被动技能8,17,17,1700,,,,,8,62,提升魔剑62韧性,
200817,18级魔剑被动技能8,18,18,1800,,,,,8,66,提升魔剑66韧性,
200818,19级魔剑被动技能8,19,19,1900,,,,,8,70,提升魔剑70韧性,
200819,20级魔剑被动技能8,20,20,2000,,,,,8,74,提升魔剑74韧性,
200820,21级魔剑被动技能8,21,21,2100,,,,,8,77,提升魔剑77韧性,
200821,22级魔剑被动技能8,22,22,2200,,,,,8,81,提升魔剑81韧性,
200822,23级魔剑被动技能8,23,23,2300,,,,,8,85,提升魔剑85韧性,
200823,24级魔剑被动技能8,24,24,2400,,,,,8,88,提升魔剑88韧性,
200824,25级魔剑被动技能8,25,25,2500,,,,,8,92,提升魔剑92韧性,
200825,26级魔剑被动技能8,26,26,2600,,,,,8,96,提升魔剑96韧性,
200826,27级魔剑被动技能8,27,27,2700,,,,,8,99,提升魔剑99韧性,
200827,28级魔剑被动技能8,28,28,2800,,,,,8,103,提升魔剑103韧性,
200828,29级魔剑被动技能8,29,29,2900,,,,,8,107,提升魔剑107韧性,
200829,30级魔剑被动技能8,30,30,3000,,,,,8,111,提升魔剑111韧性,
200830,31级魔剑被动技能8,31,31,3100,,,,,8,114,提升魔剑114韧性,
200831,32级魔剑被动技能8,32,32,3200,,,,,8,118,提升魔剑118韧性,
200832,33级魔剑被动技能8,33,33,3300,,,,,8,122,提升魔剑122韧性,
200833,34级魔剑被动技能8,34,34,3400,,,,,8,125,提升魔剑125韧性,
200834,35级魔剑被动技能8,35,35,3500,,,,,8,129,提升魔剑129韧性,
200835,36级魔剑被动技能8,36,36,3600,,,,,8,133,提升魔剑133韧性,
200836,37级魔剑被动技能8,37,37,3700,,,,,8,136,提升魔剑136韧性,
200837,38级魔剑被动技能8,38,38,3800,,,,,8,140,提升魔剑140韧性,
200838,39级魔剑被动技能8,39,39,3900,,,,,8,144,提升魔剑144韧性,
200839,40级魔剑被动技能8,40,40,4000,,,,,8,148,提升魔剑148韧性,
200840,41级魔剑被动技能8,41,41,4100,,,,,8,151,提升魔剑151韧性,
200841,42级魔剑被动技能8,42,42,4200,,,,,8,155,提升魔剑155韧性,
200842,43级魔剑被动技能8,43,43,4300,,,,,8,159,提升魔剑159韧性,
200843,44级魔剑被动技能8,44,44,4400,,,,,8,162,提升魔剑162韧性,
200844,45级魔剑被动技能8,45,45,4500,,,,,8,166,提升魔剑166韧性,
200845,46级魔剑被动技能8,46,46,4600,,,,,8,170,提升魔剑170韧性,
200846,47级魔剑被动技能8,47,47,4700,,,,,8,173,提升魔剑173韧性,
200847,48级魔剑被动技能8,48,48,4800,,,,,8,177,提升魔剑177韧性,
200848,49级魔剑被动技能8,49,49,4900,,,,,8,181,提升魔剑181韧性,
200849,50级魔剑被动技能8,50,50,5000,,,,,8,185,提升魔剑185韧性,
200850,51级魔剑被动技能8,51,51,5100,,,,,8,188,提升魔剑188韧性,
200851,52级魔剑被动技能8,52,52,5200,,,,,8,192,提升魔剑192韧性,
200852,53级魔剑被动技能8,53,53,5300,,,,,8,196,提升魔剑196韧性,
200853,54级魔剑被动技能8,54,54,5400,,,,,8,199,提升魔剑199韧性,
200854,55级魔剑被动技能8,55,55,5500,,,,,8,203,提升魔剑203韧性,
200855,56级魔剑被动技能8,56,56,5600,,,,,8,207,提升魔剑207韧性,
200856,57级魔剑被动技能8,57,57,5700,,,,,8,210,提升魔剑210韧性,
200857,58级魔剑被动技能8,58,58,5800,,,,,8,214,提升魔剑214韧性,
200858,59级魔剑被动技能8,59,59,5900,,,,,8,218,提升魔剑218韧性,
200859,60级魔剑被动技能8,60,60,6000,,,,,8,222,提升魔剑222韧性,
200860,61级魔剑被动技能8,61,61,6100,,,,,8,225,提升魔剑225韧性,
200861,62级魔剑被动技能8,62,62,6200,,,,,8,229,提升魔剑229韧性,
200862,63级魔剑被动技能8,63,63,6300,,,,,8,233,提升魔剑233韧性,
200863,64级魔剑被动技能8,64,64,6400,,,,,8,236,提升魔剑236韧性,
200864,65级魔剑被动技能8,65,65,6500,,,,,8,240,提升魔剑240韧性,
200865,66级魔剑被动技能8,66,66,6600,,,,,8,244,提升魔剑244韧性,
200866,67级魔剑被动技能8,67,67,6700,,,,,8,247,提升魔剑247韧性,
200867,68级魔剑被动技能8,68,68,6800,,,,,8,251,提升魔剑251韧性,
200868,69级魔剑被动技能8,69,69,6900,,,,,8,255,提升魔剑255韧性,
200869,70级魔剑被动技能8,70,70,7000,,,,,8,259,提升魔剑259韧性,
200870,71级魔剑被动技能8,71,71,7100,,,,,8,262,提升魔剑262韧性,
200871,72级魔剑被动技能8,72,72,7200,,,,,8,266,提升魔剑266韧性,
200872,73级魔剑被动技能8,73,73,7300,,,,,8,270,提升魔剑270韧性,
200873,74级魔剑被动技能8,74,74,7400,,,,,8,273,提升魔剑273韧性,
200874,75级魔剑被动技能8,75,75,7500,,,,,8,277,提升魔剑277韧性,
200875,76级魔剑被动技能8,76,76,7600,,,,,8,281,提升魔剑281韧性,
200876,77级魔剑被动技能8,77,77,7700,,,,,8,284,提升魔剑284韧性,
200877,78级魔剑被动技能8,78,78,7800,,,,,8,288,提升魔剑288韧性,
200878,79级魔剑被动技能8,79,79,7900,,,,,8,292,提升魔剑292韧性,
200879,80级魔剑被动技能8,80,80,8000,,,,,8,296,提升魔剑296韧性,
200880,81级魔剑被动技能8,81,81,8100,,,,,8,299,提升魔剑299韧性,
200881,82级魔剑被动技能8,82,82,8200,,,,,8,303,提升魔剑303韧性,
200882,83级魔剑被动技能8,83,83,8300,,,,,8,307,提升魔剑307韧性,
200883,84级魔剑被动技能8,84,84,8400,,,,,8,310,提升魔剑310韧性,
200884,85级魔剑被动技能8,85,85,8500,,,,,8,314,提升魔剑314韧性,
200885,86级魔剑被动技能8,86,86,8600,,,,,8,318,提升魔剑318韧性,
200886,87级魔剑被动技能8,87,87,8700,,,,,8,321,提升魔剑321韧性,
200887,88级魔剑被动技能8,88,88,8800,,,,,8,325,提升魔剑325韧性,
200888,89级魔剑被动技能8,89,89,8900,,,,,8,329,提升魔剑329韧性,
200889,90级魔剑被动技能8,90,90,9000,,,,,8,333,提升魔剑333韧性,
200890,91级魔剑被动技能8,91,91,9100,,,,,8,336,提升魔剑336韧性,
200891,92级魔剑被动技能8,92,92,9200,,,,,8,340,提升魔剑340韧性,
200892,93级魔剑被动技能8,93,93,9300,,,,,8,344,提升魔剑344韧性,
200893,94级魔剑被动技能8,94,94,9400,,,,,8,347,提升魔剑347韧性,
200894,95级魔剑被动技能8,95,95,9500,,,,,8,351,提升魔剑351韧性,
200895,96级魔剑被动技能8,96,96,9600,,,,,8,355,提升魔剑355韧性,
200896,97级魔剑被动技能8,97,97,9700,,,,,8,358,提升魔剑358韧性,
200897,98级魔剑被动技能8,98,98,9800,,,,,8,362,提升魔剑362韧性,
200898,99级魔剑被动技能8,99,99,9900,,,,,8,366,提升魔剑366韧性,
200899,100级魔剑被动技能8,100,100,10000,,,,,8,370,提升魔剑370韧性,
200900,1级魔剑被动技能9,1,1,100,,,,,9,6,提升魔剑6破甲,
200901,2级魔剑被动技能9,2,2,200,,,,,9,12,提升魔剑12破甲,
200902,3级魔剑被动技能9,3,3,300,,,,,9,18,提升魔剑18破甲,
200903,4级魔剑被动技能9,4,4,400,,,,,9,24,提升魔剑24破甲,
200904,5级魔剑被动技能9,5,5,500,,,,,9,30,提升魔剑30破甲,
200905,6级魔剑被动技能9,6,6,600,,,,,9,36,提升魔剑36破甲,
200906,7级魔剑被动技能9,7,7,700,,,,,9,42,提升魔剑42破甲,
200907,8级魔剑被动技能9,8,8,800,,,,,9,48,提升魔剑48破甲,
200908,9级魔剑被动技能9,9,9,900,,,,,9,54,提升魔剑54破甲,
200909,10级魔剑被动技能9,10,10,1000,,,,,9,60,提升魔剑60破甲,
200910,11级魔剑被动技能9,11,11,1100,,,,,9,66,提升魔剑66破甲,
200911,12级魔剑被动技能9,12,12,1200,,,,,9,72,提升魔剑72破甲,
200912,13级魔剑被动技能9,13,13,1300,,,,,9,78,提升魔剑78破甲,
200913,14级魔剑被动技能9,14,14,1400,,,,,9,84,提升魔剑84破甲,
200914,15级魔剑被动技能9,15,15,1500,,,,,9,90,提升魔剑90破甲,
200915,16级魔剑被动技能9,16,16,1600,,,,,9,96,提升魔剑96破甲,
200916,17级魔剑被动技能9,17,17,1700,,,,,9,102,提升魔剑102破甲,
200917,18级魔剑被动技能9,18,18,1800,,,,,9,108,提升魔剑108破甲,
200918,19级魔剑被动技能9,19,19,1900,,,,,9,114,提升魔剑114破甲,
200919,20级魔剑被动技能9,20,20,2000,,,,,9,120,提升魔剑120破甲,
200920,21级魔剑被动技能9,21,21,2100,,,,,9,126,提升魔剑126破甲,
200921,22级魔剑被动技能9,22,22,2200,,,,,9,132,提升魔剑132破甲,
200922,23级魔剑被动技能9,23,23,2300,,,,,9,138,提升魔剑138破甲,
200923,24级魔剑被动技能9,24,24,2400,,,,,9,144,提升魔剑144破甲,
200924,25级魔剑被动技能9,25,25,2500,,,,,9,150,提升魔剑150破甲,
200925,26级魔剑被动技能9,26,26,2600,,,,,9,156,提升魔剑156破甲,
200926,27级魔剑被动技能9,27,27,2700,,,,,9,162,提升魔剑162破甲,
200927,28级魔剑被动技能9,28,28,2800,,,,,9,168,提升魔剑168破甲,
200928,29级魔剑被动技能9,29,29,2900,,,,,9,174,提升魔剑174破甲,
200929,30级魔剑被动技能9,30,30,3000,,,,,9,180,提升魔剑180破甲,
200930,31级魔剑被动技能9,31,31,3100,,,,,9,186,提升魔剑186破甲,
200931,32级魔剑被动技能9,32,32,3200,,,,,9,192,提升魔剑192破甲,
200932,33级魔剑被动技能9,33,33,3300,,,,,9,198,提升魔剑198破甲,
200933,34级魔剑被动技能9,34,34,3400,,,,,9,204,提升魔剑204破甲,
200934,35级魔剑被动技能9,35,35,3500,,,,,9,210,提升魔剑210破甲,
200935,36级魔剑被动技能9,36,36,3600,,,,,9,216,提升魔剑216破甲,
200936,37级魔剑被动技能9,37,37,3700,,,,,9,222,提升魔剑222破甲,
200937,38级魔剑被动技能9,38,38,3800,,,,,9,228,提升魔剑228破甲,
200938,39级魔剑被动技能9,39,39,3900,,,,,9,234,提升魔剑234破甲,
200939,40级魔剑被动技能9,40,40,4000,,,,,9,240,提升魔剑240破甲,
200940,41级魔剑被动技能9,41,41,4100,,,,,9,246,提升魔剑246破甲,
200941,42级魔剑被动技能9,42,42,4200,,,,,9,252,提升魔剑252破甲,
200942,43级魔剑被动技能9,43,43,4300,,,,,9,258,提升魔剑258破甲,
200943,44级魔剑被动技能9,44,44,4400,,,,,9,264,提升魔剑264破甲,
200944,45级魔剑被动技能9,45,45,4500,,,,,9,270,提升魔剑270破甲,
200945,46级魔剑被动技能9,46,46,4600,,,,,9,276,提升魔剑276破甲,
200946,47级魔剑被动技能9,47,47,4700,,,,,9,282,提升魔剑282破甲,
200947,48级魔剑被动技能9,48,48,4800,,,,,9,288,提升魔剑288破甲,
200948,49级魔剑被动技能9,49,49,4900,,,,,9,294,提升魔剑294破甲,
200949,50级魔剑被动技能9,50,50,5000,,,,,9,300,提升魔剑300破甲,
200950,51级魔剑被动技能9,51,51,5100,,,,,9,306,提升魔剑306破甲,
200951,52级魔剑被动技能9,52,52,5200,,,,,9,312,提升魔剑312破甲,
200952,53级魔剑被动技能9,53,53,5300,,,,,9,318,提升魔剑318破甲,
200953,54级魔剑被动技能9,54,54,5400,,,,,9,324,提升魔剑324破甲,
200954,55级魔剑被动技能9,55,55,5500,,,,,9,330,提升魔剑330破甲,
200955,56级魔剑被动技能9,56,56,5600,,,,,9,336,提升魔剑336破甲,
200956,57级魔剑被动技能9,57,57,5700,,,,,9,342,提升魔剑342破甲,
200957,58级魔剑被动技能9,58,58,5800,,,,,9,348,提升魔剑348破甲,
200958,59级魔剑被动技能9,59,59,5900,,,,,9,354,提升魔剑354破甲,
200959,60级魔剑被动技能9,60,60,6000,,,,,9,360,提升魔剑360破甲,
200960,61级魔剑被动技能9,61,61,6100,,,,,9,366,提升魔剑366破甲,
200961,62级魔剑被动技能9,62,62,6200,,,,,9,372,提升魔剑372破甲,
200962,63级魔剑被动技能9,63,63,6300,,,,,9,378,提升魔剑378破甲,
200963,64级魔剑被动技能9,64,64,6400,,,,,9,384,提升魔剑384破甲,
200964,65级魔剑被动技能9,65,65,6500,,,,,9,390,提升魔剑390破甲,
200965,66级魔剑被动技能9,66,66,6600,,,,,9,396,提升魔剑396破甲,
200966,67级魔剑被动技能9,67,67,6700,,,,,9,402,提升魔剑402破甲,
200967,68级魔剑被动技能9,68,68,6800,,,,,9,408,提升魔剑408破甲,
200968,69级魔剑被动技能9,69,69,6900,,,,,9,414,提升魔剑414破甲,
200969,70级魔剑被动技能9,70,70,7000,,,,,9,420,提升魔剑420破甲,
200970,71级魔剑被动技能9,71,71,7100,,,,,9,426,提升魔剑426破甲,
200971,72级魔剑被动技能9,72,72,7200,,,,,9,432,提升魔剑432破甲,
200972,73级魔剑被动技能9,73,73,7300,,,,,9,438,提升魔剑438破甲,
200973,74级魔剑被动技能9,74,74,7400,,,,,9,444,提升魔剑444破甲,
200974,75级魔剑被动技能9,75,75,7500,,,,,9,450,提升魔剑450破甲,
200975,76级魔剑被动技能9,76,76,7600,,,,,9,456,提升魔剑456破甲,
200976,77级魔剑被动技能9,77,77,7700,,,,,9,462,提升魔剑462破甲,
200977,78级魔剑被动技能9,78,78,7800,,,,,9,468,提升魔剑468破甲,
200978,79级魔剑被动技能9,79,79,7900,,,,,9,474,提升魔剑474破甲,
200979,80级魔剑被动技能9,80,80,8000,,,,,9,480,提升魔剑480破甲,
200980,81级魔剑被动技能9,81,81,8100,,,,,9,486,提升魔剑486破甲,
200981,82级魔剑被动技能9,82,82,8200,,,,,9,492,提升魔剑492破甲,
200982,83级魔剑被动技能9,83,83,8300,,,,,9,498,提升魔剑498破甲,
200983,84级魔剑被动技能9,84,84,8400,,,,,9,504,提升魔剑504破甲,
200984,85级魔剑被动技能9,85,85,8500,,,,,9,510,提升魔剑510破甲,
200985,86级魔剑被动技能9,86,86,8600,,,,,9,516,提升魔剑516破甲,
200986,87级魔剑被动技能9,87,87,8700,,,,,9,522,提升魔剑522破甲,
200987,88级魔剑被动技能9,88,88,8800,,,,,9,528,提升魔剑528破甲,
200988,89级魔剑被动技能9,89,89,8900,,,,,9,534,提升魔剑534破甲,
200989,90级魔剑被动技能9,90,90,9000,,,,,9,540,提升魔剑540破甲,
200990,91级魔剑被动技能9,91,91,9100,,,,,9,546,提升魔剑546破甲,
200991,92级魔剑被动技能9,92,92,9200,,,,,9,552,提升魔剑552破甲,
200992,93级魔剑被动技能9,93,93,9300,,,,,9,558,提升魔剑558破甲,
200993,94级魔剑被动技能9,94,94,9400,,,,,9,564,提升魔剑564破甲,
200994,95级魔剑被动技能9,95,95,9500,,,,,9,570,提升魔剑570破甲,
200995,96级魔剑被动技能9,96,96,9600,,,,,9,576,提升魔剑576破甲,
200996,97级魔剑被动技能9,97,97,9700,,,,,9,582,提升魔剑582破甲,
200997,98级魔剑被动技能9,98,98,9800,,,,,9,588,提升魔剑588破甲,
200998,99级魔剑被动技能9,99,99,9900,,,,,9,594,提升魔剑594破甲,
200999,100级魔剑被动技能9,100,100,10000,,,,,9,600,提升魔剑600破甲,
201000,1级魔剑被动技能10,1,1,100,,,,,10,5,提升魔剑5削攻,
201001,2级魔剑被动技能10,2,2,200,,,,,10,10,提升魔剑10削攻,
201002,3级魔剑被动技能10,3,3,300,,,,,10,15,提升魔剑15削攻,
201003,4级魔剑被动技能10,4,4,400,,,,,10,20,提升魔剑20削攻,
201004,5级魔剑被动技能10,5,5,500,,,,,10,25,提升魔剑25削攻,
201005,6级魔剑被动技能10,6,6,600,,,,,10,30,提升魔剑30削攻,
201006,7级魔剑被动技能10,7,7,700,,,,,10,35,提升魔剑35削攻,
201007,8级魔剑被动技能10,8,8,800,,,,,10,40,提升魔剑40削攻,
201008,9级魔剑被动技能10,9,9,900,,,,,10,45,提升魔剑45削攻,
201009,10级魔剑被动技能10,10,10,1000,,,,,10,51,提升魔剑51削攻,
201010,11级魔剑被动技能10,11,11,1100,,,,,10,56,提升魔剑56削攻,
201011,12级魔剑被动技能10,12,12,1200,,,,,10,61,提升魔剑61削攻,
201012,13级魔剑被动技能10,13,13,1300,,,,,10,66,提升魔剑66削攻,
201013,14级魔剑被动技能10,14,14,1400,,,,,10,71,提升魔剑71削攻,
201014,15级魔剑被动技能10,15,15,1500,,,,,10,76,提升魔剑76削攻,
201015,16级魔剑被动技能10,16,16,1600,,,,,10,81,提升魔剑81削攻,
201016,17级魔剑被动技能10,17,17,1700,,,,,10,86,提升魔剑86削攻,
201017,18级魔剑被动技能10,18,18,1800,,,,,10,91,提升魔剑91削攻,
201018,19级魔剑被动技能10,19,19,1900,,,,,10,96,提升魔剑96削攻,
201019,20级魔剑被动技能10,20,20,2000,,,,,10,102,提升魔剑102削攻,
201020,21级魔剑被动技能10,21,21,2100,,,,,10,107,提升魔剑107削攻,
201021,22级魔剑被动技能10,22,22,2200,,,,,10,112,提升魔剑112削攻,
201022,23级魔剑被动技能10,23,23,2300,,,,,10,117,提升魔剑117削攻,
201023,24级魔剑被动技能10,24,24,2400,,,,,10,122,提升魔剑122削攻,
201024,25级魔剑被动技能10,25,25,2500,,,,,10,127,提升魔剑127削攻,
201025,26级魔剑被动技能10,26,26,2600,,,,,10,132,提升魔剑132削攻,
