id,familyName,maleName,femaleName,,,,
1471,,亨兹,婷温,,,,
1472,,穆里顿,艾温,,,,
1473,,克兰诺克,阿温,,,,
1474,,白洛尔,妮温,,,,
1475,,杜安,梅温,,,,
1476,,图维琪,菲温,,,,
1477,,斯坦哈德,芬温,,,,
1478,,梅纳拉,塔温,,,,
1479,,拉德纳尔,乔温,,,,
1480,,兰德,弗温,,,,
1481,,姚恩,西温,,,,
1482,,巴尔萨斯,珍温,,,,
1483,,约拉,黛温,,,,
1484,,克罗姆,迪温,,,,
1485,,威尔玛,伊温,,,,
1486,,迪尔弗,吉温,,,,
1487,,高尔博多,安温,,,,
1488,,海伦尼,奥温,,,,
1489,,伍伦,柏温,,,,
1490,,赫纳,贝温,,,,
1491,,鲁迦,蓓温,,,,
1492,,欧姆,克温,,,,
1493,,维罗拉,科温,,,,
1494,,米奈特,卡温,,,,
1495,,阿斯托,绮温,,,,
1496,,安德隆,苏温,,,,
1497,,艾斯特蕾,朱温,,,,
1498,,芬维克,蔓温,,,,
1499,,宾格斯,蜜温,,,,
1500,,洛卡,露温,,,,
1501,,玛济斯,温温,,,,
1502,,基尔卡克,斯温,,,,
1503,,塞瑞克,洁温,,,,
1504,,巴瑞特,米温,,,,
1505,,金克,芭温,,,,
1506,,哈鲁恩,琳琪,,,,
1507,,艾米,娅琪,,,,
1508,,纳克罗,爱琪,,,,
1509,,乔拉齐,莉琪,,,,
1510,,安图尔,丽琪,,,,
1511,,玛戈林,雅琪,,,,
1512,,萨恩,婷琪,,,,
1513,,米利卡,艾琪,,,,
1514,,斯穆德,阿琪,,,,
1515,,汉兹,妮琪,,,,
1516,,雷斯林,梅琪,,,,
1517,,耶纳基,菲琪,,,,
1518,,塔诺克,芬琪,,,,
1519,,塔瓦斯德,塔琪,,,,
1520,,奥宁,乔琪,,,,
1521,,德兰,弗琪,,,,
1522,,玛尔顿,西琪,,,,
1523,,提夫,珍琪,,,,
1524,,基尔兹宾,黛琪,,,,
1525,,道克,迪琪,,,,
1526,,克尔,伊琪,,,,
1527,,乌克兹,吉琪,,,,
1528,,普兹克,奥琪,,,,
1529,,加加恩,柏琪,,,,
1530,,丁尼塔,蓓琪,,,,
1531,,高萨德,克琪,,,,
1532,,德姆恩,科琪,,,,
1533,,达纳斯,卡琪,,,,
1534,,奥本,绮琪,,,,
1535,,温斯顿,苏琪,,,,
1536,,西蒙尼,朱琪,,,,
1537,,奥格索普,蔓琪,,,,
1538,,塞尔曼,蜜琪,,,,
1539,,泰姆,露琪,,,,
1540,,马林,温琪,,,,
1541,,欧鲁,斯琪,,,,
1542,,奥雷萨多,洁琪,,,,
1543,,尼库斯,芭琪,,,,
1544,,桑德,琳姬,,,,
1545,,克格尔,娅姬,,,,
1546,,特洛亚斯,爱姬,,,,
1547,,玛尔冯,莉姬,,,,
1548,,卡林,丽姬,,,,
1549,,沙恩,雅姬,,,,
1550,,格雷甘,婷姬,,,,
1551,,塔罗,艾姬,,,,
1552,,多兰,阿姬,,,,
1553,,洛拉姆斯,妮姬,,,,
1554,,奥罗克,梅姬,,,,
1555,,麦克尼尔,菲姬,,,,
1556,,基沃拉丁,芬姬,,,,
1557,,特伦顿,塔姬,,,,
1558,,博拉,乔姬,,,,
1559,,布科雷克,弗姬,,,,
1560,,奥兰,西姬,,,,
1561,,卡利夫,珍姬,,,,
1562,,杉多尔,黛姬,,,,
1563,,索卡夫,迪姬,,,,
1564,,布鲁姆,伊姬,,,,
1565,,凯雷希亚,吉姬,,,,
1566,,哈杜肯,安姬,,,,
1567,,拉托,奥姬,,,,
1568,,维斯提亚,柏姬,,,,
1569,,基恩诺,贝姬,,,,
1570,,安德雷,克姬,,,,
1571,,安吉拉斯,科姬,,,,
1572,,达蕾恩,卡姬,,,,
1573,,艾瑞拉斯,绮姬,,,,
1574,,玛德拉克,苏姬,,,,
1575,,宾吉,朱姬,,,,
1576,,米利,蔓姬,,,,
1577,,辛达尔,蜜姬,,,,
1578,,耶尔卡,露姬,,,,
1579,,萨古斯,温姬,,,,
1580,,泰兰妲,斯姬,,,,
1581,,菲尔迪恩,洁姬,,,,
1582,,奥尔文,米姬,,,,
1583,,萨迪斯,芭姬,,,,
1584,,塞恩提尔,琳薇,,,,
1585,,迪尔格,娅薇,,,,
1586,,尼克斯,爱薇,,,,
1587,,乌林克,莉薇,,,,
1588,,库雷格,丽薇,,,,
1589,,希恩德拉,玛薇,,,,
1590,,詹奈特,雅薇,,,,
1591,,加林德,婷薇,,,,
1592,,托恩,阿薇,,,,
1593,,杜里奥斯,妮薇,,,,
1594,,塔班,菲薇,,,,
1595,,奥林达尔,芬薇,,,,
1596,,卡尔鲁,塔薇,,,,
1597,,沙迪,乔薇,,,,
1598,,茉拉,弗薇,,,,
1599,,希格斯,西薇,,,,
1600,,瑟尔萨,珍薇,,,,
1601,,罗兰德,黛薇,,,,
1602,,科尔达拉,迪薇,,,,
1603,,杰雷米亚,伊薇,,,,
1604,,菲拉,吉薇,,,,
1605,,萨麦尔,安薇,,,,
1606,,卡拉然,奥薇,,,,
1607,,格雷塔,柏薇,,,,
1608,,阿格图,贝薇,,,,
1609,,哈格鲁姆,蓓薇,,,,
1610,,利尔,克薇,,,,
1611,,克纳兹,科薇,,,,
1612,,巴兹克,卡薇,,,,
1613,,瓦萨里奥,绮薇,,,,
1614,,克罗恩,苏薇,,,,
1615,,茉艾拉,朱薇,,,,
1616,,萨里斯,蔓薇,,,,
1617,,戈沙拉,蜜薇,,,,
1618,,达格兰,露薇,,,,
1619,,卡兰,温薇,,,,
1620,,杜格哈尔,斯薇,,,,
1621,,弗诺斯,洁薇,,,,
1622,,薇薇安,米薇,,,,
1623,,萨特拉克,芭薇,,,,
1624,,艾瑞丹,琳洛,,,,
1625,,威利德,娅洛,,,,
1626,,霍莱伊,爱洛,,,,
1627,,斯巴克,莉洛,,,,
1628,,派提亚,丽洛,,,,
1629,,多诺瓦,玛洛,,,,
1630,,雷里,雅洛,,,,
1631,,塞勒斯,婷洛,,,,
1632,,米布隆,艾洛,,,,
1633,,格拉克,阿洛,,,,
1634,,斯沃特,妮洛,,,,
1635,,霍尔雷,梅洛,,,,
1636,,恩诺哈尔,菲洛,,,,
1637,,雷布里,芬洛,,,,
1638,,尤卡,塔洛,,,,
1639,,纳迪亚,乔洛,,,,
1640,,赫林迪斯,弗洛,,,,
1641,,玛亚拉,西洛,,,,
1642,,嘉莱恩,珍洛,,,,
1643,,班诺克,黛洛,,,,
1644,,拉里斯,迪洛,,,,
1645,,卡尔纳,伊洛,,,,
1646,,托尔瓦,吉洛,,,,
1647,,丁克,安洛,,,,
1648,,图比亚斯,奥洛,,,,
1649,,雷吉纳德,柏洛,,,,
1650,,尤尔巴,贝洛,,,,
1651,,霍克,蓓洛,,,,
1652,,玛瑟迪斯,克洛,,,,
1653,,谢尔比,科洛,,,,
1654,,乌布雷克,卡洛,,,,
1655,,谢尔卡,绮洛,,,,
1656,,斯普拉格,苏洛,,,,
1657,,科尔克,朱洛,,,,
1658,,贝塞尼,蔓洛,,,,
1659,,塞多蒙,蜜洛,,,,
1660,,基利姆,露洛,,,,
1661,,斯蒂文,温洛,,,,
1662,,赫苏瓦,斯洛,,,,
1663,,古博,洁洛,,,,
1664,,温尼斯,米洛,,,,
1665,,索拉卡,芭洛,,,,
1666,,丁奇,克希亚,,,,
1667,,洛特加斯,提丝,,,,
1668,,格鲁姆,丝塔,,,,
1669,,瑟拉格,翠德,,,,
1670,,加隆,曼婷,,,,
1671,,特卢尔,莉雅,,,,
1672,,克古尔,丝古,,,,
1673,,戈鲁尔,文娜,,,,
1674,,沙耶,捷琳,,,,
1675,,欧姆萨,瑞莉,,,,
1676,,奥索巴,翠卡,,,,
1677,,萨努耶,丽特,,,,
1678,,波卡,莉亚,,,,
1679,,莫特加,雅维达,,,,
1680,,雷德,莉特,,,,
1681,,马杜克,妮亚,,,,
1682,,宾尼,提安,,,,
1683,,詹斯,汀娜,,,,
1684,,伊露希亚,费茵,,,,
1685,,詹迪斯,葛莉,,,,
1686,,莱斯,洛兰,,,,
1687,,哈加尔,莉萨,,,,
1688,,哈夫纳,索菲亚,,,,
1689,,托泰克,范伦,,,,
1690,,雷沃,布玛,,,,
1691,,玛雷弗斯,布尔玛,,,,
1692,,卡纳提,迪菲亚,,,,
1693,,拉克塔,科瑞娜,,,,
1694,,穆格雷斯,斯蒂利,,,,
1695,,芬克,莱特芬格,,,,
1696,,杜甘,菲斯特,,,,
1697,,祖布林,约翰斯,,,,
1698,,阿胥拉姆,斯托曼,,,,
1699,,信差考雷,雷米,,,,
1700,,赫拉德,西米格,,,,
1701,,阿纳克,菲尔德,,,,
1702,,科雷克,斯通,,,,
1703,,塔诺恩,波尼斯,,,,
1704,,泰尼尔,梅贝尔,,,,
1705,,伊维,汤米,,,,
1706,,帕米拉,艾尔罗,,,,
1707,,玛莱恩,伊瓦,,,,
1708,,达恩,泰娅,,,,
1709,,维兹罗,安特,,,,
1710,,达维,拉斯,,,,
1711,,图兹维克,密斯特,,,,
1712,,杰希尔,曼托,,,,
1713,,特雷,伊莉莎,,,,
1714,,阿莱克斯,乌尔,,,,
1715,,维尔顿,安妮塔,,,,
1716,,弗兰克林,劳瑞娜,,,,
1717,,玛克斯,洁塞塔,,,,
1718,,莱尼德,达希,,,,
1719,,雷安诺,凯蒂,,,,
1720,,弗拉斯,本尼,,,,
1721,,索恩斯,芬罗斯,,,,
1722,,玛考布,利瑟斯,,,,
1723,,贝蒂,玛里莎,,,,
1724,,耶诺瓦,艾莱妮,,,,
1725,,莫特,朵拉娜,,,,
1726,,基塔,苏伦娜,,,,
1727,,威恩德,芙罗拉,,,,
1728,,哈拉纳,艾瑞柯,,,,
1729,,米洛尔,露忒,,,,
1730,,埃隆努斯,阿米丽亚,,,,
1731,,克拉索克,玛丽卡,,,,
1732,,奥克索斯,拉切尔,,,,
1733,,希兹尔,多兹拉,,,,
1734,,艾瓦,尤恩,,,,
1735,,卢森,伊西梅,,,,
1736,,克罗尼亚,西尼蕾,,,,
1737,,利拉迪斯,玛克,,,,
1738,,纳塔卡,西米,,,,
1739,,瑟尔林,朱莉安,,,,
1740,,玛格努斯,艾丽,,,,
1741,,比布里,伊安,,,,
1742,,特迪斯,雷吉娜,,,,
1743,,瑟雷姆,泰瑞莎,,,,
1744,,米兰达,麦格玛尔,,,,
1745,,加克,哈兰,,,,
1746,,斯米德,吉娜比克,,,,
1747,,巴尔度,艾德温娜,,,,
1748,,奥蕾西娅,格莉丝,,,,
1749,,科尔斯塔,妮萨,,,,
1750,,米克,雅尼,,,,
1751,,纳萨尼尔,卡特拉娜,,,,
1752,,泰迦,斯蒂芬,,,,
1753,,考克,达拉尔,,,,
1754,,里格,兰妮,,,,
1755,,杰希卡,艾德温,,,,
1756,,萨林,莎依拉,,,,
1757,,格劳恩,艾萨拉斯,,,,
1758,,拉亚恩,加米尔,,,,
1759,,乔艾,梅丽德丝,,,,
1760,,柯拉,阿兰奈,,,,
1761,,加雷斯,萨瑞娜,,,,
1762,,贝萨,加奎琳娜,,,,
1763,,罗鲁克,德莉亚,,,,
1764,,瑞兰,特瑞莎,,,,
1765,,布莱斯,阿丝卡,,,,
1766,,麦吉,根妮亚,,,,
1767,,哈鲁,克拉莉斯,,,,
1768,,乌玛鲁,塞瑞娜,,,,
1769,,麦林萨,简娜,,,,
1770,,贝萨尼,阿亚娜,,,,
1771,,莫伦,劳尔娜,,,,
1772,,布瑟恩,坦莎,,,,
1773,,希尔瓦,安娜雅,,,,
1774,,拉比恩,梅丽瑞亚,,,,
1775,,德迪利特,维尔莉妮,,,,
1776,,加鲁德,塞兰妮娅,,,,
1777,,提斯坦,基妮亚,,,,
1778,,霍文,科娜塔,,,,
1779,,克莱拉,安娜斯,,,,
1780,,卡利,塔莎拉,,,,
1781,,瓦克,塔西娅,,,,
1782,,艾瑞克,莉兹白,,,,
1783,,克利斯蒂,卡崔娜,,,,
1784,,金伯利,海伦妮亚,,,,
1785,,玛尔,利莎,,,,
1786,,萨多雷,吉温娜,,,,
1787,,玛卡巴,尼莎,,,,
1788,,格鲁迪格,詹妮亚,,,,
1789,,阿佐尔,莉琳希亚,,,,
1790,,塔姆拉,温雅,,,,
1791,,布里维夫,琼安娜,,,,
1792,,马萨特,莱昂娜,,,,
1793,,鲁恩,耶瑟莉,,,,
1794,,纳萨诺斯,维妮弗,,,,
1795,,米库提奥,艾丽萨,,,,
1796,,梅里萨,冬妮,,,,
1797,,尤里,布琳娜,,,,
1798,,奥雷希尔,莎伊斯,,,,
1799,,沃恩,格拉希娜,,,,
1800,,巴琳达,凯兰娜,,,,
1801,,金姆,辛琳妮亚,,,,
1802,,罗比,艾丹娜,,,,
1803,,黛欧琳,达莉亚,,,,
1804,,罗赖尔,尼莉丝,,,,
1805,,格罗杜姆,莉芙,,,,
1806,,弗林特,迪兰妮亚,,,,
1807,,梅里斯,巴珊娜,,,,
1808,,加斯汀,沙妮,,,,
1809,,瑞什,维妮,,,,
1810,,凯琳,阿拉蒂丝,,,,
1811,,杜恩,梅贝丝,,,,
1812,,迪瑟德拉,安雅,,,,
1813,,维拉,穆赫,,,,
1814,,马斯托克,贝莉亚,,,,
1815,,诺里,希瓦娜斯,,,,
1816,,卡拉恩,杜希雅,,,,
1817,,拉切尔,雅里卡,,,,
1818,,赫尔特,詹妮丝,,,,
1819,,酋长泰恩,贝蒂娜,,,,
1820,,杜瑞尔,希尔瓦娜,,,,
1821,,麦雷姆,拉琳娜,,,,
1822,,埃尔托格,娜拉,,,,
1823,,洛古斯,伊琳娜,,,,
1824,,纳特,莉琳,,,,
1825,,格里高利,卡雅,,,,
1826,,贾斯,伊琳尼雅,,,,
1827,,莱纳德,塞娜尼,,,,
1828,,维尔格,布莱恩,,,,
1829,,罗克图斯,雅玛,,,,
1830,,吉盖特,梅恩,,,,
1831,,乌米,莉赖尔,,,,
1832,,塔萨迪斯,米斯蒂娜,,,,
1833,,葛兰达,纳塔莉亚,,,,
1834,,耶克里,茱莉亚,,,,
1835,,莱耶,奥莉尔,,,,
1836,,莫高特,麦琳妮,,,,
1837,,东尼,卡翠娜,,,,
1838,,凯玛德,珍妮拉,,,,
1839,,本尼,亚丝敏,,,,
1840,,纳斯塔姆,法莉尔,,,,
1841,,加克鲁,拉瑞莎,,,,
1842,,乌尔维特,海若妮,,,,
1843,,希尔萨,凯玲,,,,
1844,,诺雷格,莎瑞妮,,,,
1845,,亚斯拉,莎纱,,,,
1846,,巴莱,赛伊妮,,,,
1847,,提卡,莱瑞莉雅,,,,
1848,,杜尔根,伊欧莎,,,,
1849,,塔雷,米拉雅,,,,
1850,,沃加,洁妮娜,,,,
1851,,伊兹,阿蜜利雅,,,,
1852,,纳亚克,娜塔夏,,,,
1853,,拉瓦克,安崔莎,,,,
1854,,格拉维斯,莎丽,,,,
1855,,塔尔玛,凯娜,,,,
1856,,诺特,丽斯瑞司,,,,
1857,,奥辛尔,路露娜,,,,
1858,,高多克,米伊库,,,,
1859,,格雷,艾米思,,,,
1860,,尼恩,莉利,,,,
1861,,莱维,露尔莎,,,,
1862,,洛索斯,麦莉莎,,,,
1863,,哈尔伯,瑟萝莉雅,,,,
1864,,莫苏尔,丽莎艾欧,,,,
1865,,戈瑟奇,希瑞莎,,,,
1866,,希奥斯,罗安娜,,,,
1867,,艾米苏,罗莉亚,,,,
1868,,艾瑞斯,莎岚尼,,,,
1869,,军士霍斯,微兰德丝,,,,
1870,,汉瑟尔,艾瑞塞尔,,,,
1871,,索尔宾,拉瑞安娜,,,,
1872,,克拉维斯,凯崔娜,,,,
1873,,巴巴罗,安娜莉斯,,,,
1874,,莱顿,艾妮亚,,,,
1875,,莱什纳,珊娜,,,,
1876,,莱斯顿,安萨妮娅,,,,
1877,,奥索,玛尔利斯,,,,
1878,,札普,伊罗娜,,,,
1879,,霍尔迪,泰莉赖,,,,
1880,,沙塔尔,妮雅,,,,
1881,,吉瓦斯,赛狄娜,,,,
1882,,亚布,卡莉达,,,,
1883,,梅尔南,菲雅兰,,,,
1884,,克鲁本,丝壮,,,,
1885,,史丹普,莱莉娜,,,,
1886,,萨杜斯,路娜,,,,
1887,,卡尔特拉,哈妮威尔,,,,
1888,,米维纳,莉雅淳,,,,
1889,,迪洛德,蓝姆,,,,
1890,,加普,娅,,,,
1891,,赫克,爱,,,,
1892,,迪兹,莉,,,,
1893,,瓦格纳,丽,,,,
1894,,亚尼,玛,,,,
1895,,林格,雅,,,,
1896,,塔戈特,婷,,,,
1897,,克斯可,艾,,,,
1898,,卢瑟弗,阿,,,,
1899,,鲁特加尔,妮,,,,
1900,,法兰克尔,菲,,,,
1901,,库尔,芬,,,,
1902,,维斯,塔,,,,
1903,,安亚,弗,,,,
1904,,比提克斯,西,,,,
1905,,诺格,黛,,,,
1906,,霍姆,迪,,,,
1907,,兰深,伊,,,,
1908,,夏拉,吉,,,,
1909,,瑞里斯,奥,,,,
1910,,洁恩瑟斯,柏,,,,
1911,,法拉登,贝,,,,
1912,,安迪尔,蓓,,,,
1913,,玛克希玛,克,,,,
1914,,鲍尔,科,,,,
1915,,拉切雷,卡,,,,
1916,,玛法里恩,绮,,,,
1917,,玛尼欧,朱,,,,
1918,,艾尔顿,蔓,,,,
1919,,维岚,蜜,,,,
1920,,卡伯,露,,,,
1921,,玛希拉,温,,,,
1922,,费斯可,斯,,,,
1923,,克鲁格,洁,,,,
1924,,梅洛克,米,,,,
1925,,莱欧伦,芭,,,,
1926,,杰,塔雅,,,,
1927,,军官森德,弗蕾,,,,
1928,,瓦拉达尔,凯瑟,,,,
1929,,莱诺尔,伊丽,,,,
1930,,李奥瑞克,丝,,,,
1931,,贾克林,娜,,,,
1932,,欧洛克,拉,,,,
1933,,托眉克,嘉,,,,
1934,,莫克斯,可,,,,
1935,,安希恩,芙,,,,
1936,,亚希达,莎,,,,
1937,,法琳,兰,,,,
1938,,麦格玛,尔,,,,
1939,,丘比特,雪,,,,
1940,,德尔克,蒂,,,,
1941,,艾里斯坦,琪,,,,
1942,,伊尼哥,姬,,,,
1943,,艾利格,薇,,,,
1944,,安琪拉,洛,,,,
1945,,林布拉特,亚历克西,,,,
1946,,赛诗伦,爱丽丝娅,,,,
1947,,拉提斯,阿纳西娅,,,,
1948,,比赫摩森,阿什利,,,,
1949,,汤玛士,艾希礼,,,,
1950,,塔希斯,阿特丽斯,,,,
1951,,阿尔丁,科瑞斯特,,,,
1952,,海利斯,弗德里卡,,,,
1953,,埃雷达尔,希拉蕊,,,,
1954,,嘎尔姆,希拉莉,,,,
1955,,卡隆,劳伦,,,,
1956,,马可仕,梅布尔,,,,
1957,,马提克,玛里琳,,,,
1958,,警备,玛丽琳,,,,
1959,,佛洛德,摩尔根,,,,
1960,,海法斯,奥塔维亚,,,,
1961,,泰朗,萨瓦纳,,,,
1962,,伏尔南,斯佳丽,,,,
1963,,洛琳,雅坦尼娅,,,,
1964,,欧玛利,东妮亚,,,,
1965,,艾咪希,,,,,
1966,,沙弥亚,,,,,
1967,,虚空男爵,,,,,
1968,,塞伊亚,,,,,
1969,,弗蓝尼斯,,,,,
1970,,奈米斯,,,,,
1971,,玛维,,,,,
1972,,迪希,,,,,
1973,,欧朗诺克,,,,,
1974,,赛恩尼,,,,,
1975,,萨尔登,,,,,
1976,,考林,,,,,
1977,,瑞米,,,,,
1978,,费拉,,,,,
1979,,宝欧,,,,,
1980,,帕卡特,,,,,
1981,,巴利莫克,,,,,
1982,,罗根,,,,,
1983,,伊利,,,,,
1984,,萨勒,,,,,
1985,,玛利,,,,,
1986,,欧莱恩,,,,,
1987,,戴林,,,,,
1988,,欧尔汀,,,,,
1989,,瑟利,,,,,
1990,,克利恩,,,,,
1991,,史哥利德,,,,,
1992,,卡巴拉姆,,,,,
1993,,崔克,,,,,
1994,,达茍,,,,,
1995,,卓普,,,,,
1996,,克瑞克,,,,,
1997,,葛罗空,,,,,
1998,,奎尔德尼,,,,,
1999,,杜欧,,,,,
2000,,阿斯塔乐,,,,,
2001,,米克吉勒,,,,,
2002,,桑古瑞斯,,,,,
2003,,伊斯欧,,,,,
2004,,葛尔,,,,,
2005,,洁希拉,,,,,
2006,,米希克,,,,,
2007,,弗尔托克,,,,,
2008,,葛罗姆,,,,,
2009,,莫克萨尔,,,,,
2010,,洛萨克,,,,,
2011,,波西,,,,,
2012,,毕姆比尔,,,,,
2013,,艾伊曼,,,,,
2014,,克里斯丁,,,,,
2015,,库德兰,,,,,
2016,,洛克嘎,,,,,
2017,,葛诺斯,,,,,
2018,,布朗尼恩,,,,,
2019,,甘克利,,,,,
2020,,葛利姆,,,,,
2021,,吐查克,,,,,
2022,,波尔,,,,,
2023,,布朗恩,,,,,
2024,,斯卓霖普,,,,,
2025,,米欧浩斯,,,,,
2026,,休利,,,,,
2027,,希法拉德,,,,,
2028,,戴斯瑞司,,,,,
2029,,葛恩,,,,,
2030,,葛瑞诺克,,,,,
2031,,瓦伦,,,,,
2032,,泰瑞克,,,,,
2033,,鲁艾克,,,,,
2034,,苏乌拉,,,,,
2035,,攸怒克,,,,,
2036,,法拉格,,,,,
2037,,克利,,,,,
2038,,乌萨,,,,,
2039,,费希姆,,,,,
2040,,达玛,,,,,
2041,,扎米,,,,,
2042,,克罗斯,,,,,
2043,,古路莫,,,,,
2044,,米尔,,,,,
2045,,法勒斯,,,,,
2046,,塞萨,,,,,
2047,,法兰斯,,,,,
2048,,艾德华,,,,,
2049,,司凯堤斯,,,,,
2050,,阿斯兰,,,,,
2051,,厄尼,,,,,
2052,,克洛,,,,,
2053,,强纳森,,,,,
2054,,小吉米,,,,,
2055,,雷诺,,,,,
2056,,葛兰尼,,,,,
2057,,优立欧,,,,,
2058,,安姆旭沙,,,,,
2059,,奎拉玛,,,,,
2060,,乌鲁密尔,,,,,
2061,,玛亥尔,,,,,
2062,,毕鲁丹,,,,,
2063,,赫隆,,,,,
2064,,战王,,,,,
2065,,艾柏特,,,,,
2066,,达尔克,,,,,
2067,,伊莱克,,,,,
2068,,塔伏尔,,,,,
2069,,塔加,,,,,
2070,,克罗波,,,,,
2071,,裘汗,,,,,
2072,,欧洛丹,,,,,
2073,,麦欧瑞德,,,,,
2074,,法毕恩,,,,,
2075,,阿达曼,,,,,
2076,,卡特斯,,,,,
2077,,维格斯,,,,,
2078,,艾朗,,,,,
2079,,马岱姆,,,,,
2080,,维斯顿,,,,,
2081,,乔诺,,,,,
2082,,奥伏拉,,,,,
2083,,乔洛德,,,,,
2084,,戴夫恩,,,,,
2085,,毕皮,,,,,
2086,,米格莱克,,,,,
2087,,祖班,,,,,
2088,,巴尔林,,,,,
2089,,欧克,,,,,
2090,,泰伊拉,,,,,
2091,,艾蒂尔,,,,,
2092,,凯尔姆,,,,,
2093,,麦克斯,,,,,
2094,,赛刚恩,,,,,
2095,,贝卡,,,,,
2096,,瑞克斯,,,,,
2097,,古鲁波,,,,,
2098,,朵洛希,,,,,
2099,,洛夫,,,,,
2100,,克拉杜,,,,,
2101,,祖拉,,,,,
2102,,毕普,,,,,
2103,,麦斯,,,,,
2104,,希莫斯,,,,,
2105,,卡利迪斯,,,,,
2106,,拉瑞欧,,,,,
2107,,达卡,,,,,
2108,,珍奈,,,,,
2109,,飞恩,,,,,
2110,,赛恩伯瑞,,,,,
2111,,洛希尔,,,,,
2112,,蒙托克,,,,,
2113,,海尔卡,,,,,
2114,,瑞叩,,,,,
2115,,戴利斯,,,,,
2116,,欧力克,,,,,
2117,,莱姆拉,,,,,
2118,,欧洛恩,,,,,
2119,,西希,,,,,
2120,,维尔达,,,,,
2121,,玛沙尔,,,,,
2122,,嘎多克,,,,,
2123,,布鲁贝克,,,,,
2124,,巴斯欧,,,,,
2125,,劳狄尼,,,,,
2126,,杰夫利,,,,,
2127,,索瑞姆,,,,,
2128,,阿罗迪斯,,,,,
2129,,矛克,,,,,
2130,,崔西,,,,,
2131,,克斯顿,,,,,
2132,,阿鲁尼,,,,,
2133,,萨尔斯,,,,,
2134,,艾力,,,,,
2135,,根拓恩,,,,,
2136,,战锤酋长,,,,,
2137,,乔林,,,,,
2138,,费德莱恩,,,,,
2139,,哈尔欧德,,,,,
2140,,莱司恩,,,,,
2141,,克莱伦,,,,,
2142,,纳吉斯,,,,,
2143,,瑟赛,,,,,
2144,,巴蓝达,,,,,
2145,,卡喀斯,,,,,
2146,,达勒利斯,,,,,
2147,,慕皮斯,,,,,
2148,,朗姆森,,,,,
2149,,麦伦,,,,,
2150,,葛明尼,,,,,
2151,,克菲斯,,,,,
2152,,阿玛多,,,,,
2153,,葛坎,,,,,
2154,,达克汗,,,,,
2155,,摩葛,,,,,
2156,,郝度隆,,,,,
2157,,那斯马拉,,,,,
2158,,安德利恩,,,,,
2159,,盖吉,,,,,
2160,,雷根,,,,,
2161,,德鲁曼,,,,,
2162,,西尼亚,,,,,
2163,,洁希卡,,,,,
2164,,杰若尼斯,,,,,
2165,,海斯维利,,,,,
2166,,彼尔德,,,,,
2167,,罗尼卡,,,,,
2168,,泰瑞斯,,,,,
2169,,波德,,,,,
2170,,杜夫,,,,,
2171,,卡拉崔斯,,,,,
2172,,洛索玛,,,,,
2173,,希德,,,,,
2174,,薇艾拉,,,,,
2175,,乌瑟,,,,,
2176,,露西欧,,,,,
2177,,克鲁恩,,,,,
2178,,威德,,,,,
2179,,利姆,,,,,
2180,,阿瑞克,,,,,
2181,,赫纳克,,,,,
2182,,派瑞,,,,,
2183,,艾瑞欧,,,,,
2184,,诺克欧,,,,,
2185,,锡恩,,,,,
2186,,蓝登,,,,,
2187,,史迈尔斯,,,,,
2188,,科洛特,,,,,
2189,,蓝迪,,,,,
2190,,芬斯塔德,,,,,
2191,,艾佛特,,,,,
2192,,潮王,,,,,
2193,,玛根,,,,,
2194,,斯纳克,,,,,
2195,,奥迪斯,,,,,
2196,,斯诺,,,,,
2197,,图拉,,,,,
2198,,汉默,,,,,
2199,,蕾尔,,,,,
2200,,莫沙,,,,,
2201,,塞尔瓦,,,,,
2202,,玛尔塔,,,,,
2203,,布罗恩,,,,,
2204,,乌纳,,,,,
2205,,杉达尔,,,,,
2206,,瑞普,,,,,
2207,,卡蜜欧,,,,,
2208,,雷加尔,,,,,
2209,,霍瓦克,,,,,
2210,,德拉卡,,,,,
2211,,纳克斯,,,,,
2212,,尼根,,,,,
2213,,瑟尼德,,,,,
2214,,加林纳,,,,,
2215,,加姆,,,,,
2216,,辛格,,,,,
2217,,伊瑟里安,,,,,
2218,,沃弗恩,,,,,
2219,,拉尔森,,,,,
2220,,布伦罗,,,,,
2221,,卢米尔,,,,,
2222,,库仑,,,,,
2223,,哈弗甘,,,,,
2224,,吉尔罗,,,,,
2225,,考迪尔,,,,,
2226,,格瑞菲斯,,,,,
2227,,斯坦恩,,,,,
2228,,斯图恩,,,,,
2229,,斯通,,,,,
2230,,菲尔,,,,,
2231,,麦考伊,,,,,
2232,,朗斯顿,,,,,
2233,,考恩,,,,,
2234,,波利罗,,,,,
2235,,阿杜斯,,,,,
2236,,莫莱恩,,,,,
2237,,克拉姆,,,,,
2238,,麦克纳布,,,,,
2239,,安希普,,,,,
2240,,艾尔默,,,,,
2241,,巴格雷,,,,,
2242,,施涅德,,,,,
2243,,斯涅德,,,,,
2244,,克利夫,,,,,
2245,,布克,,,,,
2246,,维沙克,,,,,
2247,,西弗,,,,,
2248,,哈洛伦,,,,,
2249,,拉姆杜恩,,,,,
2250,,奥雷,,,,,
2251,,安巴格瓦,,,,,
2252,,祖赖尔,,,,,
2253,,普隆德,,,,,
2254,,菲斯蒂,,,,,
2255,,特兰斯,,,,,
2256,,斯塔,,,,,
2257,,德斯,,,,,
2258,,蒙佐尔,,,,,
2259,,阿莫尼斯,,,,,
2260,,道恩,,,,,
