id,degree,recommand_force,lvl_limit,practice_num,boss,limit_time,pass_reward,vip_drop,target,drop_list1,drop_list2,drop_list4,ep,times,target_size,target_0,value_0,target_1,value_1,target_2,value_2,end,,,,
40090,0,43500,0,10,,300,40090,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100002,1400100001,1903100001]","[1400100002,1400100001,1903100001]","[1400100002,1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
40091,1,46000,0,10,,300,40091,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400200001,1903100001]","[1400200001,1903100001]","[1400200001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
40092,2,65000,0,10,,300,40092,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400500001,1400500000,1903100001]","[1400500001,1400500000,1903100001]","[1400500001,1400500000,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
40100,0,46500,0,10,,300,40100,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100002,1400100001,1903100001]","[1400100002,1400100001,1903100001]","[1400100002,1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
40101,1,48500,0,10,,300,40101,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400300001,1903100001]","[1400300001,1903100001]","[1400300001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
40102,2,65500,0,10,,300,40102,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400200002,1903100001]","[1400200002,1903100001]","[1400200002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
40110,0,48000,0,10,,300,40110,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100002,1400100001,1903100001]","[1400100002,1400100001,1903100001]","[1400100002,1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
40111,1,50000,0,10,,300,40111,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400200001,1903100001]","[1400200001,1903100001]","[1400200001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
40112,2,67500,0,10,,300,40112,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400300002,1903100001]","[1400300002,1903100001]","[1400300002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
40120,0,52000,0,10,,300,40120,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100002,1400100001,1903100001]","[1400100002,1400100001,1903100001]","[1400100002,1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
40121,1,54000,0,10,,300,40121,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400300001,1903100001]","[1400300001,1903100001]","[1400300001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
40122,2,70000,0,10,,300,40122,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100003,1400100002,1903100001]","[1400100003,1400100002,1903100001]","[1400100003,1400100002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
800010,0,0,0,,狼人头领,300,,,,"[1903100001,1316101001,1316101002,1400300001]","[1903100001,1316101001,1316101002,1400300001]","[1903100001,1316101001,1316101002,1400300001]",,-1,,,,,,,,,,,,
800020,0,0,0,,阿喀琉斯,300,,,,"[1903100001,1316101001,1316101002,1400300001]","[1903100001,1316101001,1316101002,1400300001]","[1903100001,1316101001,1316101002,1400300001]",,-1,,,,,,,,,,,,
800030,0,0,0,,死灵骑士,300,,,,"[1903100001,1316101001,1316101002,1400300001]","[1903100001,1316101001,1316101002,1400300001]","[1903100001,1316101001,1316101002,1400300001]",,-1,,,,,,,,,,,,
800040,0,0,0,,斯琳娜公主,300,,,,"[1903100001,1316101001,1316101002,1400300001]","[1903100001,1316101001,1316101002,1400300001]","[1903100001,1316101001,1316101002,1400300001]",,-1,,,,,,,,,,,,
800050,0,0,0,,废弃巢穴,300,,,,[1305100102],[1305100102],[1305100102],,-1,,,,,,,,,,,,
800110,0,0,0,,阿喀琉斯,300,,,,"[1903100001,1316101001,1316101002,1400300001]","[1903100001,1316101001,1316101002,1400300001]","[1903100001,1316101001,1316101002,1400300001]",,-1,,,,,,,,,,,,
800120,0,0,0,,斯琳娜公主,300,,,,"[1903100001,1316101001,1316101002,1400300001]","[1903100001,1316101001,1316101002,1400300001]","[1903100001,1316101001,1316101002,1400300001]",,-1,,,,,,,,,,,,
800130,0,0,0,,蝎子,300,,,,"[1903100001,1316101001,1316101002,1400300001]","[1903100001,1316101001,1316101002,1400300001]","[1903100001,1316101001,1316101002,1400300001]",,-1,,,,,,,,,,,,
800140,0,0,0,,沙虫,300,,,,"[1903100001,1316101001,1316101002,1400300001]","[1903100001,1316101001,1316101002,1400300001]","[1903100001,1316101001,1316101002,1400300001]",,-1,,,,,,,,,,,,
800150,0,0,0,,废弃巢穴,300,,,,[1305100103],[1305100103],[1305100103],,-1,,,,,,,,,,,,
800210,0,0,0,,蝎子,300,,,,"[1316101001,1316101002,1400300001,1400300002]","[1316101001,1316101002,1400300001,1400300002]","[1316101001,1316101002,1400300001,1400300002]",,-1,,,,,,,,,,,,
800220,0,0,0,,沙虫,300,,,,"[1316101001,1316101002,1400300001,1400300002]","[1316101001,1316101002,1400300001,1400300002]","[1316101001,1316101002,1400300001,1400300002]",,-1,,,,,,,,,,,,
800230,0,0,0,,帕特洛克罗斯,300,,,,"[1316101001,1316101002,1400300001,1400300002]","[1316101001,1316101002,1400300001,1400300002]","[1316101001,1316101002,1400300001,1400300002]",,-1,,,,,,,,,,,,
800240,0,0,0,,镰刀死神,300,,,,"[1316101001,1316101002,1400300001,1400300002]","[1316101001,1316101002,1400300001,1400300002]","[1316101001,1316101002,1400300001,1400300002]",,-1,,,,,,,,,,,,
800250,0,0,0,,废弃巢穴,300,,,,[1305100104],[1305100104],[1305100104],,-1,,,,,,,,,,,,
800310,0,0,0,,帕特洛克罗斯,300,,,,"[1316101001,1316101002,1400300001,1400300002]","[1316101001,1316101002,1400300001,1400300002]","[1316101001,1316101002,1400300001,1400300002]",,-1,,,,,,,,,,,,
800320,0,0,0,,镰刀死神,300,,,,"[1316101001,1316101002,1400300001,1400300002]","[1316101001,1316101002,1400300001,1400300002]","[1316101001,1316101002,1400300001,1400300002]",,-1,,,,,,,,,,,,
800330,0,0,0,,冰魔,300,,,,"[1316101001,1316101002,1400300001,1400300002]","[1316101001,1316101002,1400300001,1400300002]","[1316101001,1316101002,1400300001,1400300002]",,-1,,,,,,,,,,,,
800340,0,0,0,,丧尸傀儡,300,,,,"[1316101001,1316101002,1400300001,1400300002]","[1316101001,1316101002,1400300001,1400300002]","[1316101001,1316101002,1400300001,1400300002]",,-1,,,,,,,,,,,,
800350,0,0,0,,废弃巢穴,300,,,,[1305100105],[1305100105],[1305100105],,-1,,,,,,,,,,,,
800410,0,0,0,,冰魔,300,,,,"[1316101001,1316101002,1400300001,1400300002]","[1316101001,1316101002,1400300001,1400300002]","[1316101001,1316101002,1400300001,1400300002]",,-1,,,,,,,,,,,,
800420,0,0,0,,丧尸傀儡,300,,,,"[1316101001,1316101002,1400300001,1400300002]","[1316101001,1316101002,1400300001,1400300002]","[1316101001,1316101002,1400300001,1400300002]",,-1,,,,,,,,,,,,
800430,0,0,0,,炎魔,300,,,,"[1316101001,1316101002,1400300001,1400300002]","[1316101001,1316101002,1400300001,1400300002]","[1316101001,1316101002,1400300001,1400300002]",,-1,,,,,,,,,,,,
800440,0,0,0,,将军,300,,,,"[1316101001,1316101002,1400300001,1400300002]","[1316101001,1316101002,1400300001,1400300002]","[1316101001,1316101002,1400300001,1400300002]",,-1,,,,,,,,,,,,
800450,0,0,0,,废弃巢穴,300,,,,[1305100105],[1305100105],[1305100105],,-1,,,,,,,,,,,,
800510,0,0,0,,炎魔,300,,,,"[1316101001,1316101002,1400300001,1400300002]","[1316101001,1316101002,1400300001,1400300002]","[1316101001,1316101002,1400300001,1400300002]",,-1,,,,,,,,,,,,
800520,0,0,0,,将军,300,,,,"[1316101001,1316101002,1400300001,1400300002]","[1316101001,1316101002,1400300001,1400300002]","[1316101001,1316101002,1400300001,1400300002]",,-1,,,,,,,,,,,,
800530,0,0,0,,阿伽门农,300,,,,"[1316101001,1316101002,1400300001,1400300002]","[1316101001,1316101002,1400300001,1400300002]","[1316101001,1316101002,1400300001,1400300002]",,-1,,,,,,,,,,,,
800540,0,0,0,,丧尸英雄王,300,,,,"[1316101001,1316101002,1400300001,1400300002]","[1316101001,1316101002,1400300001,1400300002]","[1316101001,1316101002,1400300001,1400300002]",,-1,,,,,,,,,,,,
800550,0,0,0,,废弃巢穴,300,,,,[1305100105],[1305100105],[1305100105],,-1,,,,,,,,,,,,
