id,name,right_hand,left_hand,hole,level,b_type10,b_value10,s_value10,b_num,b_type1,b_value1,s_value1,b_type2,b_value2,s_value2,b_type3,b_value3,s_value3,b_type4,b_value4,s_value4,endrRow
1106200503,25级紫完美魔剑鞋子,,,2,0,1,0,0,2,6,346 ,26.4,8,54 ,3.49,,,,,,,
1106200504,35级紫完美魔剑鞋子,,,2,0,1,0,0,2,6,726 ,26.4,8,81 ,3.49,,,,,,,
1106200505,45级紫完美魔剑鞋子,,,2,0,1,0,0,2,6,1002 ,26.4,8,112 ,3.49,,,,,,,
1106200506,55级紫完美魔剑鞋子,,,2,0,1,0,0,2,6,1247 ,26.4,8,155 ,3.49,,,,,,,
1106200507,35级红完美魔剑鞋子,,,3,0,1,0,0,3,6,762 ,33.76,8,81 ,4.74,10,65 ,4.5,,,,
1106200508,45级红完美魔剑鞋子,,,3,0,1,0,0,3,6,1052 ,33.76,8,112 ,4.74,10,99 ,4.5,,,,
1106200509,55级红完美魔剑鞋子,,,3,0,1,0,0,3,6,1247 ,33.76,8,155 ,4.74,10,128 ,4.5,,,,
1106200510,45级橙完美魔剑鞋子,,,4,0,1,0,0,3,6,1052 ,47.54,8,112 ,6.36,10,99 ,6.1,,,,
1106200511,55级橙完美魔剑鞋子,,,4,0,1,0,0,3,6,1247 ,47.54,8,155 ,6.36,10,128 ,6.1,,,,
1106200512,65级紫完美魔剑鞋子,,,2,0,1,0,0,2,6,2025 ,26.4,8,204 ,3.49,,,,,,,
1106200513,65级红完美魔剑鞋子,,,3,0,1,0,0,3,6,2025 ,33.76,8,204 ,4.74,10,183 ,4.5,,,,
1106200514,65级橙完美魔剑鞋子,,,4,0,1,0,0,3,6,2025 ,47.54,8,204 ,6.36,10,183 ,6.1,,,,
1101400501,15级蓝完美狂战武器,12020,,1,0,1,0,0,2,3,147 ,9.15,5,106 ,8.78,,,,,,,
1101400502,25级蓝完美狂战武器,12030,,1,0,1,0,0,2,3,180 ,9.15,5,198 ,8.78,,,,,,,
1101400503,25级紫完美狂战武器,12030,,2,0,1,0,0,3,3,180 ,13.41,5,198 ,12.87,9,48 ,3.21,,,,
1101400504,35级紫完美狂战武器,12040,,2,0,1,0,0,3,3,373 ,13.41,5,298 ,12.87,9,72 ,3.21,,,,
1101400505,45级紫完美狂战武器,12050,,2,0,1,0,0,3,3,515 ,13.41,5,412 ,12.87,9,100 ,3.21,,,,
1101400506,55级紫完美狂战武器,12060,,2,0,1,0,0,3,3,674 ,13.41,5,573 ,12.87,9,138 ,3.21,,,,
1101400507,35级红完美狂战武器,12040,,3,0,1,0,0,4,3,391 ,18.21,5,298 ,17.48,9,72 ,4.32,7,65 ,4.32 ,
1101400508,45级红完美狂战武器,12050,,3,0,1,0,0,4,3,541 ,18.21,5,412 ,17.48,9,100 ,4.32,7,98 ,4.32 ,
1101400509,55级红完美狂战武器,12060,,3,0,1,0,0,4,3,674 ,18.21,5,573 ,17.48,9,138 ,4.32,7,126 ,4.32 ,
1101400510,45级橙完美狂战武器,12050,,4,0,1,0,0,4,3,541 ,25.65,5,412 ,23.45,9,100 ,5.76,7,98 ,5.76 ,
1101400511,55级橙完美狂战武器,12060,,4,0,1,0,0,4,3,674 ,25.65,5,573 ,23.45,9,138 ,5.76,7,126 ,5.76 ,
1101400512,65级紫完美狂战武器,12070,,2,0,1,0,0,3,3,1036 ,13.41,5,752 ,12.87,9,190 ,3.21,,,,
1101400513,65级红完美狂战武器,12070,,3,0,1,0,0,4,3,1036 ,18.21,5,752 ,17.48,9,190 ,4.32,7,190 ,4.32 ,
1101400514,65级橙完美狂战武器,12070,,4,0,1,0,0,4,3,1036 ,25.65,5,752 ,23.45,9,190 ,5.76,7,190 ,5.76 ,
1102400501,15级蓝完美狂战戒指,,,1,0,1,0,0,1,5,281 ,17.57,,,,,,,,,,
1102400502,25级蓝完美狂战戒指,,,1,0,1,0,0,1,5,346 ,17.57,,,,,,,,,,
1102400503,25级紫完美狂战戒指,,,2,0,1,0,0,2,5,346 ,25.74,7,48 ,3.11,,,,,,,
1102400504,35级紫完美狂战戒指,,,2,0,1,0,0,2,5,716 ,25.74,7,72 ,3.11,,,,,,,
1102400505,45级紫完美狂战戒指,,,2,0,1,0,0,2,5,1015 ,25.74,7,100 ,3.11,,,,,,,
1102400506,55级紫完美狂战戒指,,,2,0,1,0,0,2,5,1309 ,25.74,7,145 ,3.11,,,,,,,
1102400507,35级红完美狂战戒指,,,3,0,1,0,0,3,5,752 ,34.96,7,72 ,4.22,9,68 ,4.32,,,,
1102400508,45级红完美狂战戒指,,,3,0,1,0,0,3,5,1066 ,34.96,7,100 ,4.22,9,100 ,4.32,,,,
1102400509,55级红完美狂战戒指,,,3,0,1,0,0,3,5,1309 ,34.96,7,145 ,4.22,9,126 ,4.32,,,,
1102400510,45级橙完美狂战戒指,,,4,0,1,0,0,3,5,1066 ,49.25,7,100 ,5.66,9,100 ,5.76,,,,
1102400511,55级橙完美狂战戒指,,,4,0,1,0,0,3,5,1309 ,49.25,7,145 ,5.66,9,126 ,5.76,,,,
1102400512,65级紫完美狂战戒指,,,2,0,1,0,0,2,5,2000 ,25.74,7,180 ,3.11,,,,,,,
1102400513,65级红完美狂战戒指,,,3,0,1,0,0,3,5,2000 ,34.96,7,180 ,4.22,9,180 ,4.32,,,,
1102400514,65级橙完美狂战戒指,,,4,0,1,0,0,3,5,2000 ,49.25,7,180 ,5.66,9,180 ,5.76,,,,
1103400501,15级蓝完美狂战项链,,,1,0,1,0,0,1,3,293 ,18.3,,,,,,,,,,
1103400502,25级蓝完美狂战项链,,,1,0,1,0,0,1,3,359 ,18.3,,,,,,,,,,
1103400503,25级紫完美狂战项链,,,2,0,1,0,0,2,3,359 ,26.71,7,48 ,3.11,,,,,,,
1103400504,35级紫完美狂战项链,,,2,0,1,0,0,2,3,745 ,26.71,7,72 ,3.11,,,,,,,
1103400505,45级紫完美狂战项链,,,2,0,1,0,0,2,3,1031 ,26.71,7,100 ,3.11,,,,,,,
1103400506,55级紫完美狂战项链,,,2,0,1,0,0,2,3,1361 ,26.71,7,148 ,3.11,,,,,,,
1103400507,35级红完美狂战项链,,,3,0,1,0,0,3,3,782 ,36.41,7,72 ,4.22,9,68 ,4.32,,,,
1103400508,45级红完美狂战项链,,,3,0,1,0,0,3,3,1082 ,36.41,7,100 ,4.22,9,100 ,4.32,,,,
1103400509,55级红完美狂战项链,,,3,0,1,0,0,3,3,1361 ,36.41,7,148 ,4.22,9,126 ,4.32,,,,
1103400510,45级橙完美狂战项链,,,4,0,1,0,0,3,3,1082 ,51.29,7,100 ,5.66,9,100 ,5.76,,,,
1103400511,55级橙完美狂战项链,,,4,0,1,0,0,3,3,1361 ,51.29,7,148 ,5.66,9,126 ,5.76,,,,
1103400512,65级紫完美狂战项链,,,2,0,1,0,0,2,3,2085 ,26.71,7,180 ,3.11,,,,,,,
1103400513,65级红完美狂战项链,,,3,0,1,0,0,3,3,2085 ,36.41,7,180 ,4.22,9,190 ,4.32,,,,
1103400514,65级橙完美狂战项链,,,4,0,1,0,0,3,3,2085 ,51.29,7,180 ,5.66,9,190 ,5.76,,,,
1104400501,15级蓝完美狂战头盔,,,1,0,1,0,0,1,4,288 ,17.93,,,,,,,,,,
1104400502,25级蓝完美狂战头盔,,,1,0,1,0,0,1,4,353 ,17.93,,,,,,,,,,
1104400503,25级紫完美狂战头盔,,,2,0,1,0,0,2,4,353 ,26,8,54 ,3.49,,,,,,,
1104400504,35级紫完美狂战头盔,,,2,0,1,0,0,2,4,730 ,26,8,81 ,3.49,,,,,,,
1104400505,45级紫完美狂战头盔,,,2,0,1,0,0,2,4,1012 ,26,8,112 ,3.49,,,,,,,
1104400506,55级紫完美狂战头盔,,,2,0,1,0,0,2,4,1318 ,26,8,155 ,3.49,,,,,,,
1104400507,35级红完美狂战头盔,,,3,0,1,0,0,3,4,767 ,35.68,8,81 ,4.74,10,57 ,3.7,,,,
1104400508,45级红完美狂战头盔,,,3,0,1,0,0,3,4,1063 ,35.68,8,112 ,4.74,10,86 ,3.7,,,,
1104400509,55级红完美狂战头盔,,,3,0,1,0,0,3,4,1318 ,35.68,8,155 ,4.74,10,111 ,3.7,,,,
1104400510,45级橙完美狂战头盔,,,4,0,1,0,0,3,4,1063 ,51.56,8,112 ,6.36,10,86 ,4.99,,,,
1104400511,55级橙完美狂战头盔,,,4,0,1,0,0,3,4,1318 ,51.56,8,155 ,6.36,10,111 ,4.99,,,,
1104400512,65级紫完美狂战头盔,,,2,0,1,0,0,2,4,2067 ,26,8,205 ,3.49,,,,,,,
1104400513,65级红完美狂战头盔,,,3,0,1,0,0,3,4,2067 ,35.68,8,205 ,4.74,10,159 ,3.7,,,,
1104400514,65级橙完美狂战头盔,,,4,0,1,0,0,3,4,2067 ,51.56,8,205 ,6.36,10,159 ,4.99,,,,
1105400501,15级蓝完美狂战衣服,,,1,0,1,0,0,2,4,144 ,8.97,6,108 ,8.97,,,,,,,
1105400502,25级蓝完美狂战衣服,,,1,0,1,0,0,2,4,185 ,8.97,6,202 ,8.97,,,,,,,
1105400503,25级紫完美狂战衣服,,,2,0,1,0,0,3,4,185 ,13.6,6,202 ,13.14,10,42 ,2.79,,,,
1105400504,35级紫完美狂战衣服,,,2,0,1,0,0,3,4,390 ,13.6,6,305 ,13.14,10,62 ,2.79,,,,
1105400505,45级紫完美狂战衣服,,,2,0,1,0,0,3,4,536 ,13.6,6,421 ,13.14,10,86 ,2.79,,,,
1105400506,55级紫完美狂战衣服,,,2,0,1,0,0,3,4,697 ,13.6,6,585 ,13.14,10,119 ,2.79,,,,
1105400507,35级红完美狂战衣服,,,3,0,1,0,0,4,4,410 ,17.84,6,305 ,17.84,10,62 ,3.75,8,74 ,4.83 ,
1105400508,45级红完美狂战衣服,,,3,0,1,0,0,4,4,563 ,17.84,6,421 ,17.84,10,86 ,3.75,8,109 ,4.83 ,
1105400509,55级红完美狂战衣服,,,3,0,1,0,0,4,4,697 ,17.84,6,585 ,17.84,10,119 ,3.75,8,140 ,4.83 ,
1105400510,45级橙完美狂战衣服,,,4,0,1,0,0,4,4,563 ,25.31,6,421 ,23.94,10,86 ,5,8,109 ,6.45 ,
1105400511,55级橙完美狂战衣服,,,4,0,1,0,0,4,4,697 ,25.31,6,585 ,23.94,10,119 ,5,8,140 ,6.45 ,
1105400512,65级紫完美狂战衣服,,,2,0,1,0,0,3,4,1082 ,13.6,6,768 ,13.14,10,155 ,2.79,,,,
1105400513,65级红完美狂战衣服,,,3,0,1,0,0,4,4,1082 ,17.84,6,768 ,17.84,10,155 ,3.75,8,201 ,4.83 ,
1105400514,65级橙完美狂战衣服,,,4,0,1,0,0,4,4,1082 ,25.31,6,768 ,23.94,10,155 ,5,8,201 ,6.45 ,
1106400501,15级蓝完美狂战鞋子,,,1,0,1,0,0,1,6,288 ,17.94,6,,,,,,,,,
1106400502,25级蓝完美狂战鞋子,,,1,0,1,0,0,1,6,353 ,17.94,6,,,,,,,,,
1106400503,25级紫完美狂战鞋子,,,2,0,1,0,0,2,6,353 ,26.4,8,54 ,3.49,,,,,,,
1106400504,35级紫完美狂战鞋子,,,2,0,1,0,0,2,6,736 ,26.4,8,81 ,3.49,,,,,,,
1106400505,45级紫完美狂战鞋子,,,2,0,1,0,0,2,6,1018 ,26.4,8,112 ,3.49,,,,,,,
1106400506,55级紫完美狂战鞋子,,,2,0,1,0,0,2,6,1318 ,26.4,8,155 ,3.49,,,,,,,
1106400507,35级红完美狂战鞋子,,,3,0,1,0,0,3,6,773 ,35.67,8,81 ,4.74,10,57 ,3.7,,,,
1106400508,45级红完美狂战鞋子,,,3,0,1,0,0,3,6,1069 ,35.67,8,112 ,4.74,10,83 ,3.7,,,,
1106400509,55级红完美狂战鞋子,,,3,0,1,0,0,3,6,1318 ,35.67,8,155 ,4.74,10,111 ,3.7,,,,
1106400510,45级橙完美狂战鞋子,,,4,0,1,0,0,3,6,1069 ,50.26,8,112 ,6.36,10,83 ,4.99,,,,
1106400511,55级橙完美狂战鞋子,,,4,0,1,0,0,3,6,1318 ,50.26,8,155 ,6.36,10,111 ,4.99,,,,
1106400512,65级紫完美狂战鞋子,,,2,0,1,0,0,2,6,2045 ,26.4,8,205 ,3.49,,,,,,,
1106400513,65级红完美狂战鞋子,,,3,0,1,0,0,3,6,2045 ,35.67,8,205 ,4.74,10,159 ,3.7,,,,
1106400514,65级橙完美狂战鞋子,,,4,0,1,0,0,3,6,2045 ,50.26,8,205 ,6.36,10,159 ,4.99,,,,
1121000001,0级副官法宝1,,,0,0,1,0,0,3,3,151 ,51.79 ,7,13 ,10.36 ,9,13 ,10.36 ,,,,
1121000002,10级副官法宝1,,,0,0,1,0,0,3,3,256 ,51.79 ,7,24 ,10.36 ,9,24 ,10.36 ,,,,
1121000003,20级副官法宝1,,,0,0,1,0,0,3,3,435 ,51.79 ,7,44 ,10.36 ,9,44 ,10.36 ,,,,
1121000004,30级副官法宝1,,,0,0,1,0,0,3,3,740 ,51.79 ,7,74 ,10.36 ,9,74 ,10.36 ,,,,
1121000005,40级副官法宝1,,,0,0,1,0,0,3,3,1183 ,51.79 ,7,118 ,10.36 ,9,118 ,10.36 ,,,,
1121000006,50级副官法宝1,,,0,0,1,0,0,3,3,1775 ,51.79 ,7,178 ,10.36 ,9,178 ,10.36 ,,,,
1121000007,60级副官法宝1,,,0,0,1,0,0,3,3,2485 ,51.79 ,7,249 ,10.36 ,9,249 ,10.36 ,,,,
1121000008,70级副官法宝1,,,0,0,1,0,0,3,3,3231 ,51.79 ,7,323 ,10.36 ,9,323 ,10.36 ,,,,
1122000001,0级副官法宝2,,,0,0,1,0,0,3,5,151 ,51.79 ,7,13 ,10.36 ,9,13 ,10.36 ,,,,
1122000002,10级副官法宝2,,,0,0,1,0,0,3,5,256 ,51.79 ,7,24 ,10.36 ,9,24 ,10.36 ,,,,
1122000003,20级副官法宝2,,,0,0,1,0,0,3,5,435 ,51.79 ,7,44 ,10.36 ,9,44 ,10.36 ,,,,
1122000004,30级副官法宝2,,,0,0,1,0,0,3,5,740 ,51.79 ,7,74 ,10.36 ,9,74 ,10.36 ,,,,
1122000005,40级副官法宝2,,,0,0,1,0,0,3,5,1183 ,51.79 ,7,118 ,10.36 ,9,118 ,10.36 ,,,,
1122000006,50级副官法宝2,,,0,0,1,0,0,3,5,1775 ,51.79 ,7,178 ,10.36 ,9,178 ,10.36 ,,,,
1122000007,60级副官法宝2,,,0,0,1,0,0,3,5,2485 ,51.79 ,7,249 ,10.36 ,9,249 ,10.36 ,,,,
1122000008,70级副官法宝2,,,0,0,1,0,0,3,5,3231 ,51.79 ,7,323 ,10.36 ,9,323 ,10.36 ,,,,
1123000001,0级副官法宝3,,,0,0,1,0,0,3,4,151 ,51.79 ,8,13 ,10.36 ,10,13 ,10.36 ,,,,
1123000002,10级副官法宝3,,,0,0,1,0,0,3,4,256 ,51.79 ,8,24 ,10.36 ,10,24 ,10.36 ,,,,
1123000003,20级副官法宝3,,,0,0,1,0,0,3,4,435 ,51.79 ,8,44 ,10.36 ,10,44 ,10.36 ,,,,
1123000004,30级副官法宝3,,,0,0,1,0,0,3,4,740 ,51.79 ,8,74 ,10.36 ,10,74 ,10.36 ,,,,
1123000005,40级副官法宝3,,,0,0,1,0,0,3,4,1183 ,51.79 ,8,118 ,10.36 ,10,118 ,10.36 ,,,,
1123000006,50级副官法宝3,,,0,0,1,0,0,3,4,1775 ,51.79 ,8,178 ,10.36 ,10,178 ,10.36 ,,,,
1123000007,60级副官法宝3,,,0,0,1,0,0,3,4,2485 ,51.79 ,8,249 ,10.36 ,10,249 ,10.36 ,,,,
1123000008,70级副官法宝3,,,0,0,1,0,0,3,4,3231 ,51.79 ,8,323 ,10.36 ,10,323 ,10.36 ,,,,
1124000001,0级副官法宝4,,,0,0,1,0,0,3,6,151 ,51.79 ,8,13 ,10.36 ,10,13 ,10.36 ,,,,
1124000002,10级副官法宝4,,,0,0,1,0,0,3,6,256 ,51.79 ,8,24 ,10.36 ,10,24 ,10.36 ,,,,
1124000003,20级副官法宝4,,,0,0,1,0,0,3,6,435 ,51.79 ,8,44 ,10.36 ,10,44 ,10.36 ,,,,
1124000004,30级副官法宝4,,,0,0,1,0,0,3,6,740 ,51.79 ,8,74 ,10.36 ,10,74 ,10.36 ,,,,
1124000005,40级副官法宝4,,,0,0,1,0,0,3,6,1183 ,51.79 ,8,118 ,10.36 ,10,118 ,10.36 ,,,,
1124000006,50级副官法宝4,,,0,0,1,0,0,3,6,1775 ,51.79 ,8,178 ,10.36 ,10,178 ,10.36 ,,,,
1124000007,60级副官法宝4,,,0,0,1,0,0,3,6,2485 ,51.79 ,8,249 ,10.36 ,10,249 ,10.36 ,,,,
1124000008,70级副官法宝4,,,0,0,1,0,0,3,6,3231 ,51.79 ,8,323 ,10.36 ,10,323 ,10.36 ,,,,
1210200001,1级法力宝石,,,0,0,0,0,0,1,2,20 ,0,,,,,,,,,,
1210200002,2级法力宝石,,,0,0,0,0,0,1,2,36 ,0,,,,,,,,,,
1210200003,3级法力宝石,,,0,0,0,0,0,1,2,64 ,0,,,,,,,,,,
1210200004,4级法力宝石,,,0,0,0,0,0,1,2,100 ,0,,,,,,,,,,
1210200005,5级法力宝石,,,0,0,0,0,0,1,2,144 ,0,,,,,,,,,,
1210200006,6级法力宝石,,,0,0,0,0,0,1,2,200 ,0,,,,,,,,,,
1210300001,1级普攻宝石,,,0,0,0,0,0,1,3,30 ,0,,,,,,,,,,
1210300002,2级普攻宝石,,,0,0,0,0,0,1,3,54 ,0,,,,,,,,,,
1210300003,3级普攻宝石,,,0,0,0,0,0,1,3,96 ,0,,,,,,,,,,
1210300004,4级普攻宝石,,,0,0,0,0,0,1,3,150 ,0,,,,,,,,,,
1210300005,5级普攻宝石,,,0,0,0,0,0,1,3,216 ,0,,,,,,,,,,
1210300006,6级普攻宝石,,,0,0,0,0,0,1,3,300 ,0,,,,,,,,,,
1210500001,1级技攻宝石,,,0,0,0,0,0,1,5,30 ,0,,,,,,,,,,
1210500002,2级技攻宝石,,,0,0,0,0,0,1,5,54 ,0,,,,,,,,,,
1210500003,3级技攻宝石,,,0,0,0,0,0,1,5,96 ,0,,,,,,,,,,
1210500004,4级技攻宝石,,,0,0,0,0,0,1,5,150 ,0,,,,,,,,,,
1210500005,5级技攻宝石,,,0,0,0,0,0,1,5,216 ,0,,,,,,,,,,
1210500006,6级技攻宝石,,,0,0,0,0,0,1,5,300 ,0,,,,,,,,,,
1210700001,1级暴击宝石,,,0,0,0,0,0,1,7,20 ,0,,,,,,,,,,
1210700002,2级暴击宝石,,,0,0,0,0,0,1,7,36 ,0,,,,,,,,,,
1210700003,3级暴击宝石,,,0,0,0,0,0,1,7,64 ,0,,,,,,,,,,
1210700004,4级暴击宝石,,,0,0,0,0,0,1,7,100 ,0,,,,,,,,,,
1210700005,5级暴击宝石,,,0,0,0,0,0,1,7,144 ,0,,,,,,,,,,
1210700006,6级暴击宝石,,,0,0,0,0,0,1,7,200 ,0,,,,,,,,,,
1210900001,1级破甲宝石,,,0,0,0,0,0,1,9,20 ,0,,,,,,,,,,
1210900002,2级破甲宝石,,,0,0,0,0,0,1,9,36 ,0,,,,,,,,,,
1210900003,3级破甲宝石,,,0,0,0,0,0,1,9,64 ,0,,,,,,,,,,
1210900004,4级破甲宝石,,,0,0,0,0,0,1,9,100 ,0,,,,,,,,,,
1210900005,5级破甲宝石,,,0,0,0,0,0,1,9,144 ,0,,,,,,,,,,
1210900006,6级破甲宝石,,,0,0,0,0,0,1,9,200 ,0,,,,,,,,,,
1220100001,1级血量宝石,,,0,0,0,0,0,1,1,150 ,0,,,,,,,,,,
1220100002,2级血量宝石,,,0,0,0,0,0,1,1,270 ,0,,,,,,,,,,
1220100003,3级血量宝石,,,0,0,0,0,0,1,1,480 ,0,,,,,,,,,,
1220100004,4级血量宝石,,,0,0,0,0,0,1,1,750 ,0,,,,,,,,,,
1220100005,5级血量宝石,,,0,0,0,0,0,1,1,1080 ,0,,,,,,,,,,
1220100006,6级血量宝石,,,0,0,0,0,0,1,1,1500 ,0,,,,,,,,,,
1220400001,1级普防宝石,,,0,0,0,0,0,1,4,30 ,0,,,,,,,,,,
1220400002,2级普防宝石,,,0,0,0,0,0,1,4,54 ,0,,,,,,,,,,
1220400003,3级普防宝石,,,0,0,0,0,0,1,4,96 ,0,,,,,,,,,,
1220400004,4级普防宝石,,,0,0,0,0,0,1,4,150 ,0,,,,,,,,,,
1220400005,5级普防宝石,,,0,0,0,0,0,1,4,216 ,0,,,,,,,,,,
1220400006,6级普防宝石,,,0,0,0,0,0,1,4,300 ,0,,,,,,,,,,
1220600001,1级技防宝石,,,0,0,0,0,0,1,6,30 ,0,,,,,,,,,,
1220600002,2级技防宝石,,,0,0,0,0,0,1,6,54 ,0,,,,,,,,,,
1220600003,3级技防宝石,,,0,0,0,0,0,1,6,96 ,0,,,,,,,,,,
1220600004,4级技防宝石,,,0,0,0,0,0,1,6,150 ,0,,,,,,,,,,
1220600005,5级技防宝石,,,0,0,0,0,0,1,6,216 ,0,,,,,,,,,,
1220600006,6级技防宝石,,,0,0,0,0,0,1,6,300 ,0,,,,,,,,,,
1220800001,1级韧性宝石,,,0,0,0,0,0,1,8,20 ,0,,,,,,,,,,
1220800002,2级韧性宝石,,,0,0,0,0,0,1,8,36 ,0,,,,,,,,,,
1220800003,3级韧性宝石,,,0,0,0,0,0,1,8,64 ,0,,,,,,,,,,
1220800004,4级韧性宝石,,,0,0,0,0,0,1,8,100 ,0,,,,,,,,,,
1220800005,5级韧性宝石,,,0,0,0,0,0,1,8,144 ,0,,,,,,,,,,
1220800006,6级韧性宝石,,,0,0,0,0,0,1,8,200 ,0,,,,,,,,,,
1221000001,1级削攻宝石,,,0,0,0,0,0,1,10,20 ,0,,,,,,,,,,
1221000002,2级削攻宝石,,,0,0,0,0,0,1,10,36 ,0,,,,,,,,,,
1221000003,3级削攻宝石,,,0,0,0,0,0,1,10,64 ,0,,,,,,,,,,
1221000004,4级削攻宝石,,,0,0,0,0,0,1,10,100 ,0,,,,,,,,,,
1221000005,5级削攻宝石,,,0,0,0,0,0,1,10,144 ,0,,,,,,,,,,
1221000006,6级削攻宝石,,,0,0,0,0,0,1,10,200 ,0,,,,,,,,,,
1101100000,圣骑神器1,,,0,0,0,0,0,4,1,100000 ,10000,3,20000 ,2000,4,20000 ,2000,6,20000 ,2000,
1102100000,圣骑神器2,,,0,0,0,0,0,4,5,20000 ,2000,7,2500 ,250,8,2500 ,250,9,2500 ,250,
1101200000,魔剑神器1,,,0,0,0,0,0,4,1,100000 ,10000,3,20000 ,2000,4,20000 ,2000,6,20000 ,2000,
1102200000,魔剑神器2,,,0,0,0,0,0,4,5,20000 ,2000,7,2500 ,250,8,2500 ,250,9,2500 ,250,
1101400000,狂战神器1,,,0,0,0,0,0,4,1,100000 ,10000,3,20000 ,2000,4,20000 ,2000,6,20000 ,2000,
1102400000,狂战神器2,,,0,0,0,0,0,4,5,20000 ,2000,7,2500 ,250,8,2500 ,250,9,2500 ,250,
