id,story1,type1,obj1,story2,type2,obj2,story3,type3,obj3,story4,type4,obj4,story5,type5,obj5,story6,type6,obj6,story7,type7,obj7,story8,type8,obj8,story9,type9,obj9,story10,type10,obj10,story11,type11,obj11,story12,type12,obj12,endRow
600380,是阿喀琉斯指引你来阻止我的吗？,1,2025003,那个只知道希腊人荣耀，眼光狭隘的小子，怎么会明白我的梦想？,1,2025003,为了个人野心与欲望，让暗黑圣杯苏醒，祭祀数万人鲜血完成的也有资格称为梦想？,3,,不……我了解过暗黑圣杯的内心，也了解诸神丑陋的面具……,1,2025003,宙斯以及命运三女神，违背了和卡俄斯的诺言，我们人类的生死，命运，一切掌握在宙斯与三女神手里……,1,2025003,他们控制着潮汐，暴风，大地，烈火……人类宛若诸神饲养在笼中的小鸟，被诸神随意玩耍……,1,2025003,我渴望改变……自由，未来，应该由人类来决定……得到暗黑力量，我就会成为另一位卡俄斯，代替他完成梦想。,1,2025003,我的梦想，可不是通过你牺牲同类的鲜血，三言两语就能继承。,3,,你……是谁？暗黑的圣杯的力量与你产生共鸣？！,1,2025003,很遗憾，你的计划到此为止了。即使我无法清楚地回忆过去的一切，但我给予你知道我身份的资格。,3,,我……暗黑圣杯的第一主人，凌驾众神之上的创世主，混沌之神卡俄斯……,3,,赐给你，最永恒、安宁的……死……,3,,
600381,至高的神灵卡俄斯，为什么你不明白我……,1,2025004,我应该杀掉你，让我成为众神之主！让我来继承你的力量！,1,2025004,星辰的禁咒，听我的号令而开启吧。,1,2025004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600383,是你唤醒沉睡我吗？凡人，你身上散发着暗黑亡灵的气息。,1,5000006,按照契约，我需要得到你掌控星辰的力量。,2,2025004,堕入了黑暗中的人，再也无法触摸光明的星辰。,1,5000006,也许，你可以和我联手，共同统治天空，大地、以及奥林匹斯。,1,2025004,我可以让人类，以最奢华虔诚的方式，来敬拜你，星夜女神阿斯特瑞亚，只要你愿意与我联手解决眼前的这一位旧神。,1,2025004,你……脱离了封印？,1,5000006,很高兴在我醒来后，你就在我身边，即使你的出现，意味着这个世界再一次卷入了黑暗当中，需要你来拯救。,1,5000006,我的星辰永远只受你驱使，卡俄斯大人。,1,5000006,可恨的神祗！我会将你们逐一拉入地狱！,1,2025004,,,,,,,,,,
600384,人类，无法决定自己吗……,1,2025004,你到这一刻还不明白。,3,,我会严惩宙斯的罪行，你却因欲望与冠冕堂皇的理想，走向末路。,3,,宙斯操纵人类的命运与自然的力量，不过，他永远无法操纵人类的心灵……,3,,你的正直或贪婪，你的仁慈或暴戾……全是由你决定，众神无法干涉，你却将心灵抛弃，投入了暗黑力量……迷失自我。,3,,,,,,,,,,,,,,,,,,,,,,,
600385,真可惜呢，迈锡尼王阿伽门农，你距离成功只差一步。,1,5000007,你是谁？我……好像记得你。,3,,看到你茫然的脸，我的心底就会愧疚，卡俄斯。,1,5000007,是我破除了暗黑圣杯的封印，将你从孤寂里解放。,1,5000007,你的意思是，是你让暗黑圣杯重回人界？,3,,不错，我希望人类与奥林匹斯的诸神被毁灭，回到最初的混沌。,1,5000007,你到底为了什么？,3,,为了……让你自由。,1,5000007,你将自己与圣杯封印在无尽的时光里，把痛苦留给自己，幸福赐予了诸神与人类。,1,5000007,我们遵从你的意思，将世界留给了奥林匹斯新十二主神，他们却不懂感恩，一再违反诺言。,1,5000007,人类，这种渺小卑微的生物，享受着你的仁慈，与你的牺牲……,1,5000007,我……非常痛苦，就算毁灭这个世界，也许黑夜不再有黎明，我也希望你得到……自由……,1,5000007,
600386,她是夜之女王尼克斯，掌管世界的黑夜，诸神都对她心怀畏惧，她唯独敬仰你一个。,1,5000006,你让世界拥有了白昼与黑夜，可以说，是你创造了她。,1,5000006,即使这样，我还是必须阻止她。,3,,嗯，我与雅典娜控制这座城的军队，避免战争，你前往特洛伊城解决伪装的海伦吧。,1,5000006,,,,,,,,,,,,,,,,,,,,,,,,,
#100387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100388,嗯哼，你回来了？,2,100007,我要向你打听一个人的下落。,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100389,可不是每个停歇在这里的旅人我都记得的呦。,2,100007,对了，你不是出外历练了吗，莫非你还不知道锻造是什么？,2,100007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100391,嗯？你是说那个漂亮的女孩子吗？,2,100007,天呐，这是我见过最美丽的女孩，她曾经在迷烟森林里面被奇怪的人追赶，你可以前往看看。,2,100007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100392,没有她的踪影吗？毕竟是几天之前了。,2,100007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100394,越过迷烟森林就是镇子外的古老禁地，几百年来没人踏足的丛林群。,2,100007,我不保证她会不会进去，你确定要闯入那儿吗？嘿，她那么漂亮，难怪你会心动。,2,100007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100395,这似乎是她的饰品，你在日炎之森得到的？,2,100007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100397,既然这样，她可能误入了神佑圣地，毕竟暗黑末世时盖亚曾给那里加护，神灵无法随意进入。,2,100007,里面的强大魔物不少，你可要小心。,2,100007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100398,神佑圣地没有她的踪影吗？,2,100007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103001,我忽然想起，玛朵曾经赠予她一个护符，你尽管问问看。,2,100007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103002,好久不见了呢。你是说叫欧罗巴的美丽少女？嗯，让我想想。几天前她的确慌张地来到我面前。,2,100008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103003,我看到一头巨大的金牛在追赶她，她巧妙地挣脱了公牛的纠缠，不过……,2,100008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103005,她赤红着眼要进入森林禁地躲藏起来，可怜的孩子，我送给了她夜之护符，保护她在邪恶森林不受发现。,2,100008,又是森林禁地？,2,100008,森林禁地分为妖精丛林、暗黑之地、月野星踪，但愿诸神保佑她 在里面没有死去，你现在就前往看看吧。,2,100008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103006,嗯？妖精丛林没有她的行踪吗？,2,100008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#103007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103008,然后是暗黑之地，如果能逮住那头金牛，至少可以知道一些线索。,2,100008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103009,看来她只在暗黑之地停留过片刻，夜之护符不会保护她太久。,2,100008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#103010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103011,但愿你最后能在月野星踪找到她。,2,100008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103012,又找不到她是吧？嘿嘿嘿，我告诉你一个消息，可不要动怒。,2,100008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#103013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103014,洛那纳的商旅队伍在莱斯博斯岛停留时，曾见过欧罗巴就在那个小镇里，神灵护佑，她还安然无恙。,2,100008,至于之前白跑一趟嘛，哦呵呵，你当成锻炼身体好了。,2,100008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#佩达斯支线,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300001,绝迹大漠里的黑巫使徒惊扰城里的居民，如果你想晚上睡个安稳，快去消灭它们吧。,2,100208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300002,非常好，我十分欣赏像你这样的人，不如……我们丢肥皂吧。,2,100208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300003,很多人都对阿瑞斯失去了应有的敬畏心，城外的希腊勇者已成了堕落的家伙，请你为我惩治他们。,2,100203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300004,你让他们吃到了教训，保持利刃般锋锐的心才能让希腊人战无不胜。,2,100203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300005,我的天，你无法想象，我们在惊悚原野被野狼袭击了，那儿是军队物资的重要商路。,2,100205,为了保证商路的安全，如果你可以将它们赶尽杀绝，我会给你丰厚的报酬。,2,100205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300006,道路终于畅通了，这是你应得的报酬。,2,100205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300007,地狱犬的遗骸出现在寂静荒原里，除非你希望城市陷入狱火，否则立刻阻止这一场复活仪式吧。,2,100201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300008,多亏你让城市幸免于难。,2,100201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300009,精灵通过微风告诉我，它们的故居正受到邪恶巫师的威胁，你能抽身去挽救精灵族的危机吗？,2,100210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300010,精灵的厄难解除了，从今以后，精灵的赞美诗中会将你的名字永恒流传。,2,100210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300011,我们晨风骑士团竟然输给了骑士团的娘娘腔们，由你来打败圣殿骑士将我们的荣誉夺回来。,2,100201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300012,娘娘腔骑士团见识到我们的强大了吧，我赐予你晨风军团的荣誉骑士称号！,2,100201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300013,相信你听说亵渎爱神厄洛斯那群守墓者，这种罪孽不可饶恕，是你坚定向诸神的信仰的时候了。,2,100205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300014,神已感受到了你的虔诚之心。,2,100205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300015,我们的粮车被自称希腊勇者的蛆虫劫走了，失去补给的军队在特洛伊无疑会被击败，恳请你来帮助我们。,2,100204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300016,比起前线冲锋的战士，你的补给救活了他们无数人的生命。,2,100204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300017,黑巫族长突然出现在异空间的遗忘绿洲，他似乎与暗黑圣杯有隐秘的关系，不正好是你猎杀的目标吗？,2,100214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300018,被黑暗蛊惑的人，死不足惜。,2,100214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300019,我在梦里看到芬里尔狼在惊悚原野复活了，你能为我前往查探一下吗？,2,100202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300020,我的梦居然灵验了，唔，也许下一次我应该去预言德拉小姐什么时候找我。,2,100202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300021,我完全不明白邪恶巫师逆天到什么地步，他们偷走了我老婆的内裤，求你了，快帮我把内裤抢回来。,2,100209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300022,非常感谢你，我绝不能让我老婆的内裤落入其他人手里。,2,100209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300023,芝芝被远征军守卫劫走了，她是我最喜欢的五十六个女朋友之一，请帮我杀掉那些远征军守卫救她出来。,2,100212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300024,现在我的五十六个女朋友终于团聚了，也许你可以考虑成为第五十七个。,2,100212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300025,镰刀死神在我的屁股上留下了刻骨铭心的伤痛，命中注定为我挽回尊严的男人就是你了！,2,100201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300026,果然啊，你是我命中注定的男人。,2,100201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300027,最近似乎听到沉星遗迹的亡灵们躁动不安，你能为我除去它们吗？,2,100215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300028,终于让我安心了。,2,100215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300327,这是你的报酬。,2,100011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300053,这是你的报酬。,2,100222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300054,人想要得到什么，就必须付出什么。,2,100222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300055,不要吝啬，不要隐藏你的实力。,2,100222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302000,你目前可接通关困难英雄王遗迹任务。,2,100222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302001,你目前可接通关精英精英城外荒漠任务任务。,2,100222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302002,你目前可接通关精英流沙凶漠任务。,2,100222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302003,你目前可接通关精英荒芜古路任务。,2,100222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302004,你目前可接通关精英古墓地宫任务。,2,100222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302005,你目前可接通关精英黑暗地宫任务。,2,100222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302006,你目前可接通关精英皇家陵墓任务。,2,100222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302007,你目前可接通关精英乱葬荒野任务。,2,100222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302008,你目前可接通关精英烽火战场任务。,2,100222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302009,你目前可接通关精英诀别之谷任务。,2,100222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302010,你目前可接通关精英毒气沼泽任务。,2,100222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302011,你目前可接通关精英荆棘水野任务。,2,100222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302012,你目前可接通关精英英雄王遗迹任务。,2,100222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303000,你目前可接通关困难神石遗迹任务。,2,100011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303001,你目前可接通关精英迷烟森林任务。,2,100011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303002,你目前可接通关精英日炎之森任务。,2,100011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303003,你目前可接通关精英神佑圣地任务。,2,100011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303004,你目前可接通关精英妖精丛林任务。,2,100011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303005,你目前可接通关精英暗黑之地任务。,2,100011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303006,你目前可接通关精英月野星踪任务。,2,100011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303007,你目前可接通关精英漆黑亡坟任务。,2,100011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303008,你目前可接通关精英嚎哭之山任务。,2,100011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303009,你目前可接通关精英禁忌地带任务。,2,100011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303010,你目前可接通关精英恶魔梦境任务。,2,100011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303011,你目前可接通关精英腐毒泥路任务。,2,100011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303012,你目前可接通关精英藤蔓古城任务。,2,100011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303013,你目前可接通关精英神石遗迹任务。,2,100011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304001,你目前可接通关精英绝迹大漠任务。,2,100222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304002,你目前可接通关精英遗忘绿洲任务。,2,100222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304003,你目前可接通关精英惊悚原野任务。,2,100222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304004,你目前可接通关精英虫洞绿洲任务。,2,100222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304005,你目前可接通关精英落日之原任务。,2,100222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304006,你目前可接通关精英风暴悬崖任务。,2,100222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304007,你目前可接通关精英战争林道任务。,2,100222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304008,你目前可接通关精英时空裂谷任务。,2,100222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304009,你目前可接通关精英祭神之路任务。,2,100222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304010,你目前可接通关精英寂静荒原任务。,2,100222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304011,你目前可接通关精英精灵故居任务。,2,100222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304012,你目前可接通关精英死亡大漠任务。,2,100222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304013,你目前可接通关精英沉星遗迹任务。,2,100222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304014,你目前可接通关困难沉星遗迹任务。,2,100222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100400,特洛伊NPC对话,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100401,美狄亚这个狠毒的女人，她夺走了我的一切。,2,100401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100402,金羊毛是我的宝物，请收回你贪婪的双眼。,2,100401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100403,这里的沙漠猛烈了，却磨炼了特洛伊人的意志。,2,100402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100404,我不怎么喜欢希腊人，他们的野心就像野原上的火。,2,100402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100405,费格斯打造的长剑锋利无比，你可以找他看看。,2,100403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100406,我们欢迎四方热爱和平的来客。,2,100403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100407,我见过很多美丽的女人，但海伦是唯一让我倾心的。,2,100404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100408,也许……我的自私真的为特洛伊带来了灭亡。,2,100404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100409,希腊人少觑了特洛伊的力量，既然来了，就得有留下性命的觉悟。,2,100405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100410,我讨厌海伦那个女人，她的眼睛妖媚而充满了邪气。,2,100405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100411,我喜欢这一座城市，它装载着我很多美好的记忆。,2,100406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100412,我们都信奉阿波罗神，坚信它的光辉会照耀特洛伊，战无不胜。,2,100406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100413,帕里斯真不让我省心，如果他真的深爱那个女人，我也只有赌上全城去维护。,2,100407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100414,你的身上散发着让我熟悉的气息，我们以前见过面吗？,2,100407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100415,敬畏神灵的人，才会敬畏生命。,2,100408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100416,我不信任海伦对哥哥的爱情。,2,100408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100417,我做好了随时为特洛伊献出生命的准备。,2,100409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100418,每个人都有必须守护的对象。,2,100409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100419,祭坛的圣火熄灭，特洛伊的未来将走向什么样的前方。,2,100410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100420,邪恶隐藏在人的内心。,2,100410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100421,我知道你在想什么。,2,100411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100422,阿伽门农的进攻的借口肤浅得可笑，但依然无数希腊人前赴后继。,2,100411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100423,精良的武器可以让你在战场上多出一条生命。,2,100412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100424,我居住在这里已经二十多年了，见证特洛伊的繁荣。,2,100412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100425,一看我就是个老实人。,2,100413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100426,这是很公平的交易不是吗。,2,100413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100427,历史往往由胜利者所书写。,2,100414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100428,我守护这座城市，它就像我的母亲。,2,100423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100429,地面下常传来怪异的声音。,2,100415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100430,听到了吗，风吹过时叶子的沙沙声。,2,100415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100431,无数人害怕死亡，我却害怕没有价值地死去。,2,100416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100432,我现在只希望好好坐下谈谈，以及杀死卑鄙的操纵者。,2,100417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100433,特洛伊第四章剧情对话,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100434,我代表希腊人表达对你的感谢与尊敬，我的朋友。,2,100216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100435,看来我们成功潜入了特洛伊，希望你能在风沙中睁开眼睛，哈哈。,2,100417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100436,我们必须找到机会与赫克托耳有交谈的机会，特洛伊人天性多疑。,2,100417,如果我们没有确切的证据揭穿海伦的身份，对于我们两位潜入者，特洛伊人将会用长矛表示欢迎。,2,100417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100437,你的身上散发着让我熟悉的气息，我们以前见过面吗？,2,100423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100438,我会在城内开展调查，你去找欧文，他是我派往特洛伊的潜伏者。,2,100417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100439,难以置信，希腊人都疯了吗，竟然向特洛伊停战？！我留在这里为了什么？,2,100416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100440,将真相告诉欧文。,3,100416,我相信你,2,100416,在城邦隐蔽的深处，封闭废弃的地牢有怪异的声音回荡，令人烦躁不安。,2,100416,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100441,现在，由你来决定我们下一步的计划。,2,100216,我需要你前往特洛伊撕破假海伦的伪装，这也是希腊人与特洛伊和解的机会。,3,,乐意之至，我会在特洛伊里等你。,2,100216,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100442,地牢曾关押过暗黑末世时的魔兽，我认为与海伦有关，里面充满着危险与未知，你希望撕破海伦的伪装获得特洛伊信任的话，这是一个机会。,2,100416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100443,你给我带来了一个不好的消息，地牢里的魔物既然苏醒，意味着太阳神阿波罗的守护力量失效。,2,100416,只有诸神知道里地牢里封印的怪物到底多可怕，海伦将它们释放出来，将会是一场大灾难。,2,100416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140001,不买个剃刀刮胡子吗？,2,100422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140002,饶了希腊人？你的幽默让我发笑。,2,100426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140003,解决战争最好的办法就是将海伦从城上丢下去。,2,100427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100445,卡珊德拉手里有地牢的钥匙，她是特洛伊公主与预言家，在找海伦这个疯女人之前，你必须想办法接近卡珊德拉，获取她的信任。,2,100416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100446,我知晓你的来意，你在对付暗黑圣杯伪装的海伦，阻止魔物脱牢而出。,2,100411,卡珊德拉公主，我正需要你的帮助。,3,,在这个危机四伏的世界，信念相通的同伴尤为重要，想得到我的信任，先让我知道你信念所向往的阵营。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100447,我想了解暗黑玫瑰,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100448,由技艺高超的流亡者组成，游走在正义与邪恶之间的地下势力，标志是妖异高贵的玫瑰。,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100449,我想了解战神之翼,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100450,黄金羽翼标记是它的象征，为了统一抵抗暗黑末世建立的骑士联盟，贯彻着骑士道意志。,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100451,我想了解黎明圣殿,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100452,以烈焰太阳为象征的教会联合组织，信仰诸神，拥有与神灵沟通预知命运的能力。,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100453,你的信念已传达到我心里。,2,100411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100455,这是地牢钥匙，如果你有把握将它们杀光，我会告诉你地牢真正的通道。,2,100411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100456,你的手段无疑是血腥而让人颤抖。,2,100411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100458,相信你在牢里目睹了真相，它们都是暗黑末世时反叛的神祗，无人可以消灭它们……你力量的强大，让我颤栗。,2,100411,海伦藏身在虚空之门后，符文石板上记载着太阳神开启的方法，打败守护它的幻影之魂交给埃涅阿斯。,2,100411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100459,外乡人，这里战火燃烧，不是你该来的地方。,2,100409,将符文石板交给埃涅阿斯。,3,,我看到了什么？！天，你想闯入虚空之门吗？,2,100409,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100461,希腊人已经停战？如果不是卡珊德拉的预言，真令人不敢相信。,2,100409,我能读懂石板上的泰坦文字，它绘画着开启虚空之门的钥匙，借由三个雕像开启，第一个火龙雕像在翼兽地牢里。,2,100409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
