id,formulas,equip,feedback,res_type,res_value,m_count,m1,m_value1,m2,m_value2,m3,m_value3,m4,m_value4,
1705100007,,1105100010,,1,500000,2,1400200002,30,1400500002,20,,,,,
1706100007,,1106100010,,1,500000,2,1400200002,30,1400500002,20,,,,,
1701200007,,1101200010,,1,500000,2,1400300002,30,1400500002,20,,,,,
1702200007,,1102200010,,1,500000,2,1400300002,30,1400500002,20,,,,,
1703200007,,1103200010,,1,500000,2,1400300002,30,1400500002,20,,,,,
1704200007,,1104200010,,1,500000,2,1400200002,30,1400500002,20,,,,,
1705200007,,1105200010,,1,500000,2,1400200002,30,1400500002,20,,,,,
1706200007,,1106200010,,1,500000,2,1400200002,30,1400500002,20,,,,,
1701400007,,1101400010,,1,500000,2,1400300002,30,1400500002,20,,,,,
1702400007,,1102400010,,1,500000,2,1400300002,30,1400500002,20,,,,,
1703400007,,1103400010,,1,500000,2,1400300002,30,1400500002,20,,,,,
1704400007,,1104400010,,1,500000,2,1400200002,30,1400500002,20,,,,,
1705400007,,1105400010,,1,500000,2,1400200002,30,1400500002,20,,,,,
1706400007,,1106400010,,1,500000,2,1400200002,30,1400500002,20,,,,,
1701100008,,1101100011,,1,800000,2,1400300002,30,1400500002,20,,,,,
1702100008,,1102100011,,1,800000,2,1400300002,30,1400500002,20,,,,,
1703100008,,1103100011,,1,800000,2,1400300002,30,1400500002,20,,,,,
1704100008,,1104100011,,1,800000,2,1400200002,30,1400500002,20,,,,,
1705100008,,1105100011,,1,800000,2,1400200002,30,1400500002,20,,,,,
1706100008,,1106100011,,1,800000,2,1400200002,30,1400500002,20,,,,,
1701200008,,1101200011,,1,800000,2,1400300002,30,1400500002,20,,,,,
1702200008,,1102200011,,1,800000,2,1400300002,30,1400500002,20,,,,,
1703200008,,1103200011,,1,800000,2,1400300002,30,1400500002,20,,,,,
1704200008,,1104200011,,1,800000,2,1400200002,30,1400500002,20,,,,,
1705200008,,1105200011,,1,800000,2,1400200002,30,1400500002,20,,,,,
1706200008,,1106200011,,1,800000,2,1400200002,30,1400500002,20,,,,,
1701400008,,1101400011,,1,800000,2,1400300002,30,1400500002,20,,,,,
1702400008,,1102400011,,1,800000,2,1400300002,30,1400500002,20,,,,,
1703400008,,1103400011,,1,800000,2,1400300002,30,1400500002,20,,,,,
1704400008,,1104400011,,1,800000,2,1400200002,30,1400500002,20,,,,,
1705400008,,1105400011,,1,800000,2,1400200002,30,1400500002,20,,,,,
1706400008,,1106400011,,1,800000,2,1400200002,30,1400500002,20,,,,,
1701100014,,1101100015,,1,1200000,2,1400300002,30,1400500002,20,,,,,
1702100014,,1102100015,,1,1200000,2,1400300002,30,1400500002,20,,,,,
1703100014,,1103100015,,1,1200000,2,1400300002,30,1400500002,20,,,,,
1704100014,,1104100015,,1,1200000,2,1400200002,30,1400500002,20,,,,,
1705100014,,1105100015,,1,1200000,2,1400200002,30,1400500002,20,,,,,
1706100014,,1106100015,,1,1200000,2,1400200002,30,1400500002,20,,,,,
1701200014,,1101200015,,1,1200000,2,1400300002,30,1400500002,20,,,,,
1702200014,,1102200015,,1,1200000,2,1400300002,30,1400500002,20,,,,,
1703200014,,1103200015,,1,1200000,2,1400300002,30,1400500002,20,,,,,
1704200014,,1104200015,,1,1200000,2,1400200002,30,1400500002,20,,,,,
1705200014,,1105200015,,1,1200000,2,1400200002,30,1400500002,20,,,,,
1706200014,,1106200015,,1,1200000,2,1400200002,30,1400500002,20,,,,,
1701400014,,1101400015,,1,1200000,2,1400300002,30,1400500002,20,,,,,
1702400014,,1102400015,,1,1200000,2,1400300002,30,1400500002,20,,,,,
1703400014,,1103400015,,1,1200000,2,1400300002,30,1400500002,20,,,,,
1704400014,,1104400015,,1,1200000,2,1400200002,30,1400500002,20,,,,,
1705400014,,1105400015,,1,1200000,2,1400200002,30,1400500002,20,,,,,
1706400014,,1106400015,,1,1200000,2,1400200002,30,1400500002,20,,,,,
1701100010,,1101100012,,1,800000,2,1400300003,30,1400500003,30,,,,,
1702100010,,1102100012,,1,800000,2,1400300003,30,1400500003,30,,,,,
1703100010,,1103100012,,1,800000,2,1400300003,30,1400500003,30,,,,,
1704100010,,1104100012,,1,800000,2,1400200003,30,1400500003,30,,,,,
1705100010,,1105100012,,1,800000,2,1400200003,30,1400500003,30,,,,,
1706100010,,1106100012,,1,800000,2,1400200003,30,1400500003,30,,,,,
1701200010,,1101200012,,1,800000,2,1400300003,30,1400500003,30,,,,,
1702200010,,1102200012,,1,800000,2,1400300003,30,1400500003,30,,,,,
1703200010,,1103200012,,1,800000,2,1400300003,30,1400500003,30,,,,,
1704200010,,1104200012,,1,800000,2,1400200003,30,1400500003,30,,,,,
1705200010,,1105200012,,1,800000,2,1400200003,30,1400500003,30,,,,,
1706200010,,1106200012,,1,800000,2,1400200003,30,1400500003,30,,,,,
1701400010,,1101400012,,1,800000,2,1400300003,30,1400500003,30,,,,,
1702400010,,1102400012,,1,800000,2,1400300003,30,1400500003,30,,,,,
1703400010,,1103400012,,1,800000,2,1400300003,30,1400500003,30,,,,,
1704400010,,1104400012,,1,800000,2,1400200003,30,1400500003,30,,,,,
1705400010,,1105400012,,1,800000,2,1400200003,30,1400500003,30,,,,,
1706400010,,1106400012,,1,800000,2,1400200003,30,1400500003,30,,,,,
1701100011,,1101100013,,1,1200000,2,1400300003,30,1400500003,30,,,,,
1702100011,,1102100013,,1,1200000,2,1400300003,30,1400500003,30,,,,,
1703100011,,1103100013,,1,1200000,2,1400300003,30,1400500003,30,,,,,
1704100011,,1104100013,,1,1200000,2,1400200003,30,1400500003,30,,,,,
1705100011,,1105100013,,1,1200000,2,1400200003,30,1400500003,30,,,,,
1706100011,,1106100013,,1,1200000,2,1400200003,30,1400500003,30,,,,,
1701200011,,1101200013,,1,1200000,2,1400300003,30,1400500003,30,,,,,
1702200011,,1102200013,,1,1200000,2,1400300003,30,1400500003,30,,,,,
1703200011,,1103200013,,1,1200000,2,1400300003,30,1400500003,30,,,,,
1704200011,,1104200013,,1,1200000,2,1400200003,30,1400500003,30,,,,,
1705200011,,1105200013,,1,1200000,2,1400200003,30,1400500003,30,,,,,
1706200011,,1106200013,,1,1200000,2,1400200003,30,1400500003,30,,,,,
1701400011,,1101400013,,1,1200000,2,1400300003,30,1400500003,30,,,,,
1702400011,,1102400013,,1,1200000,2,1400300003,30,1400500003,30,,,,,
1703400011,,1103400013,,1,1200000,2,1400300003,30,1400500003,30,,,,,
1704400011,,1104400013,,1,1200000,2,1400200003,30,1400500003,30,,,,,
1705400011,,1105400013,,1,1200000,2,1400200003,30,1400500003,30,,,,,
1706400011,,1106400013,,1,1200000,2,1400200003,30,1400500003,30,,,,,
1701100015,,1101100016,,1,1600000,2,1400300003,30,1400500003,30,,,,,
1702100015,,1102100016,,1,1600000,2,1400300003,30,1400500003,30,,,,,
1703100015,,1103100016,,1,1600000,2,1400300003,30,1400500003,30,,,,,
1704100015,,1104100016,,1,1600000,2,1400200003,30,1400500003,30,,,,,
1705100015,,1105100016,,1,1600000,2,1400200003,30,1400500003,30,,,,,
1706100015,,1106100016,,1,1600000,2,1400200003,30,1400500003,30,,,,,
1701200015,,1101200016,,1,1600000,2,1400300003,30,1400500003,30,,,,,
1702200015,,1102200016,,1,1600000,2,1400300003,30,1400500003,30,,,,,
1703200015,,1103200016,,1,1600000,2,1400300003,30,1400500003,30,,,,,
1704200015,,1104200016,,1,1600000,2,1400200003,30,1400500003,30,,,,,
1705200015,,1105200016,,1,1600000,2,1400200003,30,1400500003,30,,,,,
1706200015,,1106200016,,1,1600000,2,1400200003,30,1400500003,30,,,,,
1701400015,,1101400016,,1,1600000,2,1400300003,30,1400500003,30,,,,,
1702400015,,1102400016,,1,1600000,2,1400300003,30,1400500003,30,,,,,
1703400015,,1103400016,,1,1600000,2,1400300003,30,1400500003,30,,,,,
1704400015,,1104400016,,1,1600000,2,1400200003,30,1400500003,30,,,,,
1705400015,,1105400016,,1,1600000,2,1400200003,30,1400500003,30,,,,,
1706400015,,1106400016,,1,1600000,2,1400200003,30,1400500003,30,,,,,
1701100502,,1101100503,,1,60000,2,1400300001,30,1400500001,5,,,,,
1702100502,,1102100503,,1,60000,2,1400300001,30,1400500001,5,,,,,
1703100502,,1103100503,,1,60000,2,1400300001,30,1400500001,5,,,,,
1704100502,,1104100503,,1,60000,2,1400200001,30,1400500001,5,,,,,
1705100502,,1105100503,,1,60000,2,1400200001,30,1400500001,5,,,,,
1706100502,,1106100503,,1,60000,2,1400200001,30,1400500001,5,,,,,
1701200502,,1101200503,,1,60000,2,1400300001,30,1400500001,5,,,,,
1702200502,,1102200503,,1,60000,2,1400300001,30,1400500001,5,,,,,
1703200502,,1103200503,,1,60000,2,1400300001,30,1400500001,5,,,,,
1704200502,,1104200503,,1,60000,2,1400200001,30,1400500001,5,,,,,
1705200502,,1105200503,,1,60000,2,1400200001,30,1400500001,5,,,,,
1706200502,,1106200503,,1,60000,2,1400200001,30,1400500001,5,,,,,
1701400502,,1101400503,,1,60000,2,1400300001,30,1400500001,5,,,,,
1702400502,,1102400503,,1,60000,2,1400300001,30,1400500001,5,,,,,
1703400502,,1103400503,,1,60000,2,1400300001,30,1400500001,5,,,,,
1704400502,,1104400503,,1,60000,2,1400200001,30,1400500001,5,,,,,
1705400502,,1105400503,,1,60000,2,1400200001,30,1400500001,5,,,,,
1706400502,,1106400503,,1,60000,2,1400200001,30,1400500001,5,,,,,
1701100504,,1101100507,,1,300000,2,1400300002,30,1400500002,20,,,,,
1702100504,,1102100507,,1,300000,2,1400300002,30,1400500002,20,,,,,
1703100504,,1103100507,,1,300000,2,1400300002,30,1400500002,20,,,,,
1704100504,,1104100507,,1,300000,2,1400200002,30,1400500002,20,,,,,
1705100504,,1105100507,,1,300000,2,1400200002,30,1400500002,20,,,,,
1706100504,,1106100507,,1,300000,2,1400200002,30,1400500002,20,,,,,
1701200504,,1101200507,,1,300000,2,1400300002,30,1400500002,20,,,,,
1702200504,,1102200507,,1,300000,2,1400300002,30,1400500002,20,,,,,
1703200504,,1103200507,,1,300000,2,1400300002,30,1400500002,20,,,,,
1704200504,,1104200507,,1,300000,2,1400200002,30,1400500002,20,,,,,
1705200504,,1105200507,,1,300000,2,1400200002,30,1400500002,20,,,,,
1706200504,,1106200507,,1,300000,2,1400200002,30,1400500002,20,,,,,
1701400504,,1101400507,,1,300000,2,1400300002,30,1400500002,20,,,,,
1702400504,,1102400507,,1,300000,2,1400300002,30,1400500002,20,,,,,
1703400504,,1103400507,,1,300000,2,1400300002,30,1400500002,20,,,,,
1704400504,,1104400507,,1,300000,2,1400200002,30,1400500002,20,,,,,
1705400504,,1105400507,,1,300000,2,1400200002,30,1400500002,20,,,,,
1706400504,,1106400507,,1,300000,2,1400200002,30,1400500002,20,,,,,
1701100505,,1101100508,,1,560000,2,1400300002,30,1400500002,20,,,,,
1702100505,,1102100508,,1,560000,2,1400300002,30,1400500002,20,,,,,
1703100505,,1103100508,,1,560000,2,1400300002,30,1400500002,20,,,,,
1704100505,,1104100508,,1,560000,2,1400200002,30,1400500002,20,,,,,
1705100505,,1105100508,,1,560000,2,1400200002,30,1400500002,20,,,,,
1706100505,,1106100508,,1,560000,2,1400200002,30,1400500002,20,,,,,
1701200505,,1101200508,,1,560000,2,1400300002,30,1400500002,20,,,,,
1702200505,,1102200508,,1,560000,2,1400300002,30,1400500002,20,,,,,
1703200505,,1103200508,,1,560000,2,1400300002,30,1400500002,20,,,,,
1704200505,,1104200508,,1,560000,2,1400200002,30,1400500002,20,,,,,
1705200505,,1105200508,,1,560000,2,1400200002,30,1400500002,20,,,,,
1706200505,,1106200508,,1,560000,2,1400200002,30,1400500002,20,,,,,
1701400505,,1101400508,,1,560000,2,1400300002,30,1400500002,20,,,,,
1702400505,,1102400508,,1,560000,2,1400300002,30,1400500002,20,,,,,
1703400505,,1103400508,,1,560000,2,1400300002,30,1400500002,20,,,,,
1704400505,,1104400508,,1,560000,2,1400200002,30,1400500002,20,,,,,
1705400505,,1105400508,,1,560000,2,1400200002,30,1400500002,20,,,,,
1706400505,,1106400508,,1,560000,2,1400200002,30,1400500002,20,,,,,
1701100506,,1101100509,,1,900000,2,1400300002,30,1400500002,20,,,,,
1702100506,,1102100509,,1,900000,2,1400300002,30,1400500002,20,,,,,
1703100506,,1103100509,,1,900000,2,1400300002,30,1400500002,20,,,,,
1704100506,,1104100509,,1,900000,2,1400200002,30,1400500002,20,,,,,
1705100506,,1105100509,,1,900000,2,1400200002,30,1400500002,20,,,,,
1706100506,,1106100509,,1,900000,2,1400200002,30,1400500002,20,,,,,
1701200506,,1101200509,,1,900000,2,1400300002,30,1400500002,20,,,,,
1702200506,,1102200509,,1,900000,2,1400300002,30,1400500002,20,,,,,
1703200506,,1103200509,,1,900000,2,1400300002,30,1400500002,20,,,,,
1704200506,,1104200509,,1,900000,2,1400200002,30,1400500002,20,,,,,
1705200506,,1105200509,,1,900000,2,1400200002,30,1400500002,20,,,,,
1706200506,,1106200509,,1,900000,2,1400200002,30,1400500002,20,,,,,
1701400506,,1101400509,,1,900000,2,1400300002,30,1400500002,20,,,,,
1702400506,,1102400509,,1,900000,2,1400300002,30,1400500002,20,,,,,
1703400506,,1103400509,,1,900000,2,1400300002,30,1400500002,20,,,,,
1704400506,,1104400509,,1,900000,2,1400200002,30,1400500002,20,,,,,
1705400506,,1105400509,,1,900000,2,1400200002,30,1400500002,20,,,,,
1706400506,,1106400509,,1,900000,2,1400200002,30,1400500002,20,,,,,
1701100512,,1101100513,,1,1350000,2,1400300002,30,1400500002,20,,,,,
1702100512,,1102100513,,1,1350000,2,1400300002,30,1400500002,20,,,,,
1703100512,,1103100513,,1,1350000,2,1400300002,30,1400500002,20,,,,,
1704100512,,1104100513,,1,1350000,2,1400200002,30,1400500002,20,,,,,
1705100512,,1105100513,,1,1350000,2,1400200002,30,1400500002,20,,,,,
1706100512,,1106100513,,1,1350000,2,1400200002,30,1400500002,20,,,,,
1701200512,,1101200513,,1,1350000,2,1400300002,30,1400500002,20,,,,,
1702200512,,1102200513,,1,1350000,2,1400300002,30,1400500002,20,,,,,
1703200512,,1103200513,,1,1350000,2,1400300002,30,1400500002,20,,,,,
1704200512,,1104200513,,1,1350000,2,1400200002,30,1400500002,20,,,,,
1705200512,,1105200513,,1,1350000,2,1400200002,30,1400500002,20,,,,,
1706200512,,1106200513,,1,1350000,2,1400200002,30,1400500002,20,,,,,
1701400512,,1101400513,,1,1350000,2,1400300002,30,1400500002,20,,,,,
1702400512,,1102400513,,1,1350000,2,1400300002,30,1400500002,20,,,,,
1703400512,,1103400513,,1,1350000,2,1400300002,30,1400500002,20,,,,,
1704400512,,1104400513,,1,1350000,2,1400200002,30,1400500002,20,,,,,
1705400512,,1105400513,,1,1350000,2,1400200002,30,1400500002,20,,,,,
1706400512,,1106400513,,1,1350000,2,1400200002,30,1400500002,20,,,,,
1701100508,,1101100510,,1,880000,2,1400300003,30,1400500003,30,,,,,
1702100508,,1102100510,,1,880000,2,1400300003,30,1400500003,30,,,,,
1703100508,,1103100510,,1,880000,2,1400300003,30,1400500003,30,,,,,
1704100508,,1104100510,,1,880000,2,1400200003,30,1400500003,30,,,,,
1705100508,,1105100510,,1,880000,2,1400200003,30,1400500003,30,,,,,
1706100508,,1106100510,,1,880000,2,1400200003,30,1400500003,30,,,,,
1701200508,,1101200510,,1,880000,2,1400300003,30,1400500003,30,,,,,
1702200508,,1102200510,,1,880000,2,1400300003,30,1400500003,30,,,,,
1703200508,,1103200510,,1,880000,2,1400300003,30,1400500003,30,,,,,
1704200508,,1104200510,,1,880000,2,1400200003,30,1400500003,30,,,,,
1705200508,,1105200510,,1,880000,2,1400200003,30,1400500003,30,,,,,
1706200508,,1106200510,,1,880000,2,1400200003,30,1400500003,30,,,,,
1701400508,,1101400510,,1,880000,2,1400300003,30,1400500003,30,,,,,
1702400508,,1102400510,,1,880000,2,1400300003,30,1400500003,30,,,,,
1703400508,,1103400510,,1,880000,2,1400300003,30,1400500003,30,,,,,
1704400508,,1104400510,,1,880000,2,1400200003,30,1400500003,30,,,,,
1705400508,,1105400510,,1,880000,2,1400200003,30,1400500003,30,,,,,
1706400508,,1106400510,,1,880000,2,1400200003,30,1400500003,30,,,,,
1701100509,,1101100511,,1,1350000,2,1400300003,30,1400500003,30,,,,,
1702100509,,1102100511,,1,1350000,2,1400300003,30,1400500003,30,,,,,
1703100509,,1103100511,,1,1350000,2,1400300003,30,1400500003,30,,,,,
1704100509,,1104100511,,1,1350000,2,1400200003,30,1400500003,30,,,,,
1705100509,,1105100511,,1,1350000,2,1400200003,30,1400500003,30,,,,,
1706100509,,1106100511,,1,1350000,2,1400200003,30,1400500003,30,,,,,
1701200509,,1101200511,,1,1350000,2,1400300003,30,1400500003,30,,,,,
1702200509,,1102200511,,1,1350000,2,1400300003,30,1400500003,30,,,,,
1703200509,,1103200511,,1,1350000,2,1400300003,30,1400500003,30,,,,,
1704200509,,1104200511,,1,1350000,2,1400200003,30,1400500003,30,,,,,
1705200509,,1105200511,,1,1350000,2,1400200003,30,1400500003,30,,,,,
1706200509,,1106200511,,1,1350000,2,1400200003,30,1400500003,30,,,,,
1701400509,,1101400511,,1,1350000,2,1400300003,30,1400500003,30,,,,,
1702400509,,1102400511,,1,1350000,2,1400300003,30,1400500003,30,,,,,
1703400509,,1103400511,,1,1350000,2,1400300003,30,1400500003,30,,,,,
1704400509,,1104400511,,1,1350000,2,1400200003,30,1400500003,30,,,,,
1705400509,,1105400511,,1,1350000,2,1400200003,30,1400500003,30,,,,,
1706400509,,1106400511,,1,1350000,2,1400200003,30,1400500003,30,,,,,
1701100513,,1101100514,,1,1850000,2,1400300003,30,1400500003,30,,,,,
1702100513,,1102100514,,1,1850000,2,1400300003,30,1400500003,30,,,,,
1703100513,,1103100514,,1,1850000,2,1400300003,30,1400500003,30,,,,,
1704100513,,1104100514,,1,1850000,2,1400200003,30,1400500003,30,,,,,
1705100513,,1105100514,,1,1850000,2,1400200003,30,1400500003,30,,,,,
1706100513,,1106100514,,1,1850000,2,1400200003,30,1400500003,30,,,,,
1701200513,,1101200514,,1,1850000,2,1400300003,30,1400500003,30,,,,,
1702200513,,1102200514,,1,1850000,2,1400300003,30,1400500003,30,,,,,
1703200513,,1103200514,,1,1850000,2,1400300003,30,1400500003,30,,,,,
1704200513,,1104200514,,1,1850000,2,1400200003,30,1400500003,30,,,,,
1705200513,,1105200514,,1,1850000,2,1400200003,30,1400500003,30,,,,,
1706200513,,1106200514,,1,1850000,2,1400200003,30,1400500003,30,,,,,
1701400513,,1101400514,,1,1850000,2,1400300003,30,1400500003,30,,,,,
1702400513,,1102400514,,1,1850000,2,1400300003,30,1400500003,30,,,,,
1703400513,,1103400514,,1,1850000,2,1400300003,30,1400500003,30,,,,,
1704400513,,1104400514,,1,1850000,2,1400200003,30,1400500003,30,,,,,
1705400513,,1105400514,,1,1850000,2,1400200003,30,1400500003,30,,,,,
1706400513,,1106400514,,1,1850000,2,1400200003,30,1400500003,30,,,,,
#1721000003,,1121000006,,1,200000,3,1403300002,20,1403100001,30,1403200001,15,,,
#1722000003,,1122000006,,1,200000,3,1403300002,20,1403100001,30,1403200001,15,,,
#1723000003,,1123000006,,1,200000,3,1403300002,20,1403100001,30,1403200001,15,,,
#1724000003,,1124000006,,1,200000,3,1403300002,20,1403100001,30,1403200001,15,,,
#1721000004,,1121000007,,1,300000,3,1403300003,10,1403100002,20,1403200002,10,,,
#1722000004,,1122000007,,1,300000,3,1403300003,10,1403100002,20,1403200002,10,,,
#1723000004,,1123000007,,1,300000,3,1403300003,10,1403100002,20,1403200002,10,,,
#1724000004,,1124000007,,1,300000,3,1403300003,10,1403100002,20,1403200002,10,,,
#1721000005,,1121000008,,1,450000,3,1403300003,20,1403100002,40,1403200002,20,,,
#1722000005,,1122000008,,1,450000,3,1403300003,20,1403100002,40,1403200002,20,,,
#1723000005,,1123000008,,1,450000,3,1403300003,20,1403100002,40,1403200002,20,,,
#1724000005,,1124000008,,1,450000,3,1403300003,20,1403100002,40,1403200002,20,,,
#1721000007,,1121000009,,1,500000,3,1403300003,20,1403100002,40,1403200002,20,,,
#1722000007,,1122000009,,1,500000,3,1403300003,20,1403100002,40,1403200002,20,,,
#1723000007,,1123000009,,1,500000,3,1403300003,20,1403100002,40,1403200002,20,,,
#1724000007,,1124000009,,1,500000,3,1403300003,20,1403100002,40,1403200002,20,,,
#1721000008,,1121000010,,1,700000,3,1403300004,20,1403100003,40,1403200003,20,,,
#1722000008,,1122000010,,1,700000,3,1403300004,20,1403100003,40,1403200003,20,,,
#1723000008,,1123000010,,1,700000,3,1403300004,20,1403100003,40,1403200003,20,,,
#1724000008,,1124000010,,1,700000,3,1403300004,20,1403100003,40,1403200003,20,,,
1801100003,,1101100501,,1,5000,1,1401100001,1,,,,,,,
1802100003,,1102100501,,1,5000,1,1401100001,1,,,,,,,
1803100003,,1103100501,,1,5000,1,1401100001,1,,,,,,,
1804100003,,1104100501,,1,5000,1,1401200001,1,,,,,,,
1805100003,,1105100501,,1,5000,1,1401200001,1,,,,,,,
1806100003,,1106100501,,1,5000,1,1401200001,1,,,,,,,
1801200003,,1101200501,,1,5000,1,1401100001,1,,,,,,,
1802200003,,1102200501,,1,5000,1,1401100001,1,,,,,,,
1803200003,,1103200501,,1,5000,1,1401100001,1,,,,,,,
1804200003,,1104200501,,1,5000,1,1401200001,1,,,,,,,
1805200003,,1105200501,,1,5000,1,1401200001,1,,,,,,,
1806200003,,1106200501,,1,5000,1,1401200001,1,,,,,,,
1801400003,,1101400501,,1,5000,1,1401100001,1,,,,,,,
1802400003,,1102400501,,1,5000,1,1401100001,1,,,,,,,
1803400003,,1103400501,,1,5000,1,1401100001,1,,,,,,,
1804400003,,1104400501,,1,5000,1,1401200001,1,,,,,,,
1805400003,,1105400501,,1,5000,1,1401200001,1,,,,,,,
1806400003,,1106400501,,1,5000,1,1401200001,1,,,,,,,
1801100004,,1101100502,,1,10000,1,1401100001,6,,,,,,,
1802100004,,1102100502,,1,10000,1,1401100001,6,,,,,,,
1803100004,,1103100502,,1,10000,1,1401100001,6,,,,,,,
1804100004,,1104100502,,1,10000,1,1401200001,6,,,,,,,
1805100004,,1105100502,,1,10000,1,1401200001,6,,,,,,,
1806100004,,1106100502,,1,10000,1,1401200001,6,,,,,,,
1801200004,,1101200502,,1,10000,1,1401100001,6,,,,,,,
1802200004,,1102200502,,1,10000,1,1401100001,6,,,,,,,
1803200004,,1103200502,,1,10000,1,1401100001,6,,,,,,,
1804200004,,1104200502,,1,10000,1,1401200001,6,,,,,,,
1805200004,,1105200502,,1,10000,1,1401200001,6,,,,,,,
1806200004,,1106200502,,1,10000,1,1401200001,6,,,,,,,
1801400004,,1101400502,,1,10000,1,1401100001,6,,,,,,,
1802400004,,1102400502,,1,10000,1,1401100001,6,,,,,,,
1803400004,,1103400502,,1,10000,1,1401100001,6,,,,,,,
1804400004,,1104400502,,1,10000,1,1401200001,6,,,,,,,
1805400004,,1105400502,,1,10000,1,1401200001,6,,,,,,,
1806400004,,1106400502,,1,10000,1,1401200001,6,,,,,,,
1801100005,,1101100503,,1,20000,1,1401100001,6,,,,,,,
1802100005,,1102100503,,1,20000,1,1401100001,6,,,,,,,
1803100005,,1103100503,,1,20000,1,1401100001,6,,,,,,,
1804100005,,1104100503,,1,20000,1,1401200001,6,,,,,,,
1805100005,,1105100503,,1,20000,1,1401200001,6,,,,,,,
1806100005,,1106100503,,1,20000,1,1401200001,6,,,,,,,
1801200005,,1101200503,,1,20000,1,1401100001,6,,,,,,,
1802200005,,1102200503,,1,20000,1,1401100001,6,,,,,,,
1803200005,,1103200503,,1,20000,1,1401100001,6,,,,,,,
1804200005,,1104200503,,1,20000,1,1401200001,6,,,,,,,
1805200005,,1105200503,,1,20000,1,1401200001,6,,,,,,,
1806200005,,1106200503,,1,20000,1,1401200001,6,,,,,,,
1801400005,,1101400503,,1,20000,1,1401100001,6,,,,,,,
1802400005,,1102400503,,1,20000,1,1401100001,6,,,,,,,
1803400005,,1103400503,,1,20000,1,1401100001,6,,,,,,,
1804400005,,1104400503,,1,20000,1,1401200001,6,,,,,,,
1805400005,,1105400503,,1,20000,1,1401200001,6,,,,,,,
1806400005,,1106400503,,1,20000,1,1401200001,6,,,,,,,
1801100006,,1101100504,,1,50000,1,1401100002,7,,,,,,,
1802100006,,1102100504,,1,50000,1,1401100002,7,,,,,,,
1803100006,,1103100504,,1,50000,1,1401100002,7,,,,,,,
1804100006,,1104100504,,1,50000,1,1401200002,7,,,,,,,
1805100006,,1105100504,,1,50000,1,1401200002,7,,,,,,,
1806100006,,1106100504,,1,50000,1,1401200002,7,,,,,,,
1801200006,,1101200504,,1,50000,1,1401100002,7,,,,,,,
1802200006,,1102200504,,1,50000,1,1401100002,7,,,,,,,
1803200006,,1103200504,,1,50000,1,1401100002,7,,,,,,,
1804200006,,1104200504,,1,50000,1,1401200002,7,,,,,,,
1805200006,,1105200504,,1,50000,1,1401200002,7,,,,,,,
1806200006,,1106200504,,1,50000,1,1401200002,7,,,,,,,
1801400006,,1101400504,,1,50000,1,1401100002,7,,,,,,,
1802400006,,1102400504,,1,50000,1,1401100002,7,,,,,,,
1803400006,,1103400504,,1,50000,1,1401100002,7,,,,,,,
1804400006,,1104400504,,1,50000,1,1401200002,7,,,,,,,
1805400006,,1105400504,,1,50000,1,1401200002,7,,,,,,,
1806400006,,1106400504,,1,50000,1,1401200002,7,,,,,,,
1801100007,,1101100505,,1,100000,1,1401100002,16,,,,,,,
1802100007,,1102100505,,1,100000,1,1401100002,16,,,,,,,
1803100007,,1103100505,,1,100000,1,1401100002,16,,,,,,,
1804100007,,1104100505,,1,100000,1,1401200002,16,,,,,,,
1805100007,,1105100505,,1,100000,1,1401200002,16,,,,,,,
1806100007,,1106100505,,1,100000,1,1401200002,16,,,,,,,
1801200007,,1101200505,,1,100000,1,1401100002,16,,,,,,,
1802200007,,1102200505,,1,100000,1,1401100002,16,,,,,,,
1803200007,,1103200505,,1,100000,1,1401100002,16,,,,,,,
1804200007,,1104200505,,1,100000,1,1401200002,16,,,,,,,
1805200007,,1105200505,,1,100000,1,1401200002,16,,,,,,,
1806200007,,1106200505,,1,100000,1,1401200002,16,,,,,,,
1801400007,,1101400505,,1,100000,1,1401100002,16,,,,,,,
1802400007,,1102400505,,1,100000,1,1401100002,16,,,,,,,
1803400007,,1103400505,,1,100000,1,1401100002,16,,,,,,,
1804400007,,1104400505,,1,100000,1,1401200002,16,,,,,,,
1805400007,,1105400505,,1,100000,1,1401200002,16,,,,,,,
1806400007,,1106400505,,1,100000,1,1401200002,16,,,,,,,
1801100008,,1101100506,,1,200000,1,1401100003,8,,,,,,,
1802100008,,1102100506,,1,200000,1,1401100003,8,,,,,,,
1803100008,,1103100506,,1,200000,1,1401100003,8,,,,,,,
1804100008,,1104100506,,1,200000,1,1401200003,8,,,,,,,
1805100008,,1105100506,,1,200000,1,1401200003,8,,,,,,,
1806100008,,1106100506,,1,200000,1,1401200003,8,,,,,,,
1801200008,,1101200506,,1,200000,1,1401100003,8,,,,,,,
1802200008,,1102200506,,1,200000,1,1401100003,8,,,,,,,
1803200008,,1103200506,,1,200000,1,1401100003,8,,,,,,,
1804200008,,1104200506,,1,200000,1,1401200003,8,,,,,,,
1805200008,,1105200506,,1,200000,1,1401200003,8,,,,,,,
1806200008,,1106200506,,1,200000,1,1401200003,8,,,,,,,
1801400008,,1101400506,,1,200000,1,1401100003,8,,,,,,,
1802400008,,1102400506,,1,200000,1,1401100003,8,,,,,,,
1803400008,,1103400506,,1,200000,1,1401100003,8,,,,,,,
1804400008,,1104400506,,1,200000,1,1401200003,8,,,,,,,
