id,monster,reward_time,born_center,drop_id_com,pro_com,drop_id_elite,pro_elite,drop_id_boss,pro_boss,end
2019201,"[2019201,2019201,2019201,2019201,2019202,2019202]",0,"[{""x"":23.7,""z"":46,""r"":4},{""x"":16,""z"":55.6,""r"":4},{""x"":19.5,""z"":38.4,""r"":4}]",[4000010],3000,[4000140],10000,,,
2019202,"[2019201,2019201,2019201,2019201,2019202,2019202,2019202]",0,"[{""x"":23.7,""z"":46,""r"":4},{""x"":16,""z"":55.6,""r"":4},{""x"":19.5,""z"":38.4,""r"":4}]",[4000010],3000,[4000140],10000,,,
2019203,"[2019201,2019201,2019201,2019201,2019202,2019202]",0,"[{""x"":15.9,""z"":23.3,""r"":4},{""x"":22.2,""z"":12.7,""r"":4}]",[4000010],3000,[4000140],10000,,,
2019204,"[2019201,2019201,2019201,2019201,2019202,2019202,2019202]",0,"[{""x"":15.9,""z"":23.3,""r"":4},{""x"":22.2,""z"":12.7,""r"":4}]",[4000010],3000,[4000140],10000,,,
2019205,"[2019201,2019201,2019201,2019202,2019202,2019202,2019203]",0,"[{""x"":78,""z"":37.6,""r"":4},{""x"":89.6,""z"":34.5,""r"":4},{""x"":84.9,""z"":22.9,""r"":4}]",[4000010],3000,[4000140],10000,,,
2020001,"[2020001,2020001,2020001,2020001,2020002,2020002]",0,"[{""x"":23.7,""z"":46,""r"":4},{""x"":16,""z"":55.6,""r"":4},{""x"":19.5,""z"":38.4,""r"":4}]",[4000010],3000,,,[4000020],10000,
2020002,"[2020001,2020001,2020001,2020001,2020001,2020002,2020002]",0,"[{""x"":23.7,""z"":46,""r"":4},{""x"":16,""z"":55.6,""r"":4},{""x"":19.5,""z"":38.4,""r"":4}]",[4000010],3000,,,[4000020],10000,
2020003,"[2020001,2020001,2020001,2020001,2020002,2020002]",0,"[{""x"":19,""z"":85,""r"":4},{""x"":8.8,""z"":82.1,""r"":4},{""x"":16.3,""z"":77,""r"":4}]",[4000010],3000,,,[4000020],10000,
2020004,"[2020001,2020001,2020001,2020001,2020001,2020002,2020002]",0,"[{""x"":19,""z"":85,""r"":4},{""x"":8.8,""z"":82.1,""r"":4},{""x"":16.3,""z"":77,""r"":4}]",[4000010],3000,,,[4000020],10000,
2020005,"[2020001,2020001,2020001,2020001,2020002,2020002,2020003]",0,"[{""x"":81.5,""z"":88.5,""r"":4},{""x"":84.7,""z"":77,""r"":4},{""x"":77.4,""z"":72.3,""r"":4}]",[4000010],3000,,,[4000020],10000,
2020101,"[2020101,2020101,2020101,2020101,2020102,2020102]",0,"[{""x"":23.7,""z"":46,""r"":4},{""x"":16,""z"":55.6,""r"":4},{""x"":19.5,""z"":38.4,""r"":4}]",[4000010],3000,,,[4000080],10000,
2020102,"[2020101,2020101,2020101,2020101,2020101,2020102,2020102]",0,"[{""x"":23.7,""z"":46,""r"":4},{""x"":16,""z"":55.6,""r"":4},{""x"":19.5,""z"":38.4,""r"":4}]",[4000010],3000,,,[4000080],10000,
2020103,"[2020101,2020101,2020101,2020101,2020102,2020102]",0,"[{""x"":19,""z"":85,""r"":4},{""x"":8.8,""z"":82.1,""r"":4},{""x"":16.3,""z"":77,""r"":4}]",[4000010],3000,,,[4000080],10000,
2020104,"[2020101,2020101,2020101,2020101,2020101,2020102,2020102]",0,"[{""x"":19,""z"":85,""r"":4},{""x"":8.8,""z"":82.1,""r"":4},{""x"":16.3,""z"":77,""r"":4}]",[4000010],3000,,,[4000080],10000,
2020105,"[2020101,2020101,2020101,2020101,2020102,2020102,2020103]",0,"[{""x"":81.5,""z"":88.5,""r"":4},{""x"":84.7,""z"":77,""r"":4},{""x"":77.4,""z"":72.3,""r"":4}]",[4000010],3000,,,[4000080],10000,
2020201,"[2020201,2020201,2020201,2020201,2020202,2020202]",0,"[{""x"":23.7,""z"":46,""r"":4},{""x"":16,""z"":55.6,""r"":4},{""x"":19.5,""z"":38.4,""r"":4}]",[4000010],3000,,,[4000150],10000,
2020202,"[2020201,2020201,2020201,2020201,2020201,2020202,2020202]",0,"[{""x"":23.7,""z"":46,""r"":4},{""x"":16,""z"":55.6,""r"":4},{""x"":19.5,""z"":38.4,""r"":4}]",[4000010],3000,,,[4000150],10000,
2020203,"[2020201,2020201,2020201,2020201,2020202,2020202]",0,"[{""x"":19,""z"":85,""r"":4},{""x"":8.8,""z"":82.1,""r"":4},{""x"":16.3,""z"":77,""r"":4}]",[4000010],3000,,,[4000150],10000,
2020204,"[2020201,2020201,2020201,2020201,2020201,2020202,2020202]",0,"[{""x"":19,""z"":85,""r"":4},{""x"":8.8,""z"":82.1,""r"":4},{""x"":16.3,""z"":77,""r"":4}]",[4000010],3000,,,[4000150],10000,
2020205,"[2020201,2020201,2020201,2020201,2020202,2020202,2020203]",0,"[{""x"":81.5,""z"":88.5,""r"":4},{""x"":84.7,""z"":77,""r"":4},{""x"":77.4,""z"":72.3,""r"":4}]",[4000010],3000,,,[4000150],10000,
2021001,"[2021001,2021001,2021001,2021001,2021002,2021002]",0,"[{""x"":7.4,""z"":79,""r"":4},{""x"":12.7,""z"":71.5,""r"":4},{""x"":26.3,""z"":72.5,""r"":4}]",[4000010],3000,[4000020],10000,,,
2021002,"[2021001,2021001,2021001,2021001,2021002,2021002,2021002]",0,"[{""x"":7.4,""z"":79,""r"":4},{""x"":31.7,""z"":83.5,""r"":4},{""x"":26.3,""z"":72.5,""r"":4}]",[4000010],3000,[4000020],10000,,,
2021003,"[2021001,2021001,2021001,2021001,2021002,2021002]",0,"[{""x"":39.8,""z"":53.7,""r"":4},{""x"":44,""z"":42.5,""r"":4},{""x"":37.2,""z"":39.3,""r"":4}]",[4000010],3000,[4000020],10000,,,
2021004,"[2021001,2021001,2021001,2021001,2021002,2021002,2021002]",0,"[{""x"":39.8,""z"":53.7,""r"":4},{""x"":19.8,""z"":48.9,""r"":4},{""x"":37.2,""z"":39.3,""r"":4}]",[4000010],3000,[4000020],10000,,,
2021005,"[2021001,2021001,2021001,2021002,2021002,2021002,2021003]",0,"[{""x"":73.6,""z"":33.4,""r"":4},{""x"":77.3,""z"":43,""r"":4},{""x"":88.6,""z"":25.9,""r"":4},{""x"":88,""z"":44,""r"":4}]",[4000010],3000,[4000020],10000,,,
2021101,"[2021101,2021101,2021101,2021101,2021102,2021102]",0,"[{""x"":7.4,""z"":79,""r"":4},{""x"":12.7,""z"":71.5,""r"":4},{""x"":26.3,""z"":72.5,""r"":4}]",[4000010],3000,[4000090],10000,,,
2021102,"[2021101,2021101,2021101,2021101,2021102,2021102,2021102]",0,"[{""x"":7.4,""z"":79,""r"":4},{""x"":31.7,""z"":83.5,""r"":4},{""x"":26.3,""z"":72.5,""r"":4}]",[4000010],3000,[4000090],10000,,,
2021103,"[2021101,2021101,2021101,2021101,2021102,2021102]",0,"[{""x"":39.8,""z"":53.7,""r"":4},{""x"":44,""z"":42.5,""r"":4},{""x"":37.2,""z"":39.3,""r"":4}]",[4000010],3000,[4000090],10000,,,
2021104,"[2021101,2021101,2021101,2021101,2021102,2021102,2021102]",0,"[{""x"":39.8,""z"":53.7,""r"":4},{""x"":19.8,""z"":48.9,""r"":4},{""x"":37.2,""z"":39.3,""r"":4}]",[4000010],3000,[4000090],10000,,,
2021105,"[2021101,2021101,2021101,2021102,2021102,2021102,2021103]",0,"[{""x"":73.6,""z"":33.4,""r"":4},{""x"":77.3,""z"":43,""r"":4},{""x"":88.6,""z"":25.9,""r"":4},{""x"":88,""z"":44,""r"":4}]",[4000010],3000,[4000090],10000,,,
2021201,"[2021201,2021201,2021201,2021201,2021202,2021202]",0,"[{""x"":7.4,""z"":79,""r"":4},{""x"":12.7,""z"":71.5,""r"":4},{""x"":26.3,""z"":72.5,""r"":4}]",[4000010],3000,[4000120],10000,,,
2021202,"[2021201,2021201,2021201,2021201,2021202,2021202,2021202]",0,"[{""x"":7.4,""z"":79,""r"":4},{""x"":31.7,""z"":83.5,""r"":4},{""x"":26.3,""z"":72.5,""r"":4}]",[4000010],3000,[4000120],10000,,,
2021203,"[2021201,2021201,2021201,2021201,2021202,2021202]",0,"[{""x"":39.8,""z"":53.7,""r"":4},{""x"":44,""z"":42.5,""r"":4},{""x"":37.2,""z"":39.3,""r"":4}]",[4000010],3000,[4000120],10000,,,
2021204,"[2021201,2021201,2021201,2021201,2021202,2021202,2021202]",0,"[{""x"":39.8,""z"":53.7,""r"":4},{""x"":19.8,""z"":48.9,""r"":4},{""x"":37.2,""z"":39.3,""r"":4}]",[4000010],3000,[4000120],10000,,,
2021205,"[2021201,2021201,2021201,2021202,2021202,2021202,2021203]",0,"[{""x"":73.6,""z"":33.4,""r"":4},{""x"":77.3,""z"":43,""r"":4},{""x"":88.6,""z"":25.9,""r"":4},{""x"":88,""z"":44,""r"":4}]",[4000010],3000,[4000120],10000,,,
2022001,"[2022001,2022001,2022001,2022001,2022002,2022002]",0,"[{""x"":23.7,""z"":46,""r"":4},{""x"":16,""z"":55.6,""r"":4},{""x"":19.5,""z"":38.4,""r"":4}]",[4000010],3000,[4000020],10000,,,
2022002,"[2022001,2022001,2022001,2022001,2022001,2022002,2022002]",0,"[{""x"":23.7,""z"":46,""r"":4},{""x"":16,""z"":55.6,""r"":4},{""x"":19.5,""z"":38.4,""r"":4}]",[4000010],3000,[4000020],10000,,,
2022003,"[2022001,2022001,2022001,2022001,2022002,2022002]",0,"[{""x"":61,""z"":45.6,""r"":4},{""x"":53,""z"":45.7,""r"":4},{""x"":49.5,""z"":38.7,""r"":4}]",[4000010],3000,[4000020],10000,,,
2022004,"[2022001,2022001,2022001,2022001,2022001,2022002,2022002]",0,"[{""x"":61,""z"":45.6,""r"":4},{""x"":53,""z"":45.7,""r"":4},{""x"":49.5,""z"":38.7,""r"":4}]",[4000010],3000,[4000020],10000,,,
2022005,"[2022001,2022001,2022001,2022001,2022002,2022002,2022003]",0,"[{""x"":78,""z"":37.6,""r"":4},{""x"":89.6,""z"":34.5,""r"":4},{""x"":84.9,""z"":22.9,""r"":4}]",[4000010],3000,[4000020],10000,,,
2022101,"[2022101,2022101,2022101,2022101,2022102,2022102]",0,"[{""x"":23.7,""z"":46,""r"":4},{""x"":16,""z"":55.6,""r"":4},{""x"":19.5,""z"":38.4,""r"":4}]",[4000010],3000,[4000100],10000,,,
2022102,"[2022101,2022101,2022101,2022101,2022101,2022102,2022102]",0,"[{""x"":23.7,""z"":46,""r"":4},{""x"":16,""z"":55.6,""r"":4},{""x"":19.5,""z"":38.4,""r"":4}]",[4000010],3000,[4000100],10000,,,
2022103,"[2022101,2022101,2022101,2022101,2022102,2022102]",0,"[{""x"":61,""z"":45.6,""r"":4},{""x"":53,""z"":45.7,""r"":4},{""x"":49.5,""z"":38.7,""r"":4}]",[4000010],3000,[4000100],10000,,,
2022104,"[2022101,2022101,2022101,2022101,2022101,2022102,2022102]",0,"[{""x"":61,""z"":45.6,""r"":4},{""x"":53,""z"":45.7,""r"":4},{""x"":49.5,""z"":38.7,""r"":4}]",[4000010],3000,[4000100],10000,,,
2022105,"[2022101,2022101,2022101,2022101,2022102,2022102,2022103]",0,"[{""x"":78,""z"":37.6,""r"":4},{""x"":89.6,""z"":34.5,""r"":4},{""x"":84.9,""z"":22.9,""r"":4}]",[4000010],3000,[4000100],10000,,,
2022201,"[2022201,2022201,2022201,2022201,2022202,2022202]",0,"[{""x"":23.7,""z"":46,""r"":4},{""x"":16,""z"":55.6,""r"":4},{""x"":19.5,""z"":38.4,""r"":4}]",[4000010],3000,[4000130],10000,,,
2022202,"[2022201,2022201,2022201,2022201,2022201,2022202,2022202]",0,"[{""x"":23.7,""z"":46,""r"":4},{""x"":16,""z"":55.6,""r"":4},{""x"":19.5,""z"":38.4,""r"":4}]",[4000010],3000,[4000130],10000,,,
2022203,"[2022201,2022201,2022201,2022201,2022202,2022202]",0,"[{""x"":61,""z"":45.6,""r"":4},{""x"":53,""z"":45.7,""r"":4},{""x"":49.5,""z"":38.7,""r"":4}]",[4000010],3000,[4000130],10000,,,
2022204,"[2022201,2022201,2022201,2022201,2022201,2022202,2022202]",0,"[{""x"":61,""z"":45.6,""r"":4},{""x"":53,""z"":45.7,""r"":4},{""x"":49.5,""z"":38.7,""r"":4}]",[4000010],3000,[4000130],10000,,,
2022205,"[2022201,2022201,2022201,2022201,2022202,2022202,2022203]",0,"[{""x"":78,""z"":37.6,""r"":4},{""x"":89.6,""z"":34.5,""r"":4},{""x"":84.9,""z"":22.9,""r"":4}]",[4000010],3000,[4000130],10000,,,
2023001,"[2023001,2023001,2023001,2023001,2023002,2023002]",0,"[{""x"":50,""z"":36.5,""r"":4},{""x"":44,""z"":29.5,""r"":4},{""x"":39.5,""z"":23,""r"":4}]",[4000010],3000,[4000020],10000,,,
2023002,"[2023001,2023001,2023001,2023001,2023001,2023002,2023002]",0,"[{""x"":50,""z"":36.5,""r"":4},{""x"":39,""z"":17.5,""r"":4},{""x"":39.5,""z"":23,""r"":4}]",[4000010],3000,[4000020],10000,,,
2023003,"[2023001,2023001,2023001,2023001,2023002,2023002]",0,"[{""x"":8.5,""z"":32.7,""r"":4},{""x"":17,""z"":26.9,""r"":4},{""x"":11.7,""z"":8.1,""r"":4}]",[4000010],3000,[4000020],10000,,,
2023004,"[2023001,2023001,2023001,2023001,2023001,2023002,2023002]",0,"[{""x"":8.5,""z"":32.7,""r"":4},{""x"":10.9,""z"":16.4,""r"":4},{""x"":11.7,""z"":8.1,""r"":4}]",[4000010],3000,[4000020],10000,,,
2023005,"[2023001,2023001,2023001,2023001,2023002,2023002,2023003]",0,"[{""x"":11.7,""z"":85,""r"":4},{""x"":11.5,""z"":67.5,""r"":4},{""x"":24,""z"":83,""r"":4}]",[4000010],3000,[4000020],10000,,,
2023101,"[2023101,2023101,2023101,2023101,2023102,2023102]",0,"[{""x"":50,""z"":36.5,""r"":4},{""x"":44,""z"":29.5,""r"":4},{""x"":39.5,""z"":23,""r"":4}]",[4000010],3000,[4000090],10000,,,
2023102,"[2023101,2023101,2023101,2023101,2023101,2023102,2023102]",0,"[{""x"":50,""z"":36.5,""r"":4},{""x"":39,""z"":17.5,""r"":4},{""x"":39.5,""z"":23,""r"":4}]",[4000010],3000,[4000090],10000,,,
2023103,"[2023101,2023101,2023101,2023101,2023102,2023102]",0,"[{""x"":8.5,""z"":32.7,""r"":4},{""x"":17,""z"":26.9,""r"":4},{""x"":11.7,""z"":8.1,""r"":4}]",[4000010],3000,[4000090],10000,,,
2023104,"[2023101,2023101,2023101,2023101,2023101,2023102,2023102]",0,"[{""x"":8.5,""z"":32.7,""r"":4},{""x"":10.9,""z"":16.4,""r"":4},{""x"":11.7,""z"":8.1,""r"":4}]",[4000010],3000,[4000090],10000,,,
2023105,"[2023101,2023101,2023101,2023101,2023102,2023102,2023103]",0,"[{""x"":11.7,""z"":85,""r"":4},{""x"":11.5,""z"":67.5,""r"":4},{""x"":24,""z"":83,""r"":4}]",[4000010],3000,[4000090],10000,,,
2023201,"[2023201,2023201,2023201,2023201,2023202,2023202]",0,"[{""x"":50,""z"":36.5,""r"":4},{""x"":44,""z"":29.5,""r"":4},{""x"":39.5,""z"":23,""r"":4}]",[4000010],3000,[4000140],10000,,,
2023202,"[2023201,2023201,2023201,2023201,2023201,2023202,2023202]",0,"[{""x"":50,""z"":36.5,""r"":4},{""x"":39,""z"":17.5,""r"":4},{""x"":39.5,""z"":23,""r"":4}]",[4000010],3000,[4000140],10000,,,
2023203,"[2023201,2023201,2023201,2023201,2023202,2023202]",0,"[{""x"":8.5,""z"":32.7,""r"":4},{""x"":17,""z"":26.9,""r"":4},{""x"":11.7,""z"":8.1,""r"":4}]",[4000010],3000,[4000140],10000,,,
2023204,"[2023201,2023201,2023201,2023201,2023201,2023202,2023202]",0,"[{""x"":8.5,""z"":32.7,""r"":4},{""x"":10.9,""z"":16.4,""r"":4},{""x"":11.7,""z"":8.1,""r"":4}]",[4000010],3000,[4000140],10000,,,
2023205,"[2023201,2023201,2023201,2023201,2023202,2023202,2023203]",0,"[{""x"":11.7,""z"":85,""r"":4},{""x"":11.5,""z"":67.5,""r"":4},{""x"":24,""z"":83,""r"":4}]",[4000010],3000,[4000140],10000,,,
2024001,"[2024001,2024001,2024001,2024001,2024002,2024002]",0,"[{""x"":53.2,""z"":88,""r"":4},{""x"":62.1,""z"":80.7,""r"":4},{""x"":52,""z"":79,""r"":4}]",[4000010],3000,[4000020],10000,,,
2024002,"[2024001,2024001,2024001,2024001,2024001,2024002,2024002]",0,"[{""x"":53.2,""z"":88,""r"":4},{""x"":55.5,""z"":58.3,""r"":4},{""x"":52,""z"":79,""r"":4}]",[4000010],3000,[4000020],10000,,,
2024003,"[2024001,2024001,2024001,2024001,2024002,2024002]",0,"[{""x"":11.7,""z"":85,""r"":4},{""x"":11.5,""z"":67.5,""r"":4},{""x"":24,""z"":83,""r"":4}]",[4000010],3000,[4000020],10000,,,
2024004,"[2024001,2024001,2024001,2024001,2024001,2024002,2024002]",0,"[{""x"":11.7,""z"":85,""r"":4},{""x"":27.2,""z"":60,""r"":4},{""x"":24,""z"":83,""r"":4}]",[4000010],3000,[4000020],10000,,,
2024005,"[2024001,2024001,2024001,2024001,2024002,2024002,2024003]",0,"[{""x"":50,""z"":36.5,""r"":4},{""x"":44,""z"":29.5,""r"":4},{""x"":39.5,""z"":23,""r"":4},{""x"":39,""z"":17.5,""r"":4}]",[4000010],3000,[4000020],10000,,,
2024101,"[2024101,2024101,2024101,2024101,2024102,2024102]",0,"[{""x"":53.2,""z"":88,""r"":4},{""x"":62.1,""z"":80.7,""r"":4},{""x"":52,""z"":79,""r"":4}]",[4000010],3000,[4000100],10000,,,
2024102,"[2024101,2024101,2024101,2024101,2024101,2024102,2024102]",0,"[{""x"":53.2,""z"":88,""r"":4},{""x"":55.5,""z"":58.3,""r"":4},{""x"":52,""z"":79,""r"":4}]",[4000010],3000,[4000100],10000,,,
2024103,"[2024101,2024101,2024101,2024101,2024102,2024102]",0,"[{""x"":11.7,""z"":85,""r"":4},{""x"":11.5,""z"":67.5,""r"":4},{""x"":24,""z"":83,""r"":4}]",[4000010],3000,[4000100],10000,,,
2024104,"[2024101,2024101,2024101,2024101,2024101,2024102,2024102]",0,"[{""x"":11.7,""z"":85,""r"":4},{""x"":27.2,""z"":60,""r"":4},{""x"":24,""z"":83,""r"":4}]",[4000010],3000,[4000100],10000,,,
2024105,"[2024101,2024101,2024101,2024101,2024102,2024102,2024103]",0,"[{""x"":50,""z"":36.5,""r"":4},{""x"":44,""z"":29.5,""r"":4},{""x"":39.5,""z"":23,""r"":4},{""x"":39,""z"":17.5,""r"":4}]",[4000010],3000,[4000100],10000,,,
2024201,"[2024201,2024201,2024201,2024201,2024202,2024202]",0,"[{""x"":53.2,""z"":88,""r"":4},{""x"":62.1,""z"":80.7,""r"":4},{""x"":52,""z"":79,""r"":4}]",[4000010],3000,[4000150],10000,,,
2024202,"[2024201,2024201,2024201,2024201,2024201,2024202,2024202]",0,"[{""x"":53.2,""z"":88,""r"":4},{""x"":55.5,""z"":58.3,""r"":4},{""x"":52,""z"":79,""r"":4}]",[4000010],3000,[4000150],10000,,,
2024203,"[2024201,2024201,2024201,2024201,2024202,2024202]",0,"[{""x"":11.7,""z"":85,""r"":4},{""x"":11.5,""z"":67.5,""r"":4},{""x"":24,""z"":83,""r"":4}]",[4000010],3000,[4000150],10000,,,
2024204,"[2024201,2024201,2024201,2024201,2024201,2024202,2024202]",0,"[{""x"":11.7,""z"":85,""r"":4},{""x"":27.2,""z"":60,""r"":4},{""x"":24,""z"":83,""r"":4}]",[4000010],3000,[4000150],10000,,,
2024205,"[2024201,2024201,2024201,2024201,2024202,2024202,2024203]",0,"[{""x"":50,""z"":36.5,""r"":4},{""x"":44,""z"":29.5,""r"":4},{""x"":39.5,""z"":23,""r"":4},{""x"":39,""z"":17.5,""r"":4}]",[4000010],3000,[4000150],10000,,,
2025001,"[2025001,2025001,2025001,2025001,2025002,2025002]",0,"[{""x"":27.3,""z"":74.3,""r"":4},{""x"":24.6,""z"":82.2,""r"":4},{""x"":34.8,""z"":70,""r"":4}]",[4000010],3000,,,[4000020],10000,
2025002,"[2025001,2025001,2025001,2025001,2025001,2025002,2025002]",0,"[{""x"":27.3,""z"":74.3,""r"":4},{""x"":24.6,""z"":82.2,""r"":4},{""x"":34.8,""z"":70,""r"":4}]",[4000010],3000,,,[4000020],10000,
2025003,"[2025001,2025001,2025001,2025001,2025002,2025002]",0,"[{""x"":54.1,""z"":80.4,""r"":4},{""x"":50.6,""z"":87,""r"":4},{""x"":55.5,""z"":75.1,""r"":4}]",[4000010],3000,,,[4000020],10000,
2025004,"[2025001,2025001,2025001,2025001,2025001,2025002,2025002]",0,"[{""x"":54.1,""z"":80.4,""r"":4},{""x"":50.6,""z"":87,""r"":4},{""x"":55.5,""z"":75.1,""r"":4}]",[4000010],3000,,,[4000020],10000,
2025005,"[2025001,2025001,2025001,2025001,2025002,2025002,2025003]",0,"[{""x"":78,""z"":86,""r"":4},{""x"":84,""z"":93.4,""r"":4},{""x"":72.5,""z"":80.3,""r"":4},{""x"":85,""z"":80.4,""r"":4}]",[4000010],3000,,,[4000020],10000,
2025101,"[2025101,2025101,2025101,2025101,2025102,2025102]",0,"[{""x"":27.3,""z"":74.3,""r"":4},{""x"":24.6,""z"":82.2,""r"":4},{""x"":34.8,""z"":70,""r"":4}]",[4000010],3000,,,[4000090],10000,
2025102,"[2025101,2025101,2025101,2025101,2025101,2025102,2025102]",0,"[{""x"":27.3,""z"":74.3,""r"":4},{""x"":24.6,""z"":82.2,""r"":4},{""x"":34.8,""z"":70,""r"":4}]",[4000010],3000,,,[4000090],10000,
2025103,"[2025101,2025101,2025101,2025101,2025102,2025102]",0,"[{""x"":54.1,""z"":80.4,""r"":4},{""x"":50.6,""z"":87,""r"":4},{""x"":55.5,""z"":75.1,""r"":4}]",[4000010],3000,,,[4000090],10000,
2025104,"[2025101,2025101,2025101,2025101,2025101,2025102,2025102]",0,"[{""x"":54.1,""z"":80.4,""r"":4},{""x"":50.6,""z"":87,""r"":4},{""x"":55.5,""z"":75.1,""r"":4}]",[4000010],3000,,,[4000090],10000,
2025105,"[2025101,2025101,2025101,2025101,2025102,2025102,2025103]",0,"[{""x"":78,""z"":86,""r"":4},{""x"":84,""z"":93.4,""r"":4},{""x"":72.5,""z"":80.3,""r"":4},{""x"":85,""z"":80.4,""r"":4}]",[4000010],3000,,,[4000090],10000,
2025201,"[2025201,2025201,2025201,2025201,2025202,2025202]",0,"[{""x"":27.3,""z"":74.3,""r"":4},{""x"":24.6,""z"":82.2,""r"":4},{""x"":34.8,""z"":70,""r"":4}]",[4000010],3000,,,[4000120],10000,
2025202,"[2025201,2025201,2025201,2025201,2025201,2025202,2025202]",0,"[{""x"":27.3,""z"":74.3,""r"":4},{""x"":24.6,""z"":82.2,""r"":4},{""x"":34.8,""z"":70,""r"":4}]",[4000010],3000,,,[4000120],10000,
2025203,"[2025201,2025201,2025201,2025201,2025202,2025202]",0,"[{""x"":54.1,""z"":80.4,""r"":4},{""x"":50.6,""z"":87,""r"":4},{""x"":55.5,""z"":75.1,""r"":4}]",[4000010],3000,,,[4000120],10000,
2025204,"[2025201,2025201,2025201,2025201,2025201,2025202,2025202]",0,"[{""x"":54.1,""z"":80.4,""r"":4},{""x"":50.6,""z"":87,""r"":4},{""x"":55.5,""z"":75.1,""r"":4}]",[4000010],3000,,,[4000120],10000,
2025205,"[2025201,2025201,2025201,2025201,2025202,2025202,2025203]",0,"[{""x"":78,""z"":86,""r"":4},{""x"":84,""z"":93.4,""r"":4},{""x"":72.5,""z"":80.3,""r"":4},{""x"":85,""z"":80.4,""r"":4}]",[4000010],3000,,,[4000120],10000,
3001001,"[3001001,3001001,3001001,3001001,3001002,3001002]",0,"[{""x"":50.5,""z"":81.5,""r"":3},{""x"":55.5,""z"":76.5,""r"":3}]",[5000010],3000,[5000020],10000,,,
3001002,"[3001001,3001001,3001001,3001001,3001002,3001002]",0,"[{""x"":50.5,""z"":75.5,""r"":3},{""x"":55.5,""z"":76.5,""r"":3}]",[5000010],3000,[5000020],10000,,,
3001003,"[3001001,3001001,3001001,3001001,3001001,3001002]",0,"[{""x"":30.5,""z"":69.5,""r"":3},{""x"":21.5,""z"":69.5,""r"":3}]",[5000010],3000,[5000020],10000,,,
3001004,"[3001001,3001001,3001001,3001001,3001001,3001002]",0,"[{""x"":33.5,""z"":82.5,""r"":3},{""x"":28.5,""z"":81.5,""r"":3}]",[5000010],3000,[5000020],10000,,,
3001005,"[3001001,3001001,3001001,3001002,3001002,3001003]",0,"[{""x"":31.5,""z"":79.5,""r"":3},{""x"":25.5,""z"":76.5,""r"":3}]",[5000010],3000,[5000020],10000,,,
3001101,"[3001101,3001101,3001101,3001101,3001102,3001102]",0,"[{""x"":50.5,""z"":81.5,""r"":3},{""x"":55.5,""z"":76.5,""r"":3}]",[5000010],3000,[5000030],10000,,,
3001102,"[3001101,3001101,3001101,3001101,3001102,3001102]",0,"[{""x"":50.5,""z"":75.5,""r"":3},{""x"":55.5,""z"":76.5,""r"":3}]",[5000010],3000,[5000030],10000,,,
3001103,"[3001101,3001101,3001101,3001101,3001101,3001102]",0,"[{""x"":30.5,""z"":69.5,""r"":3},{""x"":21.5,""z"":69.5,""r"":3}]",[5000010],3000,[5000030],10000,,,
3001104,"[3001101,3001101,3001101,3001101,3001101,3001102]",0,"[{""x"":33.5,""z"":82.5,""r"":3},{""x"":28.5,""z"":81.5,""r"":3}]",[5000010],3000,[5000030],10000,,,
3001105,"[3001101,3001101,3001101,3001102,3001102,3001103]",0,"[{""x"":31.5,""z"":79.5,""r"":3},{""x"":25.5,""z"":76.5,""r"":3}]",[5000010],3000,[5000030],10000,,,
3001201,"[3001201,3001201,3001201,3001201,3001202,3001202]",0,"[{""x"":50.5,""z"":81.5,""r"":3},{""x"":55.5,""z"":76.5,""r"":3}]",[5000010],3000,[5000120],10000,,,
3001202,"[3001201,3001201,3001201,3001201,3001202,3001202]",0,"[{""x"":50.5,""z"":75.5,""r"":3},{""x"":55.5,""z"":76.5,""r"":3}]",[5000010],3000,[5000120],10000,,,
3001203,"[3001201,3001201,3001201,3001201,3001201,3001202]",0,"[{""x"":30.5,""z"":69.5,""r"":3},{""x"":21.5,""z"":69.5,""r"":3}]",[5000010],3000,[5000120],10000,,,
3001204,"[3001201,3001201,3001201,3001201,3001201,3001202]",0,"[{""x"":33.5,""z"":82.5,""r"":3},{""x"":28.5,""z"":81.5,""r"":3}]",[5000010],3000,[5000120],10000,,,
3001205,"[3001201,3001201,3001201,3001202,3001202,3001203]",0,"[{""x"":31.5,""z"":79.5,""r"":3},{""x"":25.5,""z"":76.5,""r"":3}]",[5000010],3000,[5000120],10000,,,
3002001,"[3002001,3002001,3002001,3002001,3002002,3002002]",0,"[{""x"":55.5,""z"":87.5,""r"":3},{""x"":50.5,""z"":87.5,""r"":3}]",[5000010],3000,[5000020],10000,,,
3002002,"[3002001,3002001,3002001,3002001,3002001,3002002,3002002]",0,"[{""x"":56.5,""z"":75.5,""r"":3},{""x"":51.5,""z"":75.5,""r"":3}]",[5000010],3000,[5000020],10000,,,
3002003,"[3002001,3002001,3002001,3002001,3002001,3002002]",0,"[{""x"":84.5,""z"":93.5,""r"":3},{""x"":82.5,""z"":92.5,""r"":3}]",[5000010],3000,[5000020],10000,,,
3002004,"[3002001,3002001,3002001,3002001,3002001,3002001,3002002]",0,"[{""x"":85.5,""z"":79.5,""r"":3},{""x"":79.5,""z"":79.5,""r"":3}]",[5000010],3000,[5000020],10000,,,
