id,init_open_ids,tigger_enter_id,enter_close_ids,finish_open_ids,ready_time,spawn_interval,pos,spawn_ids,story_spawn_ids,next_zone,movieTriger,end,
3012102,,"[""P5""]","[""T5""]",,1,1,"[21.5,0,51.3]","[3012103,3012104,3012105]",,0,0,,
3012201,"[""M102"",""T5""]","[""P7""]","[""T6""]","[""T6""]",1,1,"[22.1,0,82.7]","[3012201,3012202]",,3012202,0,,
3012202,,"[""P5""]","[""T5""]",,1,1,"[21.5,0,51.3]","[3012203,3012204,3012205]",,0,0,,
3013001,"[""M101"",""M4"",""M3"",""M104"",""T3""]","[""P5""]","[""T4""]","[""T4""]",1,1,"[21.5,0,51.3]","[3013001,3013002]",,3013002,0,,
3013002,,"[""P3""]","[""T3""]",,1,1,"[26,0,8.6]","[3013003,3013004,3013005]",,0,0,,
3013101,"[""M101"",""M4"",""M3"",""M104"",""T3""]","[""P5""]","[""T4""]","[""T4""]",1,1,"[21.5,0,51.3]","[3013101,3013102]",,3013102,0,,
3013102,,"[""P3""]","[""T3""]",,1,1,"[26,0,8.6]","[3013103,3013104,3013105]",,0,0,,
3013201,"[""M101"",""M4"",""M3"",""M104"",""T3""]","[""P5""]","[""T4""]","[""T4""]",1,1,"[21.5,0,51.3]","[3013201,3013202]",,3013202,0,,
3013202,,"[""P3""]","[""T3""]",,1,1,"[26,0,8.6]","[3013203,3013204,3013205]",,0,0,,
3014001,"[""M103"",""M1"",""M2"",""T2"",""M104""]","[""P0""]","[""T1""]","[""T1""]",1,1,"[79.4,0,13.5]","[3014001,3014002]",,3014002,0,,
3014002,,"[""P2""]","[""T2""]",,1,1,"[26,0,8.6]","[3014003,3014004,3014005]",,0,0,,
3014101,"[""M103"",""M1"",""M2"",""T2"",""M104""]","[""P0""]","[""T1""]","[""T1""]",1,1,"[79.4,0,13.5]","[3014101,3014102]",,3014102,0,,
3014102,,"[""P2""]","[""T2""]",,1,1,"[26,0,8.6]","[3014103,3014104,3014105]",,0,0,,
3014201,"[""M103"",""M1"",""M2"",""T2"",""M104""]","[""P0""]","[""T1""]","[""T1""]",1,1,"[79.4,0,13.5]","[3014201,3014202]",,3014202,0,,
3014202,,"[""P2""]","[""T2""]",,1,1,"[26,0,8.6]","[3014203,3014204,3014205]",,0,0,,
3015001,"[""M3"",""M4""]","[""P1""]","[""T3""]","[""T3""]",1,1,"[78,0,86]","[3015001,3015002]",,3015002,0,,
3015002,,"[""P4""]","[""T4""]",,1,1,"[78,0,53]","[3015003,3015004,3015005]",,0,0,,
3015101,"[""M3"",""M4""]","[""P1""]","[""T3""]","[""T3""]",1,1,"[78,0,86]","[3015101,3015102]",,3015102,0,,
3015102,,"[""P4""]","[""T4""]",,1,1,"[78,0,53]","[3015103,3015104,3015105]",,0,0,,
3015201,"[""M3"",""M4""]","[""P1""]","[""T3""]","[""T3""]",1,1,"[78,0,86]","[3015201,3015202]",,3015202,0,,
3015202,,"[""P4""]","[""T4""]",,1,1,"[78,0,53]","[3015203,3015204,3015205]",,0,0,,
3016001,"[""M7"",""M9""]","[""P6""]","[""T7""]","[""T7""]",1,1,"[27.3,0,74.3]","[3016001,3016002]",,3016002,0,,
3016002,,"[""P9""]","[""T9""]",,1,1,"[49,0,46]","[3016003,3016004,3016005]",,0,0,,
3016101,"[""M7"",""M9""]","[""P6""]","[""T7""]","[""T7""]",1,1,"[27.3,0,74.3]","[3016101,3016102]",,3016102,0,,
3016102,,"[""P9""]","[""T9""]",,1,1,"[49,0,46]","[3016103,3016104,3016105]",,0,0,,
3016201,"[""M7"",""M9""]","[""P6""]","[""T7""]","[""T7""]",1,1,"[27.3,0,74.3]","[3016201,3016202]",,3016202,0,,
3016202,,"[""P9""]","[""T9""]",,1,1,"[49,0,46]","[3016203,3016204,3016205]",,0,0,,
3017001,"[""M10"",""M11""]","[""P4""]","[""T11""]","[""T11""]",1,1,"[78,0,53]","[3017001,3017002]",,3017002,0,,
3017002,,"[""P10""]","[""T10""]",,1,1,"[49,0,46]","[3017003,3017004,3017005]",,0,0,,
3017101,"[""M10"",""M11""]","[""P4""]","[""T11""]","[""T11""]",1,1,"[78,0,53]","[3017101,3017102]",,3017102,0,,
3017102,,"[""P10""]","[""T10""]",,1,1,"[49,0,46]","[3017103,3017104,3017105]",,0,0,,
3017201,"[""M10"",""M11""]","[""P4""]","[""T11""]","[""T11""]",1,1,"[78,0,53]","[3017201,3017202]",,3017202,0,,
3017202,,"[""P10""]","[""T10""]",,1,1,"[49,0,46]","[3017203,3017204,3017205]",,0,0,,
3018001,"[""M6"",""T5"",""M101""]","[""P14""]","[""T6""]","[""T6""]",1,1,"[34,0,37]","[3018001,3018002]",,3018002,0,,
3018002,,"[""P5""]","[""T5""]",,1,1,"[89.1,0,28.3]","[3018003,3018004,3018005]",,0,0,,
3018101,"[""M6"",""T5"",""M101""]","[""P14""]","[""T6""]","[""T6""]",1,1,"[34,0,37]","[3018101,3018102]",,3018102,0,,
3018102,,"[""P5""]","[""T5""]",,1,1,"[89.1,0,28.3]","[3018103,3018104,3018105]",,0,0,,
3018201,"[""M6"",""T5"",""M101""]","[""P14""]","[""T6""]","[""T6""]",1,1,"[34,0,37]","[3018201,3018202]",,3018202,0,,
3018202,,"[""P5""]","[""T5""]",,1,1,"[89.1,0,28.3]","[3018203,3018204,3018205]",,0,0,,
3019001,"[""M5"",""M103"",""T13""]","[""P0""]","[""T5""]","[""T5""]",1,1,"[24,0,83]","[3019001,3019002]",,3019002,0,,
3019002,,"[""P6""]","[""T5"",""T14""]","[""T14""]",1,1,"[44,0,38]","[3019003,3019004]",,3019003,0,,
3019003,,"[""P13""]","[""T13""]",,1,1,"[81,0,12]",[3019005],,0,0,,
3019101,"[""M5"",""M103"",""T13""]","[""P0""]","[""T5""]","[""T5""]",1,1,"[24,0,83]","[3019101,3019102]",,3019102,0,,
3019102,,"[""P6""]","[""T5"",""T14""]","[""T14""]",1,1,"[44,0,38]","[3019103,3019104]",,3019103,0,,
3019103,,"[""P13""]","[""T13""]",,1,1,"[81,0,12]",[3019105],,0,0,,
3019201,"[""M5"",""M103"",""T13""]","[""P0""]","[""T5""]","[""T5""]",1,1,"[24,0,83]","[3019201,3019202]",,3019202,0,,
3019202,,"[""P6""]","[""T5"",""T14""]","[""T14""]",1,1,"[44,0,38]","[3019203,3019204]",,3019203,0,,
3019203,,"[""P13""]","[""T13""]",,1,1,"[81,0,12]",[3019205],,0,0,,
3020001,"[""M2"",""M102"",""T12"",""T15""]","[""P2""]","[""T11""]","[""T11""]",1,1,"[54,0,82]","[3020001,3020002]",,3020002,0,,
3020002,,"[""P12""]","[""T12"",""T16""]","[""T16""]",1,1,"[96,0,54]","[3020003,3020004]",,3020003,0,,
3020003,,"[""P15""]","[""T15""]",,1,1,"[81,0,12]",[3020005],,0,0,,
3020101,"[""M2"",""M102"",""T12"",""T15""]","[""P2""]","[""T11""]","[""T11""]",1,1,"[54,0,82]","[3020101,3020102]",,3020102,0,,
3020102,,"[""P12""]","[""T12"",""T16""]","[""T16""]",1,1,"[96,0,54]","[3020103,3020104]",,3020103,0,,
3020103,,"[""P15""]","[""T15""]",,1,1,"[81,0,12]",[3020105],,0,0,,
3020201,"[""M2"",""M102"",""T12"",""T15""]","[""P2""]","[""T11""]","[""T11""]",1,1,"[54,0,82]","[3020201,3020202]",,3020202,0,,
3020202,,"[""P12""]","[""T12"",""T16""]","[""T16""]",1,1,"[96,0,54]","[3020203,3020204]",,3020203,0,,
3020203,,"[""P15""]","[""T15""]",,1,1,"[81,0,12]",[3020205],,0,0,,
3021001,"[""M1"",""M2"",""T2"",""M101""]","[""P0""]","[""T1""]","[""T1""]",1,1,"[13.5,0,72]","[3021001,3021002]",,3021002,0,,
3021002,,"[""P2""]","[""T2""]",,1,1,"[71,0,76]","[3021003,3021004,3021005]",,0,0,,
3021101,"[""M1"",""M2"",""T2"",""M101""]","[""P0""]","[""T1""]","[""T1""]",1,1,"[13.5,0,72]","[3021101,3021102]",,3021102,0,,
3021102,,"[""P2""]","[""T2""]",,1,1,"[71,0,76]","[3021103,3021104,3021105]",,0,0,,
3021201,"[""M1"",""M2"",""T2"",""M101""]","[""P0""]","[""T1""]","[""T1""]",1,1,"[13.5,0,72]","[3021201,3021202]",,3021202,0,,
3021202,,"[""P2""]","[""T2""]",,1,1,"[71,0,76]","[3021203,3021204,3021205]",,0,0,,
3022001,"[""M11"",""M12"",""M101"",""M102""]","[""P14""]","[""T12""]","[""T12""]",1,1,"[34,0,37]","[3022001,3022002]",,3022002,0,,
3022002,,"[""P11""]","[""T11""]",,1,1,"[71,0,76]","[3022003,3022004,3022005]",,0,0,,
3022101,"[""M11"",""M12"",""M101"",""M102""]","[""P14""]","[""T12""]","[""T12""]",1,1,"[34,0,37]","[3022101,3022102]",,3022102,0,,
3022102,,"[""P11""]","[""T11""]",,1,1,"[71,0,76]","[3022103,3022104,3022105]",,0,0,,
3022201,"[""M11"",""M12"",""M101"",""M102""]","[""P14""]","[""T12""]","[""T12""]",1,1,"[34,0,37]","[3022201,3022202]",,3022202,0,,
3022202,,"[""P11""]","[""T11""]",,1,1,"[71,0,76]","[3022203,3022204,3022205]",,0,0,,
3023001,"[""M101"",""M15"",""M16"",""M102"",""M104"",""M103"",""M9"",""M10""]","[""P5""]","[""T15""]","[""T15""]",1,1,"[21.5,0,51.3]","[3023001,3023002]",,3023002,0,,
3023002,,"[""P16""]","[""T16"",""T9""]","[""T9""]",1,1,"[49.3,0,46.7]","[3023003,3023004]",,3023003,0,,
3023003,,"[""P10""]","[""T10""]",,1,1,"[76.3,0,74.8]",[3023005],,0,0,,
3023101,"[""M101"",""M15"",""M16"",""M102"",""M104"",""M103"",""M9"",""M10""]","[""P5""]","[""T15""]","[""T15""]",1,1,"[21.5,0,51.3]","[3023101,3023102]",,3023102,0,,
3023102,,"[""P16""]","[""T16"",""T9""]","[""T9""]",1,1,"[49.3,0,46.7]","[3023103,3023104]",,3023103,0,,
3023103,,"[""P10""]","[""T10""]",,1,1,"[76.3,0,74.8]",[3023105],,0,0,,
3023201,"[""M101"",""M15"",""M16"",""M102"",""M104"",""M103"",""M9"",""M10""]","[""P5""]","[""T15""]","[""T15""]",1,1,"[21.5,0,51.3]","[3023201,3023202]",,3023202,0,,
3023202,,"[""P16""]","[""T16"",""T9""]","[""T9""]",1,1,"[49.3,0,46.7]","[3023203,3023204]",,3023203,0,,
3023203,,"[""P10""]","[""T10""]",,1,1,"[76.3,0,74.8]",[3023205],,0,0,,
4001001,"[""M5"",""M6"",""M9"",""M10"",""M101""]","[""P0""]","[""T9""]","[""T9""]",1,1,"[87.5,0,19.4]","[4001001,4001002]",,4001002,0,,
4001002,,"[""P10""]","[""T10"",""T5""]","[""T5""]",1,1,"[32.3,0,23.4]","[4001003,4001004]",,4001003,0,,
4001003,,"[""P6""]","[""T6""]",,1,1,"[23.5,0,87.8]",[4001005],,0,0,,
4001101,"[""M5"",""M6"",""M9"",""M10"",""M101""]","[""P0""]","[""T9""]","[""T9""]",1,1,"[87.5,0,19.4]","[4001101,4001102]",,4001102,0,,
4001102,,"[""P10""]","[""T10"",""T5""]","[""T5""]",1,1,"[32.3,0,23.4]","[4001103,4001104]",,4001103,0,,
4001103,,"[""P6""]","[""T6""]",,1,1,"[23.5,0,87.8]",[4001105],,0,0,,
4001201,"[""M5"",""M6"",""M9"",""M10"",""M101""]","[""P0""]","[""T9""]","[""T9""]",1,1,"[87.5,0,19.4]","[4001201,4001202]",,4001202,0,,
4001202,,"[""P10""]","[""T10"",""T5""]","[""T5""]",1,1,"[32.3,0,23.4]","[4001203,4001204]",,4001203,0,,
4001203,,"[""P6""]","[""T6""]",,1,1,"[23.5,0,87.8]",[4001205],,0,0,,
4002001,"[""M13"",""M14"",""M2"",""M1"",""M101""]","[""P12""]","[""T14""]","[""T14""]",1,1,"[77.6,0,96.2]","[4002001,4002002]",,4002002,0,,
4002002,,"[""P13""]","[""T13"",""T2""]","[""T2""]",1,1,"[99.4,0,49.7]","[4002003,4002004]",,4002003,0,,
4002003,,"[""P1""]","[""T1""]",,1,1,"[87.5,0,17.8]",[4002005],,0,0,,
4002101,"[""M13"",""M14"",""M2"",""M1"",""M101""]","[""P12""]","[""T14""]","[""T14""]",1,1,"[77.6,0,96.2]","[4002101,4002102]",,4002102,0,,
4002102,,"[""P13""]","[""T13"",""T2""]","[""T2""]",1,1,"[99.4,0,49.7]","[4002103,4002104]",,4002103,0,,
4002103,,"[""P1""]","[""T1""]",,1,1,"[87.5,0,17.8]",[4002105],,0,0,,
4002201,"[""M13"",""M14"",""M2"",""M1"",""M101""]","[""P12""]","[""T14""]","[""T14""]",1,1,"[77.6,0,96.2]","[4002201,4002202]",,4002202,0,,
4002202,,"[""P13""]","[""T13"",""T2""]","[""T2""]",1,1,"[99.4,0,49.7]","[4002203,4002204]",,4002203,0,,
4002203,,"[""P1""]","[""T1""]",,1,1,"[87.5,0,17.8]",[4002205],,0,0,,
4003001,"[""M13"",""M14"",""M12"",""M11"",""M101""]","[""P13""]","[""T13""]","[""T13""]",1,1,"[108.6,0,49.2]","[4003001,4003002]",,4003002,0,,
4003002,,"[""P14""]","[""T12"",""T14""]","[""T12""]",1,1,"[87.4,0,89.7]","[4003003,4003004]",,4003003,0,,
4003003,,"[""P11""]","[""T11""]",,1,1,"[43.5,0,44.8]",[4003005],,0,0,,
4003101,"[""M13"",""M14"",""M12"",""M11"",""M101""]","[""P13""]","[""T13""]","[""T13""]",1,1,"[108.6,0,49.2]","[4003101,4003102]",,4003102,0,,
4003102,,"[""P14""]","[""T12"",""T14""]","[""T12""]",1,1,"[87.4,0,89.7]","[4003103,4003104]",,4003103,0,,
4003103,,"[""P11""]","[""T11""]",,1,1,"[43.5,0,44.8]",[4003105],,0,0,,
4003201,"[""M13"",""M14"",""M12"",""M11"",""M101""]","[""P13""]","[""T13""]","[""T13""]",1,1,"[108.6,0,49.2]","[4003201,4003202]",,4003202,0,,
4003202,,"[""P14""]","[""T12"",""T14""]","[""T12""]",1,1,"[87.4,0,89.7]","[4003203,4003204]",,4003203,0,,
4003203,,"[""P11""]","[""T11""]",,1,1,"[43.5,0,44.8]",[4003205],,0,0,,
4004001,"[""M5"",""M6"",""M7"",""M8"",""M101""]","[""P10""]","[""T5""]","[""T5""]",1,1,"[37.6,0,18.2]","[4004001,4004002]",,4004002,0,,
4004002,,"[""P6""]","[""T6"",""T7""]","[""T7""]",1,1,"[23.4,0,84.7]","[4004003,4004004]",,4004003,0,,
4004003,,"[""P8""]","[""T8""]",,1,1,"[83.5,0,101.8]",[4004005],,0,0,,
4004101,"[""M5"",""M6"",""M7"",""M8"",""M101""]","[""P10""]","[""T5""]","[""T5""]",1,1,"[37.6,0,18.2]","[4004101,4004102]",,4004102,0,,
4004102,,"[""P6""]","[""T6"",""T7""]","[""T7""]",1,1,"[23.4,0,84.7]","[4004103,4004104]",,4004103,0,,
4004103,,"[""P8""]","[""T8""]",,1,1,"[83.5,0,101.8]",[4004105],,0,0,,
4004201,"[""M5"",""M6"",""M7"",""M8"",""M101""]","[""P10""]","[""T5""]","[""T5""]",1,1,"[37.6,0,18.2]","[4004201,4004202]",,4004202,0,,
4004202,,"[""P6""]","[""T6"",""T7""]","[""T7""]",1,1,"[23.4,0,84.7]","[4004203,4004204]",,4004203,0,,
4004203,,"[""P8""]","[""T8""]",,1,1,"[83.5,0,101.8]",[4004205],,0,0,,
4005001,"[""M13"",""M14"",""M15"",""M16"",""M102""]","[""P10""]","[""T16""]","[""T16""]",1,1,"[22.5,0,14.5]","[4005001,4005002]",,4005002,0,,
4005002,,"[""P15""]","[""T15"",""T14""]","[""T14""]",1,1,"[37.4,0,46.7]","[4005003,4005004]",,4005003,0,,
4005003,,"[""P13""]","[""T13""]",,1,1,"[14.5,0,77.8]",[4005005],,0,0,,
4005101,"[""M13"",""M14"",""M15"",""M16"",""M102""]","[""P10""]","[""T16""]","[""T16""]",1,1,"[22.5,0,14.5]","[4005101,4005102]",,4005102,0,,
4005102,,"[""P15""]","[""T15"",""T14""]","[""T14""]",1,1,"[37.4,0,46.7]","[4005103,4005104]",,4005103,0,,
4005103,,"[""P13""]","[""T13""]",,1,1,"[14.5,0,77.8]",[4005105],,0,0,,
4005201,"[""M13"",""M14"",""M15"",""M16"",""M102""]","[""P10""]","[""T16""]","[""T16""]",1,1,"[22.5,0,14.5]","[4005201,4005202]",,4005202,0,,
4005202,,"[""P15""]","[""T15"",""T14""]","[""T14""]",1,1,"[37.4,0,46.7]","[4005203,4005204]",,4005203,0,,
4005203,,"[""P13""]","[""T13""]",,1,1,"[14.5,0,77.8]",[4005205],,0,0,,
4006001,"[""M3"",""M4"",""M17"",""M18"",""M102""]","[""P9""]","[""T18""]","[""T18""]",1,1,"[52.5,0,13.5]","[4006001,4006002]",,4006002,0,,
4006002,,"[""P17""]","[""T17"",""T4""]","[""T4""]",1,1,"[86.4,0,27.7]","[4006003,4006004]",,4006003,0,,
4006003,,"[""P3""]","[""T3""]",,1,1,"[74.5,0,77.8]",[4006005],,0,0,,
4006101,"[""M3"",""M4"",""M17"",""M18"",""M102""]","[""P9""]","[""T18""]","[""T18""]",1,1,"[52.5,0,13.5]","[4006101,4006102]",,4006102,0,,
4006102,,"[""P17""]","[""T17"",""T4""]","[""T4""]",1,1,"[86.4,0,27.7]","[4006103,4006104]",,4006103,0,,
4006103,,"[""P3""]","[""T3""]",,1,1,"[74.5,0,77.8]",[4006105],,0,0,,
4006201,"[""M3"",""M4"",""M17"",""M18"",""M102""]","[""P9""]","[""T18""]","[""T18""]",1,1,"[52.5,0,13.5]","[4006201,4006202]",,4006202,0,,
4006202,,"[""P17""]","[""T17"",""T4""]","[""T4""]",1,1,"[86.4,0,27.7]","[4006203,4006204]",,4006203,0,,
4006203,,"[""P3""]","[""T3""]",,1,1,"[74.5,0,77.8]",[4006205],,0,0,,
4007001,"[""M13"",""M14"",""M5"",""M6"",""M101""]","[""P17""]","[""T5""]","[""T5""]",1,1,"[84.5,0,36.5]","[4007001,4007002]",,4007002,0,,
4007002,,"[""P6""]","[""T6"",""T14""]","[""T14""]",1,1,"[40.4,0,47.7]","[4007003,4007004]",,4007003,0,,
4007003,,"[""P13""]","[""T13""]",,1,1,"[17.5,0,78.8]",[4007005],,0,0,,
4007101,"[""M13"",""M14"",""M5"",""M6"",""M101""]","[""P17""]","[""T5""]","[""T5""]",1,1,"[84.5,0,36.5]","[4007101,4007102]",,4007102,0,,
4007102,,"[""P6""]","[""T6"",""T14""]","[""T14""]",1,1,"[40.4,0,47.7]","[4007103,4007104]",,4007103,0,,
4007103,,"[""P13""]","[""T13""]",,1,1,"[17.5,0,78.8]",[4007105],,0,0,,
4007201,"[""M13"",""M14"",""M5"",""M6"",""M101""]","[""P17""]","[""T5""]","[""T5""]",1,1,"[84.5,0,36.5]","[4007201,4007202]",,4007202,0,,
4007202,,"[""P6""]","[""T6"",""T14""]","[""T14""]",1,1,"[40.4,0,47.7]","[4007203,4007204]",,4007203,0,,
4007203,,"[""P13""]","[""T13""]",,1,1,"[17.5,0,78.8]",[4007205],,0,0,,
4008001,"[""M1"",""M2"",""M11"",""M12"",""M101"",""M102""]","[""P0""]","[""T1""]","[""T1""]",1,1,"[16.5,0,83.5]","[4008001,4008002]",,4008002,0,,
4008002,,"[""P2""]","[""T2"",""T11""]","[""T11""]",1,1,"[71.4,0,86.7]","[4008003,4008004]",,4008003,0,,
4008003,,"[""P12""]","[""T12""]",,1,1,"[35.5,0,47.8]",[4008005],,0,0,,
4008101,"[""M1"",""M2"",""M11"",""M12"",""M101"",""M102""]","[""P0""]","[""T1""]","[""T1""]",1,1,"[16.5,0,83.5]","[4008101,4008102]",,4008102,0,,
4008102,,"[""P2""]","[""T2"",""T11""]","[""T11""]",1,1,"[71.4,0,86.7]","[4008103,4008104]",,4008103,0,,
4008103,,"[""P12""]","[""T12""]",,1,1,"[35.5,0,47.8]",[4008105],,0,0,,
4008201,"[""M1"",""M2"",""M11"",""M12"",""M101"",""M102""]","[""P0""]","[""T1""]","[""T1""]",1,1,"[16.5,0,83.5]","[4008201,4008202]",,4008202,0,,
4008202,,"[""P2""]","[""T2"",""T11""]","[""T11""]",1,1,"[71.4,0,86.7]","[4008203,4008204]",,4008203,0,,
4008203,,"[""P12""]","[""T12""]",,1,1,"[35.5,0,47.8]",[4008205],,0,0,,
4009001,"[""M7"",""M8"",""M13"",""M14""]","[""P11""]","[""T13""]","[""T13""]",1,1,"[31.5,0,12.5]","[4009001,4009002]",,4009002,0,,
4009002,,"[""P14""]","[""T14"",""T7""]","[""T7""]",1,1,"[18.4,0,49.7]","[4009003,4009004]",,4009003,0,,
4009003,,"[""P8""]","[""T8""]",,1,1,"[32.5,0,81.8]",[4009005],,0,0,,
4009101,"[""M7"",""M8"",""M13"",""M14""]","[""P11""]","[""T13""]","[""T13""]",1,1,"[31.5,0,12.5]","[4009101,4009102]",,4009102,0,,
4009102,,"[""P14""]","[""T14"",""T7""]","[""T7""]",1,1,"[18.4,0,49.7]","[4009103,4009104]",,4009103,0,,
4009103,,"[""P8""]","[""T8""]",,1,1,"[32.5,0,81.8]",[4009105],,0,0,,
4009201,"[""M7"",""M8"",""M13"",""M14""]","[""P11""]","[""T13""]","[""T13""]",1,1,"[31.5,0,12.5]","[4009201,4009202]",,4009202,0,,
4009202,,"[""P14""]","[""T14"",""T7""]","[""T7""]",1,1,"[18.4,0,49.7]","[4009203,4009204]",,4009203,0,,
4009203,,"[""P8""]","[""T8""]",,1,1,"[32.5,0,81.8]",[4009205],,0,0,,
4010001,"[""M3"",""M4"",""M17"",""M18""]","[""P0""]","[""T3""]","[""T3""]",1,1,"[78.5,0,13.5]","[4010001,4010002]",,4010002,0,,
4010002,,"[""P4""]","[""T4"",""T17""]","[""T17""]",1,1,"[67.4,0,41.7]","[4010003,4010004]",,4010003,0,,
4010003,,"[""P18""]","[""T18""]",,1,1,"[83.5,0,83.8]",[4010005],,0,0,,
4010101,"[""M3"",""M4"",""M17"",""M18""]","[""P0""]","[""T3""]","[""T3""]",1,1,"[78.5,0,13.5]","[4010101,4010102]",,4010102,0,,
4010102,,"[""P4""]","[""T4"",""T17""]","[""T17""]",1,1,"[67.4,0,41.7]","[4010103,4010104]",,4010103,0,,
4010103,,"[""P18""]","[""T18""]",,1,1,"[83.5,0,83.8]",[4010105],,0,0,,
4010201,"[""M3"",""M4"",""M17"",""M18""]","[""P0""]","[""T3""]","[""T3""]",1,1,"[78.5,0,13.5]","[4010201,4010202]",,4010202,0,,
4010202,,"[""P4""]","[""T4"",""T17""]","[""T17""]",1,1,"[67.4,0,41.7]","[4010203,4010204]",,4010203,0,,
4010203,,"[""P18""]","[""T18""]",,1,1,"[83.5,0,83.8]",[4010205],,0,0,,
4011001,"[""M5"",""M6"",""M7"",""M8""]","[""P4""]","[""T5""]","[""T5""]",1,1,"[65.5,0,41.5]","[4011001,4011002]",,4011002,0,,
4011002,,"[""P6""]","[""T6"",""T7""]","[""T7""]",1,1,"[17.4,0,49.7]","[4011003,4011004]",,4011003,0,,
4011003,,"[""P8""]","[""T8""]",,1,1,"[33.5,0,81.8]",[4011005],,0,0,,
4011101,"[""M5"",""M6"",""M7"",""M8""]","[""P4""]","[""T5""]","[""T5""]",1,1,"[65.5,0,41.5]","[4011101,4011102]",,4011102,0,,
4011102,,"[""P6""]","[""T6"",""T7""]","[""T7""]",1,1,"[17.4,0,49.7]","[4011103,4011104]",,4011103,0,,
4011103,,"[""P8""]","[""T8""]",,1,1,"[33.5,0,81.8]",[4011105],,0,0,,
4011201,"[""M5"",""M6"",""M7"",""M8""]","[""P4""]","[""T5""]","[""T5""]",1,1,"[65.5,0,41.5]","[4011201,4011202]",,4011202,0,,
4011202,,"[""P6""]","[""T6"",""T7""]","[""T7""]",1,1,"[17.4,0,49.7]","[4011203,4011204]",,4011203,0,,
4011203,,"[""P8""]","[""T8""]",,1,1,"[33.5,0,81.8]",[4011205],,0,0,,
4012001,"[""M11"",""M12"",""M15"",""M16""]","[""P1""]","[""T11""]","[""T11""]",1,1,"[27.5,0,15.5]","[4012001,4012002]",,4012002,0,,
4012002,,"[""P12""]","[""T12"",""T15""]","[""T15""]",1,1,"[68.4,0,42.7]","[4012003,4012004]",,4012003,0,,
4012003,,"[""P16""]","[""T16""]",,1,1,"[33.5,0,81.8]",[4012005],,0,0,,
4012101,"[""M11"",""M12"",""M15"",""M16""]","[""P1""]","[""T11""]","[""T11""]",1,1,"[27.5,0,15.5]","[4012101,4012102]",,4012102,0,,
4012102,,"[""P12""]","[""T12"",""T15""]","[""T15""]",1,1,"[68.4,0,42.7]","[4012103,4012104]",,4012103,0,,
4012103,,"[""P16""]","[""T16""]",,1,1,"[33.5,0,81.8]",[4012105],,0,0,,
4012201,"[""M11"",""M12"",""M15"",""M16""]","[""P1""]","[""T11""]","[""T11""]",1,1,"[27.5,0,15.5]","[4012201,4012202]",,4012202,0,,
4012202,,"[""P12""]","[""T12"",""T15""]","[""T15""]",1,1,"[68.4,0,42.7]","[4012203,4012204]",,4012203,0,,
4012203,,"[""P16""]","[""T16""]",,1,1,"[33.5,0,81.8]",[4012205],,0,0,,
7000100,"[""M4""]","[""P4""]","[""T4""]",,1,1,"[15,0,83]",[7000100],,0,0,,
7000200,"[""M4""]","[""P4""]","[""T4""]",,1,1,"[15,0,83]",[7000200],,0,0,,
7000300,"[""M4""]","[""P4""]","[""T4""]",,1,1,"[15,0,83]",[7000300],,0,0,,
7000400,"[""M4""]","[""P4""]","[""T4""]",,1,1,"[15,0,83]",[7000400],,0,0,,
7000500,"[""M4""]","[""P4""]","[""T4""]",,1,1,"[15,0,83]",[7000500],,0,0,,
7000600,"[""M4""]","[""P4""]","[""T4""]",,1,1,"[15,0,83]",[7000600],,0,0,,
7000700,"[""M4""]","[""P4""]","[""T4""]",,1,1,"[15,0,83]",[7000700],,0,0,,
7000800,"[""M4""]","[""P4""]","[""T4""]",,1,1,"[15,0,83]",[7000800],,0,0,,
7000900,"[""M4""]","[""P4""]","[""T4""]",,1,1,"[15,0,83]",[7000900],,0,0,,
7001000,"[""M4""]","[""P4""]","[""T4""]",,1,1,"[15,0,83]",[7001000],,0,0,,
7001100,"[""M4""]","[""P4""]","[""T4""]",,1,1,"[15,0,83]",[7001100],,0,0,,
7001200,"[""M4""]","[""P4""]","[""T4""]",,1,1,"[15,0,83]",[7001200],,0,0,,
7001300,"[""M4""]","[""P4""]","[""T4""]",,1,1,"[15,0,83]",[7001300],,0,0,,
7001400,"[""M4""]","[""P4""]","[""T4""]",,1,1,"[15,0,83]",[7001400],,0,0,,
7001500,"[""M4""]","[""P4""]","[""T4""]",,1,1,"[15,0,83]",[7001500],,0,0,,
8000100,,,,,1,1,"[77,18,27]",[8000100],,,0,,
8000200,,,,,1,1,"[11,0,16]",[8000200],,,0,,
8000300,,,,,1,1,"[78,0,86]",[8000300],,,0,,
8000400,,,,,1,1,"[63.2,0,15]",[8000400],,,0,,
8000500,,,,,1,1,"[76.3,0,74.8]",,,,0,,
8001100,,,,,1,1,"[77,18,27]",[8001100],,,0,,
8001200,,,,,1,1,"[11,0,16]",[8001200],,,0,,
8001300,,,,,1,1,"[78,0,86]",[8001300],,,0,,
8001400,,,,,1,1,"[63.2,0,15]",[8001400],,,0,,
8001500,,,,,1,1,"[76.3,0,74.8]",,,,0,,
8002100,,,,,1,1,"[77,18,27]",[8002100],,,0,,
8002200,,,,,1,1,"[11,0,16]",[8002200],,,0,,
8002300,,,,,1,1,"[78,0,86]",[8002300],,,0,,
8002400,,,,,1,1,"[63.2,0,15]",[8002400],,,0,,
8002500,,,,,1,1,"[76.3,0,74.8]",,,,0,,
8003100,,,,,1,1,"[77,18,27]",[8003100],,,0,,
