id,title,level,stageMax,aiCastType,aiCastDist,cost,cd,subCd,stack,needLv,needSpirit,needSkillId,needSkillLv,needItemId,needItemNum,desc,endRow
212030,死亡月舞曲31级,31,6,0,6,"{""sp"":[1000,0]}",0,0,1,61,110000,,,,,血月下施展无情的杀戮之舞，最高可造成2430%技能伤害,
212031,死亡月舞曲32级,32,6,0,6,"{""sp"":[1000,0]}",0,0,1,62,120000,,,,,血月下施展无情的杀戮之舞，最高可造成2460%技能伤害,
212032,死亡月舞曲33级,33,6,0,6,"{""sp"":[1000,0]}",0,0,1,63,130000,,,,,血月下施展无情的杀戮之舞，最高可造成2490%技能伤害,
212033,死亡月舞曲34级,34,6,0,6,"{""sp"":[1000,0]}",0,0,1,64,140000,,,,,血月下施展无情的杀戮之舞，最高可造成2520%技能伤害,
212034,死亡月舞曲35级,35,6,0,6,"{""sp"":[1000,0]}",0,0,1,65,150000,,,,,血月下施展无情的杀戮之舞，最高可造成2550%技能伤害,
212035,死亡月舞曲36级,36,6,0,6,"{""sp"":[1000,0]}",0,0,1,66,160000,,,,,血月下施展无情的杀戮之舞，最高可造成2580%技能伤害,
212036,死亡月舞曲37级,37,6,0,6,"{""sp"":[1000,0]}",0,0,1,67,170000,,,,,血月下施展无情的杀戮之舞，最高可造成2610%技能伤害,
212037,死亡月舞曲38级,38,6,0,6,"{""sp"":[1000,0]}",0,0,1,68,180000,,,,,血月下施展无情的杀戮之舞，最高可造成2640%技能伤害,
212038,死亡月舞曲39级,39,6,0,6,"{""sp"":[1000,0]}",0,0,1,69,190000,,,,,血月下施展无情的杀戮之舞，最高可造成2670%技能伤害,
212039,死亡月舞曲40级,40,6,0,6,"{""sp"":[1000,0]}",0,0,1,70,200000,,,,,血月下施展无情的杀戮之舞，最高可造成2700%技能伤害,
212040,死亡月舞曲41级,41,6,0,6,"{""sp"":[1000,0]}",0,0,1,71,210000,,,,,血月下施展无情的杀戮之舞，最高可造成2730%技能伤害,
212041,死亡月舞曲42级,42,6,0,6,"{""sp"":[1000,0]}",0,0,1,72,220000,,,,,血月下施展无情的杀戮之舞，最高可造成2760%技能伤害,
212042,死亡月舞曲43级,43,6,0,6,"{""sp"":[1000,0]}",0,0,1,73,230000,,,,,血月下施展无情的杀戮之舞，最高可造成2790%技能伤害,
212043,死亡月舞曲44级,44,6,0,6,"{""sp"":[1000,0]}",0,0,1,74,240000,,,,,血月下施展无情的杀戮之舞，最高可造成2820%技能伤害,
212044,死亡月舞曲45级,45,6,0,6,"{""sp"":[1000,0]}",0,0,1,75,250000,,,,,血月下施展无情的杀戮之舞，最高可造成2850%技能伤害,
212045,死亡月舞曲46级,46,6,0,6,"{""sp"":[1000,0]}",0,0,1,76,260000,,,,,血月下施展无情的杀戮之舞，最高可造成2880%技能伤害,
212046,死亡月舞曲47级,47,6,0,6,"{""sp"":[1000,0]}",0,0,1,77,270000,,,,,血月下施展无情的杀戮之舞，最高可造成2910%技能伤害,
212047,死亡月舞曲48级,48,6,0,6,"{""sp"":[1000,0]}",0,0,1,78,280000,,,,,血月下施展无情的杀戮之舞，最高可造成2940%技能伤害,
212048,死亡月舞曲49级,49,6,0,6,"{""sp"":[1000,0]}",0,0,1,79,290000,,,,,血月下施展无情的杀戮之舞，最高可造成2970%技能伤害,
212049,死亡月舞曲50级,50,6,0,6,"{""sp"":[1000,0]}",0,0,1,80,300000,,,,,血月下施展无情的杀戮之舞，最高可造成3000%技能伤害,
310100,普攻1,1,1,0,3.6,,1.1,0,1,1,0,,,,,普攻1,
310200,普攻2,1,1,0,2.8,,1,0,1,1,0,,,,,普攻2,
310300,普攻3,1,1,0,3.5,,1.3,0,1,1,0,,,,,普攻3,
310400,普攻4,1,1,0,4.5,,1.6,0,1,1,0,,,,,普攻4,
310500,翻滚,1,1,0,10,,3.5,0,2,1,0,,,,,翻滚,
311100,火焰斩,1,1,0,6,"{""mp"":[22,0]}",10,0,1,1,0,,,,,将火神力量灌注在剑刃的斩击，造成220%技能伤害,
311101,火焰斩,2,1,0,6,"{""mp"":[24,0]}",10,0,1,7,400,,,,,将火神力量灌注在剑刃的斩击，造成240%技能伤害,
311102,火焰斩,3,1,0,6,"{""mp"":[26,0]}",10,0,1,9,800,,,,,将火神力量灌注在剑刃的斩击，造成260%技能伤害,
311103,火焰斩,4,1,0,6,"{""mp"":[28,0]}",10,0,1,11,1200,,,,,将火神力量灌注在剑刃的斩击，造成280%技能伤害,
311104,火焰斩,5,1,0,6,"{""mp"":[30,0]}",10,0,1,14,1600,,,,,将火神力量灌注在剑刃的斩击，造成300%技能伤害,
311105,火焰斩,6,1,0,6,"{""mp"":[32,0]}",10,0,1,17,2000,,,,,将火神力量灌注在剑刃的斩击，造成320%技能伤害,
311106,火焰斩,7,1,0,6,"{""mp"":[34,0]}",10,0,1,21,2500,,,,,将火神力量灌注在剑刃的斩击，造成340%技能伤害,
311107,火焰斩,8,1,0,6,"{""mp"":[36,0]}",10,0,1,25,3000,,,,,将火神力量灌注在剑刃的斩击，造成360%技能伤害,
311108,火焰斩,9,1,0,6,"{""mp"":[38,0]}",10,0,1,30,3500,,,,,将火神力量灌注在剑刃的斩击，造成380%技能伤害,
311109,火焰斩,10,1,0,6,"{""mp"":[40,0]}",10,0,1,35,4000,,,,,将火神力量灌注在剑刃的斩击，造成400%技能伤害,
321100,怒龙斩,1,1,,,,,0,1,11,800,3111,3,,,按血量比例叠加攻击状态，血量越少攻击越高，2级进一步加强效果,
321101,怒龙斩,2,1,,,,,0,1,14,1600,3111,3,,,按血量比例叠加攻击状态，血量越少攻击越高，3级进一步加强效果,
321102,怒龙斩,3,1,,,,,0,1,17,2400,3111,3,,,按血量比例叠加攻击状态，血量越少攻击越高，4级进一步加强效果,
321103,怒龙斩,4,1,,,,,0,1,21,3200,3111,4,,,按血量比例叠加攻击状态，血量越少攻击越高，5级进一步加强效果,
321104,怒龙斩,5,1,,,,,0,1,25,4000,3111,5,,,按血量比例叠加攻击状态，血量越少攻击越高，6级进一步加强效果,
321105,怒龙斩,6,1,,,,,0,1,30,5500,3111,6,,,按血量比例叠加攻击状态，血量越少攻击越高，7级进一步加强效果,
321106,怒龙斩,7,1,,,,,0,1,35,7000,3111,7,,,按血量比例叠加攻击状态，血量越少攻击越高，8级进一步加强效果,
321107,怒龙斩,8,1,,,,,0,1,40,8500,3111,8,,,按血量比例叠加攻击状态，血量越少攻击越高，9级进一步加强效果,
321108,怒龙斩,9,1,,,,,0,1,45,10000,3111,9,,,按血量比例叠加攻击状态，血量越少攻击越高，10级进一步加强效果,
321109,怒龙斩,10,1,,,,,0,1,50,12000,3111,10,,,按血量比例叠加攻击状态，血量越少攻击越高,
331100,雷刃斩,1,1,,,,,0,1,21,1500,3211,4,,,将雷电附在刃上，暂时增加6.5%技能攻击,
331101,雷刃斩,2,1,,,,,0,1,25,3000,3211,4,,,将雷电附在刃上，暂时增加8%技能攻击,
331102,雷刃斩,3,1,,,,,0,1,30,4500,3211,4,,,将雷电附在刃上，暂时增加9.5%技能攻击,
331103,雷刃斩,4,1,,,,,0,1,35,6000,3211,4,,,将雷电附在刃上，暂时增加11%技能攻击,
331104,雷刃斩,5,1,,,,,0,1,40,8000,3211,5,,,将雷电附在刃上，暂时增加12.5%技能攻击,
331105,雷刃斩,6,1,,,,,0,1,45,10000,3211,6,,,将雷电附在刃上，暂时增加14%技能攻击,
331106,雷刃斩,7,1,,,,,0,1,50,12000,3211,7,,,将雷电附在刃上，暂时增加15.5%技能攻击,
331107,雷刃斩,8,1,,,,,0,1,55,14000,3211,8,,,将雷电附在刃上，暂时增加17%技能攻击,
331108,雷刃斩,9,1,,,,,0,1,60,16000,3211,9,,,将雷电附在刃上，暂时增加18.5%技能攻击,
331109,雷刃斩,10,1,,,,,0,1,65,18000,3211,10,,,将雷电附在刃上，暂时增加20%技能攻击,
311200,龙舞,1,2,0,6,"{""mp"":[44,0]}",20,0,1,8,600,3111,1,,,释放龙神的力量往前冲撞并挑击，造成130%冲撞技能伤害和200%挑击技能伤害,
311201,龙舞,2,2,0,6,"{""mp"":[48,0]}",20,0,1,10,1200,3111,2,,,释放龙神的力量往前冲撞并挑击，造成160%冲撞技能伤害和200%挑击技能伤害,
311202,龙舞,3,2,0,6,"{""mp"":[52,0]}",20,0,1,13,1800,3111,3,,,释放龙神的力量往前冲撞并挑击，造成190%冲撞技能伤害和200%挑击技能伤害,
311203,龙舞,4,2,0,6,"{""mp"":[56,0]}",20,0,1,16,2400,3111,4,,,释放龙神的力量往前冲撞并挑击，造成220%冲撞技能伤害和200%挑击技能伤害,
311204,龙舞,5,2,0,6,"{""mp"":[60,0]}",20,0,1,20,3000,3111,5,,,释放龙神的力量往前冲撞并挑击，造成250%冲撞技能伤害和200%挑击技能伤害,
311205,龙舞,6,2,0,6,"{""mp"":[64,0]}",20,0,1,24,4000,3111,6,,,释放龙神的力量往前冲撞并挑击，造成280%冲撞技能伤害和200%挑击技能伤害,
311206,龙舞,7,2,0,6,"{""mp"":[68,0]}",20,0,1,29,5000,3111,7,,,释放龙神的力量往前冲撞并挑击，造成310%冲撞技能伤害和200%挑击技能伤害,
311207,龙舞,8,2,0,6,"{""mp"":[72,0]}",20,0,1,34,6000,3111,8,,,释放龙神的力量往前冲撞并挑击，造成340%冲撞技能伤害和200%挑击技能伤害,
311208,龙舞,9,2,0,6,"{""mp"":[76,0]}",20,0,1,39,7000,3111,9,,,释放龙神的力量往前冲撞并挑击，造成370%冲撞技能伤害和200%挑击技能伤害,
311209,龙舞,10,2,0,6,"{""mp"":[80,0]}",20,0,1,44,8000,3111,10,,,释放龙神的力量往前冲撞并挑击，造成400%冲撞技能伤害和200%挑击技能伤害,
321200,龙剑,1,1,,,,,0,1,16,1200,3112,3,,,增加30%挑击伤害,
321201,龙剑,2,1,,,,,0,1,20,2400,3112,3,,,增加60%挑击伤害,
321202,龙剑,3,1,,,,,0,1,24,3600,3112,3,,,增加90%挑击伤害,
321203,龙剑,4,1,,,,,0,1,29,4800,3112,4,,,增加120%挑击伤害,
321204,龙剑,5,1,,,,,0,1,34,6000,3112,5,,,增加150%挑击伤害,
321205,龙剑,6,1,,,,,0,1,39,8000,3112,6,,,增加180%挑击伤害,
321206,龙剑,7,1,,,,,0,1,44,10000,3112,7,,,增加210%挑击伤害,
321207,龙剑,8,1,,,,,0,1,49,12000,3112,8,,,增加240%挑击伤害,
321208,龙剑,9,1,,,,,0,1,54,14000,3112,9,,,增加270%挑击伤害,
321209,龙剑,10,1,,,,,0,1,59,16000,3112,10,,,增加300%挑击伤害,
331200,龙吼,1,1,,,,,0,1,29,2000,3212,4,,,发出龙王般的咆哮，降低自身10%普防，增加12%普攻,
331201,龙吼,2,1,,,,,0,1,34,4000,3212,4,,,发出龙王般的咆哮，降低自身10%普防，增加14%普攻,
331202,龙吼,3,1,,,,,0,1,39,6000,3212,4,,,发出龙王般的咆哮，降低自身10%普防，增加16%普攻,
331203,龙吼,4,1,,,,,0,1,44,8000,3212,4,,,发出龙王般的咆哮，降低自身10%普防，增加18%普攻,
331204,龙吼,5,1,,,,,0,1,49,10000,3212,5,,,发出龙王般的咆哮，降低自身10%普防，增加20%普攻,
331205,龙吼,6,1,,,,,0,1,54,13000,3212,6,,,发出龙王般的咆哮，降低自身10%普防，增加22%普攻,
331206,龙吼,7,1,,,,,0,1,59,16000,3212,7,,,发出龙王般的咆哮，降低自身10%普防，增加24%普攻,
331207,龙吼,8,1,,,,,0,1,64,19000,3212,8,,,发出龙王般的咆哮，降低自身10%普防，增加26%普攻,
331208,龙吼,9,1,,,,,0,1,69,22000,3212,9,,,发出龙王般的咆哮，降低自身10%普防，增加28%普攻,
331209,龙吼,10,1,,,,,0,1,73,25000,3212,10,,,发出龙王般的咆哮，降低自身10%普防，增加30%普攻,
311300,恐惧威压,1,1,0,6,"{""mp"":[55,0]}",25,0,1,12,800,3111,1,,,沉默周围敌人，使敌人丧失战意，并造成160%伤害，持续2.2秒,
311301,恐惧威压,2,1,0,6,"{""mp"":[60,0]}",25,0,1,15,1600,3111,2,,,沉默周围敌人，使敌人丧失战意，并造成170%伤害，持续2.4秒,
311302,恐惧威压,3,1,0,6,"{""mp"":[65,0]}",25,0,1,19,2400,3111,3,,,沉默周围敌人，使敌人丧失战意，并造成180%伤害，持续2.6秒,
311303,恐惧威压,4,1,0,6,"{""mp"":[70,0]}",25,0,1,23,3200,3111,4,,,沉默周围敌人，使敌人丧失战意，并造成190%伤害，持续2.8秒,
311304,恐惧威压,5,1,0,6,"{""mp"":[75,0]}",25,0,1,28,4000,3111,5,,,沉默周围敌人，使敌人丧失战意，并造成200%伤害，持续3秒,
311305,恐惧威压,6,1,0,6,"{""mp"":[80,0]}",25,0,1,33,5500,3111,6,,,沉默周围敌人，使敌人丧失战意，并造成210%伤害，持续3.2秒,
311306,恐惧威压,7,1,0,6,"{""mp"":[85,0]}",25,0,1,38,7000,3111,7,,,沉默周围敌人，使敌人丧失战意，并造成220%伤害，持续3.4秒,
311307,恐惧威压,8,1,0,6,"{""mp"":[90,0]}",25,0,1,43,8500,3111,8,,,沉默周围敌人，使敌人丧失战意，并造成230%伤害，持续3.6秒,
311308,恐惧威压,9,1,0,6,"{""mp"":[95,0]}",25,0,1,48,10000,3111,9,,,沉默周围敌人，使敌人丧失战意，并造成240%伤害，持续3.8秒,
311309,恐惧威压,10,1,0,6,"{""mp"":[100,0]}",25,0,1,53,12000,3111,10,,,沉默周围敌人，使敌人丧失战意，并造成250%伤害，持续4秒,
321300,精神威压,1,1,,,,,0,1,23,1600,3113,3,,,对敌方进行精神打击，增加15%伤害加成,
321301,精神威压,2,1,,,,,0,1,28,3200,3113,3,,,对敌方进行精神打击，增加30%伤害加成,
321302,精神威压,3,1,,,,,0,1,33,4800,3113,3,,,对敌方进行精神打击，增加45%伤害加成,
321303,精神威压,4,1,,,,,0,1,38,6400,3113,4,,,对敌方进行精神打击，增加60%伤害加成,
321304,精神威压,5,1,,,,,0,1,43,8000,3113,5,,,对敌方进行精神打击，增加75%伤害加成,
321305,精神威压,6,1,,,,,0,1,48,11000,3113,6,,,对敌方进行精神打击，增加90%伤害加成,
321306,精神威压,7,1,,,,,0,1,53,14000,3113,7,,,对敌方进行精神打击，增加105%伤害加成,
321307,精神威压,8,1,,,,,0,1,58,17000,3113,8,,,对敌方进行精神打击，增加120%伤害加成,
321308,精神威压,9,1,,,,,0,1,63,20000,3113,9,,,对敌方进行精神打击，增加135%伤害加成,
321309,精神威压,10,1,,,,,0,1,68,24000,3113,10,,,对敌方进行精神打击，增加150%伤害加成,
331300,疾风威压,1,1,,,,,0,1,38,3000,3213,4,,,提升13%移动速度，持续1.65秒,
331301,疾风威压,2,1,,,,,0,1,43,6000,3213,4,,,提升16%移动速度，持续1.8秒,
331302,疾风威压,3,1,,,,,0,1,48,9000,3213,4,,,提升19%移动速度，持续1.95秒,
331303,疾风威压,4,1,,,,,0,1,53,12000,3213,4,,,提升22%移动速度，持续2.1秒,
331304,疾风威压,5,1,,,,,0,1,58,15000,3213,5,,,提升25%移动速度，持续2.25秒,
331305,疾风威压,6,1,,,,,0,1,63,20000,3213,6,,,提升28%移动速度，持续2.4秒,
331306,疾风威压,7,1,,,,,0,1,68,25000,3213,7,,,提升31%移动速度，持续2.55秒,
331307,疾风威压,8,1,,,,,0,1,72,30000,3213,8,,,提升34%移动速度，持续2.7秒,
331308,疾风威压,9,1,,,,,0,1,76,35000,3213,9,,,提升37%移动速度，持续2.85秒,
331309,疾风威压,10,1,,,,,0,1,79,40000,3213,10,,,提升40%移动速度，持续3秒,
311400,赤红风暴,1,2,0,6,"{""mp"":[77,0]}",35,0,1,18,500,3111,1,,,旋动剑刃引发赤红风暴，对附近敌人造成每次55%技能伤害，释放时可减免30%伤害,
311401,赤红风暴,2,2,0,6,"{""mp"":[84,0]}",35,0,1,22,1000,3111,2,,,旋动剑刃引发赤红风暴，对附近敌人造成每次60%技能伤害，释放时可减免30%伤害,
311402,赤红风暴,3,2,0,6,"{""mp"":[91,0]}",35,0,1,27,1500,3111,3,,,旋动剑刃引发赤红风暴，对附近敌人造成每次65%技能伤害，释放时可减免30%伤害,
311403,赤红风暴,4,2,0,6,"{""mp"":[98,0]}",35,0,1,32,2000,3111,4,,,旋动剑刃引发赤红风暴，对附近敌人造成每次70%技能伤害，释放时可减免30%伤害,
311404,赤红风暴,5,2,0,6,"{""mp"":[105,0]}",35,0,1,37,2500,3111,5,,,旋动剑刃引发赤红风暴，对附近敌人造成每次75%技能伤害，释放时可减免30%伤害,
311405,赤红风暴,6,2,0,6,"{""mp"":[112,0]}",35,0,1,42,3000,3111,6,,,旋动剑刃引发赤红风暴，对附近敌人造成每次80%技能伤害，释放时可减免30%伤害,
311406,赤红风暴,7,2,0,6,"{""mp"":[119,0]}",35,0,1,47,3500,3111,7,,,旋动剑刃引发赤红风暴，对附近敌人造成每次85%技能伤害，释放时可减免30%伤害,
311407,赤红风暴,8,2,0,6,"{""mp"":[126,0]}",35,0,1,52,4000,3111,8,,,旋动剑刃引发赤红风暴，对附近敌人造成每次90%技能伤害，释放时可减免30%伤害,
311408,赤红风暴,9,2,0,6,"{""mp"":[133,0]}",35,0,1,57,4500,3111,9,,,旋动剑刃引发赤红风暴，对附近敌人造成每次95%技能伤害，释放时可减免30%伤害,
311409,赤红风暴,10,2,0,6,"{""mp"":[140,0]}",35,0,1,62,5000,3111,10,,,旋动剑刃引发赤红风暴，对附近敌人造成每次100%技能伤害，释放时可减免30%伤害,
321400,血腥风暴,1,1,,,,,0,1,32,1000,3114,3,,,增加3%的风暴伤害,
321401,血腥风暴,2,1,,,,,0,1,37,2000,3114,3,,,增加6%的风暴伤害,
321402,血腥风暴,3,1,,,,,0,1,42,3000,3114,3,,,增加9%的风暴伤害,
321403,血腥风暴,4,1,,,,,0,1,47,4000,3114,4,,,增加12%的风暴伤害,
321404,血腥风暴,5,1,,,,,0,1,52,5000,3114,5,,,增加15%的风暴伤害,
321405,血腥风暴,6,1,,,,,0,1,57,6000,3114,6,,,增加18%的风暴伤害,
321406,血腥风暴,7,1,,,,,0,1,62,7000,3114,7,,,增加21%的风暴伤害,
321407,血腥风暴,8,1,,,,,0,1,67,8000,3114,8,,,增加24%的风暴伤害,
321408,血腥风暴,9,1,,,,,0,1,71,9000,3114,9,,,增加27%的风暴伤害,
321409,血腥风暴,10,1,,,,,0,1,75,10000,3114,10,,,增加30%的风暴伤害,
331400,千刃风暴,1,1,,,,,0,1,47,1500,3214,4,,,延长0.2秒风暴时间,
331401,千刃风暴,2,1,,,,,0,1,52,3000,3214,4,,,延长0.2秒风暴时间，增加3%的风暴伤害,
331402,千刃风暴,3,1,,,,,0,1,57,4500,3214,4,,,延长0.4秒风暴时间，增加3%的风暴伤害,
331403,千刃风暴,4,1,,,,,0,1,62,6000,3214,4,,,延长0.4秒风暴时间，增加6%的风暴伤害,
331404,千刃风暴,5,1,,,,,0,1,67,7500,3214,5,,,延长0.6秒风暴时间，增加6%的风暴伤害,
331405,千刃风暴,6,1,,,,,0,1,71,9000,3214,6,,,延长0.6秒风暴时间，增加9%的风暴伤害,
331406,千刃风暴,7,1,,,,,0,1,75,10500,3214,7,,,延长0.8秒风暴时间，增加9%的风暴伤害,
331407,千刃风暴,8,1,,,,,0,1,78,12000,3214,8,,,延长0.8秒风暴时间，增加12%的风暴伤害,
331408,千刃风暴,9,1,,,,,0,1,81,13500,3214,9,,,延长1秒风暴时间，增加12%的风暴伤害,
331409,千刃风暴,10,1,,,,,0,1,83,15000,3214,10,,,延长1秒风暴时间，增加15%的风暴伤害,
311500,天罚,1,2,0,6,"{""mp"":[66,0]}",40,0,1,26,500,3111,1,,,向前跳一段距离，落地时对周围敌人造成330%技能伤害,
311501,天罚,2,2,0,6,"{""mp"":[72,0]}",40,0,1,31,1000,3111,2,,,向前跳一段距离，落地时对周围敌人造成360%技能伤害,
311502,天罚,3,2,0,6,"{""mp"":[78,0]}",40,0,1,36,1500,3111,3,,,向前跳一段距离，落地时对周围敌人造成390%技能伤害,
311503,天罚,4,2,0,6,"{""mp"":[84,0]}",40,0,1,41,2000,3111,4,,,向前跳一段距离，落地时对周围敌人造成420%技能伤害,
311504,天罚,5,2,0,6,"{""mp"":[90,0]}",40,0,1,46,2500,3111,5,,,向前跳一段距离，落地时对周围敌人造成450%技能伤害,
311505,天罚,6,2,0,6,"{""mp"":[96,0]}",40,0,1,51,3000,3111,6,,,向前跳一段距离，落地时对周围敌人造成480%技能伤害,
311506,天罚,7,2,0,6,"{""mp"":[102,0]}",40,0,1,56,3500,3111,7,,,向前跳一段距离，落地时对周围敌人造成510%技能伤害,
311507,天罚,8,2,0,6,"{""mp"":[108,0]}",40,0,1,61,4000,3111,8,,,向前跳一段距离，落地时对周围敌人造成540%技能伤害,
311508,天罚,9,2,0,6,"{""mp"":[114,0]}",40,0,1,66,4500,3111,9,,,向前跳一段距离，落地时对周围敌人造成570%技能伤害,
311509,天罚,10,2,0,6,"{""mp"":[120,0]}",40,0,1,70,5000,3111,10,,,向前跳一段距离，落地时对周围敌人造成600%技能伤害,
321500,血祭,1,1,,,,,0,1,41,1000,3115,3,,,用敌人的鲜血向诸神献祭，恢复自身生命值，2级进一步提升效果,
321501,血祭,2,1,,,,,0,1,46,2000,3115,3,,,用敌人的鲜血向诸神献祭，恢复自身生命值，3级进一步提升效果,
321502,血祭,3,1,,,,,0,1,51,3000,3115,3,,,用敌人的鲜血向诸神献祭，恢复自身生命值，4级进一步提升效果,
321503,血祭,4,1,,,,,0,1,56,4000,3115,4,,,用敌人的鲜血向诸神献祭，恢复自身生命值，5级进一步提升效果,
321504,血祭,5,1,,,,,0,1,61,5000,3115,5,,,用敌人的鲜血向诸神献祭，恢复自身生命值，6级进一步提升效果,
321505,血祭,6,1,,,,,0,1,66,6000,3115,6,,,用敌人的鲜血向诸神献祭，恢复自身生命值，7级进一步提升效果,
321506,血祭,7,1,,,,,0,1,70,7000,3115,7,,,用敌人的鲜血向诸神献祭，恢复自身生命值，8级进一步提升效果,
321507,血祭,8,1,,,,,0,1,74,8000,3115,8,,,用敌人的鲜血向诸神献祭，恢复自身生命值，9级进一步提升效果,
321508,血祭,9,1,,,,,0,1,77,9000,3115,9,,,用敌人的鲜血向诸神献祭，恢复自身生命值，10级进一步提升效果,
321509,血祭,10,1,,,,,0,1,80,10000,3115,10,,,用敌人的鲜血向诸神献祭，恢复自身生命值,
331500,狂暴,1,1,,,,,0,1,56,1500,3215,4,,,施展后暂时增加50点暴击,
331501,狂暴,2,1,,,,,0,1,61,3000,3215,4,,,施展后暂时增加100点暴击,
331502,狂暴,3,1,,,,,0,1,66,4500,3215,4,,,施展后暂时增加150点暴击,
331503,狂暴,4,1,,,,,0,1,70,6000,3215,4,,,施展后暂时增加200点暴击,
331504,狂暴,5,1,,,,,0,1,74,7500,3215,5,,,施展后暂时增加250点暴击,
331505,狂暴,6,1,,,,,0,1,77,9000,3215,6,,,施展后暂时增加300点暴击,
331506,狂暴,7,1,,,,,0,1,80,10500,3215,7,,,施展后暂时增加350点暴击,
331507,狂暴,8,1,,,,,0,1,82,12000,3215,8,,,施展后暂时增加400点暴击,
331508,狂暴,9,1,,,,,0,1,84,13500,3215,9,,,施展后暂时增加450点暴击,
331509,狂暴,10,1,,,,,0,1,85,15000,3215,10,,,施展后暂时增加500点暴击,
312000,血腥怒杀阵1级,1,6,0,6,"{""sp"":[1000,0]}",0,0,1,1,0,,,,,觉醒古老怒血，对血腥魔阵内的敌人进行杀戮，最多可造成1530%技能伤害,
312001,血腥怒杀阵2级,2,6,0,6,"{""sp"":[1000,0]}",0,0,1,32,1000,,,,,觉醒古老怒血，对血腥魔阵内的敌人进行杀戮，最多可造成1560%技能伤害,
312002,血腥怒杀阵3级,3,6,0,6,"{""sp"":[1000,0]}",0,0,1,33,2000,,,,,觉醒古老怒血，对血腥魔阵内的敌人进行杀戮，最多可造成1590%技能伤害,
312003,血腥怒杀阵4级,4,6,0,6,"{""sp"":[1000,0]}",0,0,1,34,3000,,,,,觉醒古老怒血，对血腥魔阵内的敌人进行杀戮，最多可造成1620%技能伤害,
312004,血腥怒杀阵5级,5,6,0,6,"{""sp"":[1000,0]}",0,0,1,35,4000,,,,,觉醒古老怒血，对血腥魔阵内的敌人进行杀戮，最多可造成1650%技能伤害,
312005,血腥怒杀阵6级,6,6,0,6,"{""sp"":[1000,0]}",0,0,1,36,6000,,,,,觉醒古老怒血，对血腥魔阵内的敌人进行杀戮，最多可造成1680%技能伤害,
312006,血腥怒杀阵7级,7,6,0,6,"{""sp"":[1000,0]}",0,0,1,37,8000,,,,,觉醒古老怒血，对血腥魔阵内的敌人进行杀戮，最多可造成1710%技能伤害,
312007,血腥怒杀阵8级,8,6,0,6,"{""sp"":[1000,0]}",0,0,1,38,10000,,,,,觉醒古老怒血，对血腥魔阵内的敌人进行杀戮，最多可造成1740%技能伤害,
312008,血腥怒杀阵9级,9,6,0,6,"{""sp"":[1000,0]}",0,0,1,39,12500,,,,,觉醒古老怒血，对血腥魔阵内的敌人进行杀戮，最多可造成1770%技能伤害,
312009,血腥怒杀阵10级,10,6,0,6,"{""sp"":[1000,0]}",0,0,1,40,15000,,,,,觉醒古老怒血，对血腥魔阵内的敌人进行杀戮，最多可造成1800%技能伤害,
312010,血腥怒杀阵11级,11,6,0,6,"{""sp"":[1000,0]}",0,0,1,41,17500,,,,,觉醒古老怒血，对血腥魔阵内的敌人进行杀戮，最多可造成1830%技能伤害,
312011,血腥怒杀阵12级,12,6,0,6,"{""sp"":[1000,0]}",0,0,1,42,20000,,,,,觉醒古老怒血，对血腥魔阵内的敌人进行杀戮，最多可造成1860%技能伤害,
312012,血腥怒杀阵13级,13,6,0,6,"{""sp"":[1000,0]}",0,0,1,43,22500,,,,,觉醒古老怒血，对血腥魔阵内的敌人进行杀戮，最多可造成1890%技能伤害,
312013,血腥怒杀阵14级,14,6,0,6,"{""sp"":[1000,0]}",0,0,1,44,25000,,,,,觉醒古老怒血，对血腥魔阵内的敌人进行杀戮，最多可造成1920%技能伤害,
312014,血腥怒杀阵15级,15,6,0,6,"{""sp"":[1000,0]}",0,0,1,45,27500,,,,,觉醒古老怒血，对血腥魔阵内的敌人进行杀戮，最多可造成1950%技能伤害,
312015,血腥怒杀阵16级,16,6,0,6,"{""sp"":[1000,0]}",0,0,1,46,30000,,,,,觉醒古老怒血，对血腥魔阵内的敌人进行杀戮，最多可造成1980%技能伤害,
312016,血腥怒杀阵17级,17,6,0,6,"{""sp"":[1000,0]}",0,0,1,47,35000,,,,,觉醒古老怒血，对血腥魔阵内的敌人进行杀戮，最多可造成2010%技能伤害,
312017,血腥怒杀阵18级,18,6,0,6,"{""sp"":[1000,0]}",0,0,1,48,40000,,,,,觉醒古老怒血，对血腥魔阵内的敌人进行杀戮，最多可造成2040%技能伤害,
312018,血腥怒杀阵19级,19,6,0,6,"{""sp"":[1000,0]}",0,0,1,49,45000,,,,,觉醒古老怒血，对血腥魔阵内的敌人进行杀戮，最多可造成2070%技能伤害,
312019,血腥怒杀阵20级,20,6,0,6,"{""sp"":[1000,0]}",0,0,1,50,50000,,,,,觉醒古老怒血，对血腥魔阵内的敌人进行杀戮，最多可造成2100%技能伤害,
312020,血腥怒杀阵21级,21,6,0,6,"{""sp"":[1000,0]}",0,0,1,51,55000,,,,,觉醒古老怒血，对血腥魔阵内的敌人进行杀戮，最多可造成2130%技能伤害,
312021,血腥怒杀阵22级,22,6,0,6,"{""sp"":[1000,0]}",0,0,1,52,60000,,,,,觉醒古老怒血，对血腥魔阵内的敌人进行杀戮，最多可造成2160%技能伤害,
