id,asset,bind1,downloadLevel,offset1,bind2,offset2,scale,follow,dura,desc,endRow,,
11605,Equip_KnightLevel4Body_DCQ002,LArm,0,,,,1,1,-1,圣骑0阶红品左肩特效,,,
11606,Equip_KnightLevel5Body_DCQ002,LArm,0,,,,1,1,-1,圣骑0阶橙品左肩特效,,,
11613,Equip_KnightLevel2Body_DCQ002,LArm,0,,,,1,1,-1,圣骑1阶蓝品左肩特效,,,
11614,Equip_KnightLevel3Body_DCQ002,LArm,0,,,,1,1,-1,圣骑1阶紫品左肩特效,,,
11615,Equip_KnightLevel4Body_DCQ002,LArm,0,,,,1,1,-1,圣骑1阶红品左肩特效,,,
11616,Equip_KnightLevel5Body_DCQ002,LArm,0,,,,1,1,-1,圣骑1阶橙品左肩特效,,,
11623,Equip_KnightLevel2Body_DCQ002,LArm,0,,,,1,1,-1,圣骑2阶蓝品左肩特效,,,
11624,Equip_KnightLevel3Body_DCQ002,LArm,0,,,,1,1,-1,圣骑2阶紫品左肩特效,,,
11625,Equip_KnightLevel4Body_DCQ002,LArm,0,,,,1,1,-1,圣骑2阶红品左肩特效,,,
11626,Equip_KnightLevel5Body_DCQ002,LArm,0,,,,1,1,-1,圣骑2阶橙品左肩特效,,,
11633,Equip_KnightLevel2Body_DCQ002,LArm,0,,,,1,1,-1,圣骑3阶蓝品左肩特效,,,
11634,Equip_KnightLevel3Body_DCQ002,LArm,0,,,,1,1,-1,圣骑3阶紫品左肩特效,,,
11635,Equip_KnightLevel4Body_DCQ002,LArm,0,,,,1,1,-1,圣骑3阶红品左肩特效,,,
11636,Equip_KnightLevel5Body_DCQ002,LArm,0,,,,1,1,-1,圣骑3阶橙品左肩特效,,,
12103,Equip_RunnerLevel2Weapon_DCQ001,RWeapon,0,,LWeapon,,1,1,-1,魔剑蓝品0阶武器特效,,,
12104,Equip_RunnerLevel3Weapon_DCQ001,RWeapon,0,,LWeapon,,1,1,-1,魔剑紫品0阶武器特效,,,
12105,Equip_RunnerLevel4Weapon_DCQ001,RWeapon,0,,LWeapon,,1,1,-1,魔剑红品0阶武器特效,,,
12106,Equip_RunnerLevel5Weapon_DCQ001,RWeapon,0,,LWeapon,,1,1,-1,魔剑橙品0阶武器特效,,,
12113,Equip_RunnerLevel2Weapon_DCQ002,RWeapon,0,,LWeapon,,1,1,-1,魔剑蓝品1阶武器特效,,,
12114,Equip_RunnerLevel3Weapon_DCQ002,RWeapon,0,,LWeapon,,1,1,-1,魔剑紫品1阶武器特效,,,
12115,Equip_RunnerLevel4Weapon_DCQ002,RWeapon,0,,LWeapon,,1,1,-1,魔剑红品1阶武器特效,,,
12116,Equip_RunnerLevel5Weapon_DCQ002,RWeapon,0,,LWeapon,,1,1,-1,魔剑橙品1阶武器特效,,,
12123,Equip_RunnerLevel2Weapon_DCQ003,RWeapon,0,,LWeapon,,1,1,-1,魔剑蓝品2阶武器特效,,,
12124,Equip_RunnerLevel3Weapon_DCQ003,RWeapon,0,,LWeapon,,1,1,-1,魔剑紫品2阶武器特效,,,
12125,Equip_RunnerLevel4Weapon_DCQ003,RWeapon,0,,LWeapon,,1,1,-1,魔剑红品2阶武器特效,,,
12126,Equip_RunnerLevel5Weapon_DCQ003,RWeapon,0,,LWeapon,,1,1,-1,魔剑橙品2阶武器特效,,,
12133,Equip_RunnerLevel2Weapon_DCQ004,RWeapon,0,,LWeapon,,1,1,-1,魔剑蓝品3阶武器特效,,,
12134,Equip_RunnerLevel3Weapon_DCQ004,RWeapon,0,,LWeapon,,1,1,-1,魔剑紫品3阶武器特效,,,
12135,Equip_RunnerLevel4Weapon_DCQ004,RWeapon,0,,LWeapon,,1,1,-1,魔剑红品3阶武器特效,,,
12136,Equip_RunnerLevel5Weapon_DCQ004,RWeapon,0,,LWeapon,,1,1,-1,魔剑橙品3阶武器特效,,,
12161,Equip_RunnerLightWeapon_DCQ001,RWeapon,0,,,,1,1,-1,Weapon_Runner_Rh_SwordLight01配套的特效,,,
12162,Equip_RunnerLightWeapon_DCQ002,RWeapon,0,,,,1,1,-1,Weapon_Runner_Rh_SwordLight02配套的特效,,,
12203,Equip_RunnerLevel2Body_DCQ001,RArm,0,,LArm,,1,1,-1,魔剑0阶蓝品肩部特效,,,
12204,Equip_RunnerLevel3Body_DCQ001,RArm,0,,LArm,,1,1,-1,魔剑0阶紫品肩部特效,,,
12205,Equip_RunnerLevel4Body_DCQ001,RArm,0,,LArm,,1,1,-1,魔剑0阶红品肩部特效,,,
12206,Equip_RunnerLevel5Body_DCQ001,RArm,0,,LArm,,1,1,-1,魔剑0阶橙品肩部特效,,,
12213,Equip_RunnerLevel2Body_DCQ001,RArm,0,,LArm,,1,1,-1,魔剑1阶蓝品肩部特效,,,
12214,Equip_RunnerLevel3Body_DCQ001,RArm,0,,LArm,,1,1,-1,魔剑1阶紫品肩部特效,,,
12215,Equip_RunnerLevel4Body_DCQ001,RArm,0,,LArm,,1,1,-1,魔剑1阶红品肩部特效,,,
12216,Equip_RunnerLevel5Body_DCQ001,RArm,0,,LArm,,1,1,-1,魔剑1阶橙品肩部特效,,,
12223,Equip_RunnerLevel2Body_DCQ001,RArm,0,,LArm,,1,1,-1,魔剑2阶蓝品肩部特效,,,
12224,Equip_RunnerLevel3Body_DCQ001,RArm,0,,LArm,,1,1,-1,魔剑2阶紫品肩部特效,,,
12225,Equip_RunnerLevel4Body_DCQ001,RArm,0,,LArm,,1,1,-1,魔剑2阶红品肩部特效,,,
12226,Equip_RunnerLevel5Body_DCQ001,RArm,0,,LArm,,1,1,-1,魔剑2阶橙品肩部特效,,,
12233,Equip_RunnerLevel2Body_DCQ001,RArm,0,,LArm,,1,1,-1,魔剑3阶蓝品肩部特效,,,
12234,Equip_RunnerLevel3Body_DCQ001,RArm,0,,LArm,,1,1,-1,魔剑3阶紫品肩部特效,,,
12235,Equip_RunnerLevel4Body_DCQ001,RArm,0,,LArm,,1,1,-1,魔剑3阶红品肩部特效,,,
12236,Equip_RunnerLevel5Body_DCQ001,RArm,0,,LArm,,1,1,-1,魔剑3阶橙品肩部特效,,,
12303,Equip_RunnerLevel2Body_DCQ003,RHand,0,,LHand,,1,1,-1,魔剑0阶蓝品手臂特效,,,
12304,Equip_RunnerLevel3Body_DCQ003,RHand,0,,LHand,,1,1,-1,魔剑0阶紫品手臂特效,,,
12305,Equip_RunnerLevel4Body_DCQ003,RHand,0,,LHand,,1,1,-1,魔剑0阶红品手臂特效,,,
12306,Equip_RunnerLevel5Body_DCQ003,RHand,0,,LHand,,1,1,-1,魔剑0阶橙品手臂特效,,,
12313,Equip_RunnerLevel2Body_DCQ003,RHand,0,,LHand,,1,1,-1,魔剑1阶蓝品手臂特效,,,
12314,Equip_RunnerLevel3Body_DCQ003,RHand,0,,LHand,,1,1,-1,魔剑1阶紫品手臂特效,,,
12315,Equip_RunnerLevel4Body_DCQ003,RHand,0,,LHand,,1,1,-1,魔剑1阶红品手臂特效,,,
12316,Equip_RunnerLevel5Body_DCQ003,RHand,0,,LHand,,1,1,-1,魔剑1阶橙品手臂特效,,,
12323,Equip_RunnerLevel2Body_DCQ003,RHand,0,,LHand,,1,1,-1,魔剑2阶蓝品手臂特效,,,
12324,Equip_RunnerLevel3Body_DCQ003,RHand,0,,LHand,,1,1,-1,魔剑2阶紫品手臂特效,,,
12325,Equip_RunnerLevel4Body_DCQ003,RHand,0,,LHand,,1,1,-1,魔剑2阶红品手臂特效,,,
12326,Equip_RunnerLevel5Body_DCQ003,RHand,0,,LHand,,1,1,-1,魔剑2阶橙品手臂特效,,,
12333,Equip_RunnerLevel2Body_DCQ003,RHand,0,,LHand,,1,1,-1,魔剑3阶蓝品手臂特效,,,
12334,Equip_RunnerLevel3Body_DCQ003,RHand,0,,LHand,,1,1,-1,魔剑3阶紫品手臂特效,,,
12335,Equip_RunnerLevel4Body_DCQ003,RHand,0,,LHand,,1,1,-1,魔剑3阶红品手臂特效,,,
12336,Equip_RunnerLevel5Body_DCQ003,RHand,0,,LHand,,1,1,-1,魔剑3阶橙品手臂特效,,,
12403,Equip_RunnerLevel2Body_DCQ005,RLeg,0,,LLeg,,0.6,1,-1,魔剑0阶蓝品腿部特效,,,
12404,Equip_RunnerLevel3Body_DCQ005,RLeg,0,,LLeg,,0.6,1,-1,魔剑0阶紫品腿部特效,,,
12405,Equip_RunnerLevel4Body_DCQ005,RLeg,0,,LLeg,,0.6,1,-1,魔剑0阶红品腿部特效,,,
12406,Equip_RunnerLevel5Body_DCQ005,RLeg,0,,LLeg,,0.6,1,-1,魔剑0阶橙品腿部特效,,,
12413,Equip_RunnerLevel2Body_DCQ005,RLeg,0,,LLeg,,0.6,1,-1,魔剑1阶蓝品腿部特效,,,
12414,Equip_RunnerLevel3Body_DCQ005,RLeg,0,,LLeg,,0.6,1,-1,魔剑1阶紫品腿部特效,,,
12415,Equip_RunnerLevel4Body_DCQ005,RLeg,0,,LLeg,,0.6,1,-1,魔剑1阶红品腿部特效,,,
12416,Equip_RunnerLevel5Body_DCQ005,RLeg,0,,LLeg,,0.6,1,-1,魔剑1阶橙品腿部特效,,,
12423,Equip_RunnerLevel2Body_DCQ005,RLeg,0,,LLeg,,1,1,-1,魔剑2阶蓝品腿部特效,,,
12424,Equip_RunnerLevel3Body_DCQ005,RLeg,0,,LLeg,,1,1,-1,魔剑2阶紫品腿部特效,,,
12425,Equip_RunnerLevel4Body_DCQ005,RLeg,0,,LLeg,,1,1,-1,魔剑2阶红品腿部特效,,,
12426,Equip_RunnerLevel5Body_DCQ005,RLeg,0,,LLeg,,1,1,-1,魔剑2阶橙品腿部特效,,,
12433,Equip_RunnerLevel2Body_DCQ005,RLeg,0,,LLeg,,1,1,-1,魔剑3阶蓝品腿部特效,,,
12434,Equip_RunnerLevel3Body_DCQ005,RLeg,0,,LLeg,,1,1,-1,魔剑3阶紫品腿部特效,,,
12435,Equip_RunnerLevel4Body_DCQ005,RLeg,0,,LLeg,,1,1,-1,魔剑3阶红品腿部特效,,,
12436,Equip_RunnerLevel5Body_DCQ005,RLeg,0,,LLeg,,1,1,-1,魔剑3阶橙品腿部特效,,,
12503,Equip_RunnerLevel2Body_DCQ006,Hips,0,,,,0.8,1,-1,魔剑0阶蓝品身体特效,,,
12504,Equip_RunnerLevel3Body_DCQ006,Hips,0,,,,0.8,1,-1,魔剑0阶紫品身体特效,,,
12505,Equip_RunnerLevel4Body_DCQ006,Hips,0,,,,0.8,1,-1,魔剑0阶红品身体特效,,,
12506,Equip_RunnerLevel5Body_DCQ006,Hips,0,,,,0.8,1,-1,魔剑0阶橙品身体特效,,,
12513,Equip_RunnerLevel2Body_DCQ006,Hips,0,,,,0.8,1,-1,魔剑1阶蓝品身体特效,,,
12514,Equip_RunnerLevel3Body_DCQ006,Hips,0,,,,0.8,1,-1,魔剑1阶紫品身体特效,,,
12515,Equip_RunnerLevel4Body_DCQ006,Hips,0,,,,0.8,1,-1,魔剑1阶红品身体特效,,,
12516,Equip_RunnerLevel5Body_DCQ006,Hips,0,,,,0.8,1,-1,魔剑1阶橙品身体特效,,,
12523,Equip_RunnerLevel2Body_DCQ006,Hips,0,,,,0.8,1,-1,魔剑2阶蓝品身体特效,,,
12524,Equip_RunnerLevel3Body_DCQ006,Hips,0,,,,0.8,1,-1,魔剑2阶紫品身体特效,,,
12525,Equip_RunnerLevel4Body_DCQ006,Hips,0,,,,0.8,1,-1,魔剑2阶红品身体特效,,,
12526,Equip_RunnerLevel5Body_DCQ006,Hips,0,,,,0.8,1,-1,魔剑2阶橙品身体特效,,,
12533,Equip_RunnerLevel2Body_DCQ006,Hips,0,,,,1,1,-1,魔剑3阶蓝品身体特效,,,
12534,Equip_RunnerLevel3Body_DCQ006,Hips,0,,,,1,1,-1,魔剑3阶紫品身体特效,,,
12535,Equip_RunnerLevel4Body_DCQ006,Hips,0,,,,1,1,-1,魔剑3阶红品身体特效,,,
12536,Equip_RunnerLevel5Body_DCQ006,Hips,0,,,,1,1,-1,魔剑3阶橙品身体特效,,,
13103,Equip_WarriorLevel2Weapon_DCQ001,RWeapon,0,,,,1,1,-1,狂战蓝品0阶武器特效,,,
13104,Equip_WarriorLevel3Weapon_DCQ001,RWeapon,0,,,,1,1,-1,狂战紫品0阶武器特效,,,
13105,Equip_WarriorLevel4Weapon_DCQ001,RWeapon,0,,,,1,1,-1,狂战红品0阶武器特效,,,
13106,Equip_WarriorLevel5Weapon_DCQ001,RWeapon,0,,,,1,1,-1,狂战橙品0阶武器特效,,,
13113,Equip_WarriorLevel2Weapon_DCQ002,RWeapon,0,,,,1,1,-1,狂战蓝品1阶武器特效,,,
13114,Equip_WarriorLevel3Weapon_DCQ002,RWeapon,0,,,,1,1,-1,狂战紫品1阶武器特效,,,
13115,Equip_WarriorLevel4Weapon_DCQ002,RWeapon,0,,,,1,1,-1,狂战红品1阶武器特效,,,
13116,Equip_WarriorLevel5Weapon_DCQ002,RWeapon,0,,,,1,1,-1,狂战橙品1阶武器特效,,,
13123,Equip_WarriorLevel2Weapon_DCQ003,RWeapon,0,,,,1,1,-1,狂战蓝品2阶武器特效,,,
13124,Equip_WarriorLevel3Weapon_DCQ003,RWeapon,0,,,,1,1,-1,狂战紫品2阶武器特效,,,
13125,Equip_WarriorLevel4Weapon_DCQ003,RWeapon,0,,,,1,1,-1,狂战红品2阶武器特效,,,
13126,Equip_WarriorLevel5Weapon_DCQ003,RWeapon,0,,,,1,1,-1,狂战橙品2阶武器特效,,,
13133,Equip_WarriorLevel2Weapon_DCQ004,RWeapon,0,,,,1,1,-1,狂战蓝品3阶武器特效,,,
13134,Equip_WarriorLevel3Weapon_DCQ004,RWeapon,0,,,,1,1,-1,狂战紫品3阶武器特效,,,
13135,Equip_WarriorLevel4Weapon_DCQ004,RWeapon,0,,,,1,1,-1,狂战红品3阶武器特效,,,
13136,Equip_WarriorLevel5Weapon_DCQ004,RWeapon,0,,,,1,1,-1,狂战橙品3阶武器特效,,,
13161,Equip_WarriorLightWeapon_DCQ001,RWeapon,0,,,,1,1,-1,Weapon_Warrior_Rh_SwordLight01配套的特效,,,
13162,Equip_WarriorLightWeapon_DCQ002,RWeapon,0,,,,1,1,-1,Weapon_Warrior_Rh_SwordLight02配套的特效,,,
13203,Equip_WarriorLevel2Body_DCQ001,RArm,0,,,,1,1,-1,狂战0阶蓝品右肩特效,,,
13204,Equip_WarriorLevel3Body_DCQ001,RArm,0,,,,1,1,-1,狂战0阶紫品右肩特效,,,
13205,Equip_WarriorLevel4Body_DCQ001,RArm,0,,,,1,1,-1,狂战0阶红品右肩特效,,,
13206,Equip_WarriorLevel5Body_DCQ001,RArm,0,,,,1,1,-1,狂战0阶橙品右肩特效,,,
13213,Equip_WarriorLevel2Body_DCQ001,RArm,0,,,,1,1,-1,狂战1阶蓝品右肩特效,,,
13214,Equip_WarriorLevel3Body_DCQ001,RArm,0,,,,1,1,-1,狂战1阶紫品右肩特效,,,
13215,Equip_WarriorLevel4Body_DCQ001,RArm,0,,,,1,1,-1,狂战1阶红品右肩特效,,,
13216,Equip_WarriorLevel5Body_DCQ001,RArm,0,,,,1,1,-1,狂战1阶橙品右肩特效,,,
13223,Equip_WarriorLevel2Body_DCQ001,RArm,0,,,,1,1,-1,狂战2阶蓝品右肩特效,,,
13224,Equip_WarriorLevel3Body_DCQ001,RArm,0,,,,1,1,-1,狂战2阶紫品右肩特效,,,
13225,Equip_WarriorLevel4Body_DCQ001,RArm,0,,,,1,1,-1,狂战2阶红品右肩特效,,,
13226,Equip_WarriorLevel5Body_DCQ001,RArm,0,,,,1,1,-1,狂战2阶橙品右肩特效,,,
13233,Equip_WarriorLevel2Body_DCQ001,RArm,0,,,,1,1,-1,狂战3阶蓝品右肩特效,,,
13234,Equip_WarriorLevel3Body_DCQ001,RArm,0,,,,1,1,-1,狂战3阶紫品右肩特效,,,
13235,Equip_WarriorLevel4Body_DCQ001,RArm,0,,,,1,1,-1,狂战3阶红品右肩特效,,,
13236,Equip_WarriorLevel5Body_DCQ001,RArm,0,,,,1,1,-1,狂战3阶橙品右肩特效,,,
13303,Equip_WarriorLevel2Body_DCQ003,RHand,0,,LHand,,1,1,-1,狂战0阶蓝品手臂特效,,,
13304,Equip_WarriorLevel3Body_DCQ003,RHand,0,,LHand,,1,1,-1,狂战0阶紫品手臂特效,,,
13305,Equip_WarriorLevel4Body_DCQ003,RHand,0,,LHand,,1,1,-1,狂战0阶红品手臂特效,,,
13306,Equip_WarriorLevel5Body_DCQ003,RHand,0,,LHand,,1,1,-1,狂战0阶橙品手臂特效,,,
13313,Equip_WarriorLevel2Body_DCQ003,RHand,0,,LHand,,1,1,-1,狂战1阶蓝品手臂特效,,,
13314,Equip_WarriorLevel3Body_DCQ003,RHand,0,,LHand,,1,1,-1,狂战1阶紫品手臂特效,,,
13315,Equip_WarriorLevel4Body_DCQ003,RHand,0,,LHand,,1,1,-1,狂战1阶红品手臂特效,,,
13316,Equip_WarriorLevel5Body_DCQ003,RHand,0,,LHand,,1,1,-1,狂战1阶橙品手臂特效,,,
13323,Equip_WarriorLevel2Body_DCQ003,RHand,0,,LHand,,1,1,-1,狂战2阶蓝品手臂特效,,,
13324,Equip_WarriorLevel3Body_DCQ003,RHand,0,,LHand,,1,1,-1,狂战2阶紫品手臂特效,,,
13325,Equip_WarriorLevel4Body_DCQ003,RHand,0,,LHand,,1,1,-1,狂战2阶红品手臂特效,,,
13326,Equip_WarriorLevel5Body_DCQ003,RHand,0,,LHand,,1,1,-1,狂战2阶橙品手臂特效,,,
13333,Equip_WarriorLevel2Body_DCQ003,RHand,0,,LHand,,1,1,-1,狂战3阶蓝品手臂特效,,,
13334,Equip_WarriorLevel3Body_DCQ003,RHand,0,,LHand,,1,1,-1,狂战3阶紫品手臂特效,,,
13335,Equip_WarriorLevel4Body_DCQ003,RHand,0,,LHand,,1,1,-1,狂战3阶红品手臂特效,,,
13336,Equip_WarriorLevel5Body_DCQ003,RHand,0,,LHand,,1,1,-1,狂战3阶橙品手臂特效,,,
13403,Equip_WarriorLevel2Body_DCQ005,RLeg,0,,LLeg,,0.6,1,-1,狂战0阶蓝品腿部特效,,,
13404,Equip_WarriorLevel3Body_DCQ005,RLeg,0,,LLeg,,0.6,1,-1,狂战0阶紫品腿部特效,,,
13405,Equip_WarriorLevel4Body_DCQ005,RLeg,0,,LLeg,,0.6,1,-1,狂战0阶红品腿部特效,,,
13406,Equip_WarriorLevel5Body_DCQ005,RLeg,0,,LLeg,,0.6,1,-1,狂战0阶橙品腿部特效,,,
13413,Equip_WarriorLevel2Body_DCQ005,RLeg,0,,LLeg,,0.6,1,-1,狂战1阶蓝品腿部特效,,,
13414,Equip_WarriorLevel3Body_DCQ005,RLeg,0,,LLeg,,0.6,1,-1,狂战1阶紫品腿部特效,,,
13415,Equip_WarriorLevel4Body_DCQ005,RLeg,0,,LLeg,,0.6,1,-1,狂战1阶红品腿部特效,,,
13416,Equip_WarriorLevel5Body_DCQ005,RLeg,0,,LLeg,,0.6,1,-1,狂战1阶橙品腿部特效,,,
13423,Equip_WarriorLevel2Body_DCQ005,RLeg,0,,LLeg,,1,1,-1,狂战2阶蓝品腿部特效,,,
13424,Equip_WarriorLevel3Body_DCQ005,RLeg,0,,LLeg,,1,1,-1,狂战2阶紫品腿部特效,,,
13425,Equip_WarriorLevel4Body_DCQ005,RLeg,0,,LLeg,,1,1,-1,狂战2阶红品腿部特效,,,
13426,Equip_WarriorLevel5Body_DCQ005,RLeg,0,,LLeg,,1,1,-1,狂战2阶橙品腿部特效,,,
13433,Equip_WarriorLevel2Body_DCQ005,RLeg,0,,LLeg,,1,1,-1,狂战3阶蓝品腿部特效,,,
13434,Equip_WarriorLevel3Body_DCQ005,RLeg,0,,LLeg,,1,1,-1,狂战3阶紫品腿部特效,,,
13435,Equip_WarriorLevel4Body_DCQ005,RLeg,0,,LLeg,,1,1,-1,狂战3阶红品腿部特效,,,
13436,Equip_WarriorLevel5Body_DCQ005,RLeg,0,,LLeg,,1,1,-1,狂战3阶橙品腿部特效,,,
13503,Equip_WarriorLevel2Body_DCQ006,Hips,0,,,,0.8,1,-1,狂战0阶蓝品身体特效,,,
13504,Equip_WarriorLevel3Body_DCQ006,Hips,0,,,,0.8,1,-1,狂战0阶紫品身体特效,,,
13505,Equip_WarriorLevel4Body_DCQ006,Hips,0,,,,0.8,1,-1,狂战0阶红品身体特效,,,
13506,Equip_WarriorLevel5Body_DCQ006,Hips,0,,,,0.8,1,-1,狂战0阶橙品身体特效,,,
13513,Equip_WarriorLevel2Body_DCQ006,Hips,0,,,,0.8,1,-1,狂战1阶蓝品身体特效,,,
13514,Equip_WarriorLevel3Body_DCQ006,Hips,0,,,,0.8,1,-1,狂战1阶紫品身体特效,,,
13515,Equip_WarriorLevel4Body_DCQ006,Hips,0,,,,0.8,1,-1,狂战1阶红品身体特效,,,
13516,Equip_WarriorLevel5Body_DCQ006,Hips,0,,,,0.8,1,-1,狂战1阶橙品身体特效,,,
13523,Equip_WarriorLevel2Body_DCQ006,Hips,0,,,,0.8,1,-1,狂战2阶蓝品身体特效,,,
13524,Equip_WarriorLevel3Body_DCQ006,Hips,0,,,,0.8,1,-1,狂战2阶紫品身体特效,,,
13525,Equip_WarriorLevel4Body_DCQ006,Hips,0,,,,0.8,1,-1,狂战2阶红品身体特效,,,
13526,Equip_WarriorLevel5Body_DCQ006,Hips,0,,,,0.8,1,-1,狂战2阶橙品身体特效,,,
13533,Equip_WarriorLevel2Body_DCQ006,Hips,0,,,,1,1,-1,狂战3阶蓝品身体特效,,,
13534,Equip_WarriorLevel3Body_DCQ006,Hips,0,,,,1,1,-1,狂战3阶紫品身体特效,,,
13535,Equip_WarriorLevel4Body_DCQ006,Hips,0,,,,1,1,-1,狂战3阶红品身体特效,,,
13536,Equip_WarriorLevel5Body_DCQ006,Hips,0,,,,1,1,-1,狂战3阶橙品身体特效,,,
13603,Equip_WarriorLevel2Body_DCQ002,LArm,0,,,,1,1,-1,狂战0阶蓝品左肩特效,,,
13604,Equip_WarriorLevel3Body_DCQ002,LArm,0,,,,1,1,-1,狂战0阶紫品左肩特效,,,
13605,Equip_WarriorLevel4Body_DCQ002,LArm,0,,,,1,1,-1,狂战0阶红品左肩特效,,,
13606,Equip_WarriorLevel5Body_DCQ002,LArm,0,,,,1,1,-1,狂战0阶橙品左肩特效,,,
13613,Equip_WarriorLevel2Body_DCQ002,LArm,0,,,,1,1,-1,狂战1阶蓝品左肩特效,,,
13614,Equip_WarriorLevel3Body_DCQ002,LArm,0,,,,1,1,-1,狂战1阶紫品左肩特效,,,
13615,Equip_WarriorLevel4Body_DCQ002,LArm,0,,,,1,1,-1,狂战1阶红品左肩特效,,,
13616,Equip_WarriorLevel5Body_DCQ002,LArm,0,,,,1,1,-1,狂战1阶橙品左肩特效,,,
13623,Equip_WarriorLevel2Body_DCQ002,LArm,0,,,,1,1,-1,狂战2阶蓝品左肩特效,,,
13624,Equip_WarriorLevel3Body_DCQ002,LArm,0,,,,1,1,-1,狂战2阶紫品左肩特效,,,
13625,Equip_WarriorLevel4Body_DCQ002,LArm,0,,,,1,1,-1,狂战2阶红品左肩特效,,,
13626,Equip_WarriorLevel5Body_DCQ002,LArm,0,,,,1,1,-1,狂战2阶橙品左肩特效,,,
13633,Equip_WarriorLevel2Body_DCQ002,LArm,0,,,,1,1,-1,狂战3阶蓝品左肩特效,,,
13634,Equip_WarriorLevel3Body_DCQ002,LArm,0,,,,1,1,-1,狂战3阶紫品左肩特效,,,
13635,Equip_WarriorLevel4Body_DCQ002,LArm,0,,,,1,1,-1,狂战3阶红品左肩特效,,,
13636,Equip_WarriorLevel5Body_DCQ002,LArm,0,,,,1,1,-1,狂战3阶橙品左肩特效,,,
20010,Equip_Phoneix_QZ001,Head,0,,,,1,1,-1,凤凰坐骑头上的特效,,,
20011,Equip_Phoneix_QZ002,Hips,0,,,,1,1,-1,凤凰坐骑尾上的特效,,,
20012,Equip_Phoneix_QZ003,RArm,0,,,,1,1,-1,凤凰坐骑右翅膀上的特效,,,
20013,Equip_Phoneix_QZ003,LArm,0,,,,1,1,-1,凤凰坐骑左翅膀上的特效,,,
