id,describe,icon,atlas,directory,left,right,top,bottom,packToLarger
2102007,培养大师,title_2_7,BloodAtlas,title,0,0,0,0,1
2102008,潮流之王,title_2_8,BloodAtlas,title,0,0,0,0,1
2103001,召唤之王,title_3_1,BloodAtlas,title,0,0,0,0,1
2103002,智慧女神,title_3_2,BloodAtlas,title,0,0,0,0,1
2103003,橙光四射,title_3_4,BloodAtlas,title,0,0,0,0,1
2103004,杀意沸腾,title_3_5,BloodAtlas,title,0,0,0,0,1
2103005,惊天战神,title_3_6,BloodAtlas,title,0,0,0,0,1
2103006,寻宝之王,title_3_7,BloodAtlas,title,0,0,0,0,1
2103007,万人爱慕,title_3_8,BloodAtlas,title,0,0,0,0,1
2201001,鬼脸盾背饰,Equip_pendantback_01,,EquipmentAtlas,0,0,0,0,1
2202001,十字架背饰,Equip_pendantback_02,,EquipmentAtlas,0,0,0,0,1
2301001,小恶魔精灵形象,Equip_jingling_01,,EquipmentAtlas,0,0,0,0,1
2301002,南瓜怪精灵形象,Equip_jingling_02,,EquipmentAtlas,0,0,0,0,1
